s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	clg2
BL01350	12814125	BFL_1	373	ENSLOCG00000013945	30668382	LG7	3059	A	A
BL01349	12838104	BFL_1	374	ENSLOCG00000017474	30776276	LG7	3060	A	A
BL01347	12851875	BFL_1	376	ENSLOCG00000013955	30784993	LG7	3061	A	A
BL01345	12922118	BFL_1	378	ENSLOCG00000013964	31176229	LG7	3062	A	A
BL01343	13028061	BFL_1	380	ENSLOCG00000011793	11887555	LG7	2941	A	A
BL01341	13074108	BFL_1	381	ENSLOCG00000009804	6169834	LG7	2852	A	A
BL01328	13274679	BFL_1	384	ENSLOCG00000009103	2941428	LG7	2819	A	A
BL01324	13357501	BFL_1	387	ENSLOCG00000009448	4594649	LG7	2837	A	A
BL01320	13402025	BFL_1	389	ENSLOCG00000010507	8274417	LG7	2883	A	A
BL01317	13430975	BFL_1	391	ENSLOCG00000009881	6512538	LG7	2856	A	A
BL01313	13479390	BFL_1	393	ENSLOCG00000008432	32049	LG7	2789	A	A
BL01310	13579447	BFL_1	396	ENSLOCG00000009920	6597036	LG7	2858	A	A
BL01304	13701619	BFL_1	400	ENSLOCG00000012081	12625643	LG7	2955	A	A
BL01302	13713548	BFL_1	402	ENSLOCG00000009956	6704311	LG7	2860	A	A
BL01300	13723339	BFL_1	404	ENSLOCG00000013276	18997346	LG7	3020	A	A
BL01275	14138089	BFL_1	414	ENSLOCG00000010120	7112147	LG7	2868	A	A
BL01271	14165216	BFL_1	417	ENSLOCG00000010103	7062020	LG7	2867	A	A
BL01260	14344410	BFL_1	423	ENSLOCG00000012352	14189351	LG7	2974	A	A
BL01257	14395645	BFL_1	424	ENSLOCG00000008909	2519715	LG7	2808	A	A
BL01256	14419482	BFL_1	425	ENSLOCG00000008922	2560821	LG7	2809	A	A
BL01255	14430408	BFL_1	426	ENSLOCG00000008954	2582695	LG7	2810	A	A
BL01254	14446736	BFL_1	427	ENSLOCG00000008895	2515781	LG7	2807	A	A
BL01247	14525183	BFL_1	429	ENSLOCG00000012137	12850013	LG7	2960	A	A
BL01244	14543513	BFL_1	432	ENSLOCG00000012965	17801380	LG7	2999	A	A
BL01239	14583194	BFL_1	434	ENSLOCG00000014151	35305475	LG7	3077	A	A
BL01234	14709139	BFL_1	437	ENSLOCG00000011401	10948065	LG7	2926	A	A
BL01230	14740041	BFL_1	440	ENSLOCG00000011600	11498760	LG7	2934	A	A
BL01226	14748012	BFL_1	441	ENSLOCG00000011593	11498546	LG7	2933	A	A
BL01223	14774290	BFL_1	444	ENSLOCG00000009889	6526336	LG7	2857	A	A
BL01222	14811958	BFL_1	445	ENSLOCG00000009948	6703767	LG7	2859	A	A
BL01211	14934533	BFL_1	452	ENSLOCG00000012006	12441822	LG7	2949	A	A
BL01210	14986212	BFL_1	453	ENSLOCG00000012000	12400301	LG7	2948	A	A
BL01183	15300195	BFL_1	464	ENSLOCG00000012250	13805712	LG7	2966	A	A
BL01170	15480016	BFL_1	469	ENSLOCG00000014213	35757844	LG7	3085	A	A
BL01151	15707477	BFL_1	478	ENSLOCG00000009826	6285680	LG7	2855	A	A
BL01139	15797385	BFL_1	485	ENSLOCG00000008507	251833	LG7	2792	A	A
BL01123	16042798	BFL_1	487	ENSLOCG00000013341	19154793	LG7	3024	A	A
BL01121	16088621	BFL_1	489	ENSLOCG00000013202	18795801	LG7	3015	A	A
BL01097	16397912	BFL_1	505	ENSLOCG00000013235	18908028	LG7	3017	A	A
BL01050	17230920	BFL_1	522	ENSLOCG00000011479	10999515	LG7	2930	A	A
BL01033	17433949	BFL_1	531	ENSLOCG00000013569	20108913	LG7	3033	A	A
BL01030	17471092	BFL_1	533	ENSLOCG00000009377	4285261	LG7	2832	A	A
BL01022	17565214	BFL_1	535	ENSLOCG00000013986	31238244	LG7	3063	A	A
BL01021	17588027	BFL_1	536	ENSLOCG00000013992	31463628	LG7	3064	A	A
BL01016	17662967	BFL_1	537	ENSLOCG00000012740	16239772	LG7	2992	A	A
BL01011	17702741	BFL_1	542	ENSLOCG00000013242	18921242	LG7	3018	A	A
BL01010	17710861	BFL_1	543	ENSLOCG00000012210	13296739	LG7	2963	A	A
BL01008	17780689	BFL_1	544	ENSLOCG00000014049	32056663	LG7	3070	A	A
BL01004	17870557	BFL_1	546	ENSLOCG00000009590	5271040	LG7	2845	A	A
BL01001	17906515	BFL_1	548	ENSLOCG00000011708	11744141	LG7	2939	A	A
BL00995	18061393	BFL_1	552	ENSLOCG00000008789	1778909	LG7	2802	A	A
BL00989	18136818	BFL_1	554	ENSLOCG00000012905	17046379	LG7	2997	A	A
BL00979	18267571	BFL_1	557	ENSLOCG00000010467	8237770	LG7	2880	A	A
BL00975	18351982	BFL_1	559	ENSLOCG00000010439	8211570	LG7	2879	A	A
BL00974	18408508	BFL_1	560	ENSLOCG00000010496	8259631	LG7	2882	A	A
BL00972	18417353	BFL_1	562	ENSLOCG00000009791	6169989	LG7	2853	A	A
BL00970	18425728	BFL_1	563	ENSLOCG00000009783	6159909	LG7	2851	A	A
BL00969	18433327	BFL_1	564	ENSLOCG00000011094	9611992	LG7	2907	A	A
BL00962	18491431	BFL_1	568	ENSLOCG00000010599	8459466	LG7	2885	A	A
BL00957	18576061	BFL_1	571	ENSLOCG00000010630	8589294	LG7	2886	A	A
BL00937	19070808	BFL_1	577	ENSLOCG00000009055	2838406	LG7	2817	A	A
BL00935	19112221	BFL_1	579	ENSLOCG00000009065	2930625	LG7	2818	A	A
BL00930	19214039	BFL_1	583	ENSLOCG00000014006	31717112	LG7	3066	A	A
BL00896	19735672	BFL_1	591	ENSLOCG00000011616	11519337	LG7	2935	A	A
BL00888	19817834	BFL_1	595	ENSLOCG00000011306	10135980	LG7	2919	A	A
BL00884	19994129	BFL_1	596	ENSLOCG00000012074	12608772	LG7	2954	A	A
BL00878	20041672	BFL_1	597	ENSLOCG00000014052	32109672	LG7	3071	A	A
BL00874	20111578	BFL_1	601	ENSLOCG00000013136	18465183	LG7	3011	A	A
BL00866	20191203	BFL_1	604	ENSLOCG00000017714	18282801	LG7	3007	A	A
BL00863	20231215	BFL_1	605	ENSLOCG00000013095	18294797	LG7	3008	A	A
BL00851	20470351	BFL_1	607	ENSLOCG00000011318	10139155	LG7	2920	A	A
BL00778	22333212	BFL_1	623	ENSLOCG00000010351	7913734	LG7	2875	A	A
BL00758	22569075	BFL_1	627	ENSLOCG00000012832	16694049	LG7	2994	A	A
BL00753	22652157	BFL_1	630	ENSLOCG00000011073	9521473	LG7	2906	A	A
BL14659	23124808	BFL_1	637	ENSLOCG00000012463	14743381	LG7	2979	A	A
BL14662	23270820	BFL_1	640	ENSLOCG00000012512	15080288	LG7	2981	A	A
BL14665	23297257	BFL_1	642	ENSLOCG00000012184	13202055	LG7	2962	A	A
BL14673	23520202	BFL_1	647	ENSLOCG00000012645	15566793	LG7	2986	A	A
BL14675	23553745	BFL_1	649	ENSLOCG00000014133	33832398	LG7	3075	A	A
BL14676	23575459	BFL_1	650	ENSLOCG00000012423	14629916	LG7	2978	A	A
BL14677	23583963	BFL_1	651	ENSLOCG00000012412	14596992	LG7	2977	A	A
BL14678	23600122	BFL_1	652	ENSLOCG00000009015	2798792	LG7	2815	A	A
BL14679	23609314	BFL_1	653	ENSLOCG00000013469	19672074	LG7	3028	A	A
BL14694	23816485	BFL_1	663	ENSLOCG00000010232	7539794	LG7	2874	A	A
BL14696	23834457	BFL_1	665	ENSLOCG00000010998	9439646	LG7	2904	A	A
BL14698	23847366	BFL_1	667	ENSLOCG00000010820	9086150	LG7	2895	A	A
BL14705	23957746	BFL_1	670	ENSLOCG00000009816	6204893	LG7	2854	A	A
BL14707	23979292	BFL_1	672	ENSLOCG00000011494	11048350	LG7	2931	A	A
BL14719	24125950	BFL_1	674	ENSLOCG00000010146	7217477	LG7	2869	A	A
BL14725	24190633	BFL_1	675	ENSLOCG00000013073	18165729	LG7	3005	A	A
BL22385	24603812	BFL_1	677	ENSLOCG00000010734	8832363	LG7	2891	A	A
BL22390	24701541	BFL_1	680	ENSLOCG00000008823	1835625	LG7	2805	A	A
BL22395	24906557	BFL_1	681	ENSLOCG00000009663	5410891	LG7	2848	A	A
BL22411	25195027	BFL_1	689	ENSLOCG00000011675	11672717	LG7	2938	A	A
BL22414	25221021	BFL_1	690	ENSLOCG00000010657	8735298	LG7	2888	A	A
BL22416	25246848	BFL_1	692	ENSLOCG00000013325	19071200	LG7	3023	A	A
BL22430	25764732	BFL_1	701	ENSLOCG00000010093	7060337	LG7	2866	A	A
BL22446	25975418	BFL_1	704	ENSLOCG00000011202	9927794	LG7	2912	A	A
BL22485	26739976	BFL_1	711	ENSLOCG00000012343	14184405	LG7	2973	A	A
BL22487	26778999	BFL_1	712	ENSLOCG00000012337	14154377	LG7	2972	A	A
BL22489	26798193	BFL_1	714	ENSLOCG00000013279	18998719	LG7	3021	A	A
BL00708	27430280	BFL_1	723	ENSLOCG00000011351	10225978	LG7	2922	A	A
BL00699	27577745	BFL_1	725	ENSLOCG00000010174	7262349	LG7	2871	A	A
BL00691	27830731	BFL_1	729	ENSLOCG00000011139	9701522	LG7	2909	A	A
BL00675	28039484	BFL_1	740	ENSLOCG00000008611	998206	LG7	2796	A	A
BL00628	29078184	BFL_1	753	ENSLOCG00000012049	12598195	LG7	2952	A	A
BL00619	29217373	BFL_1	756	ENSLOCG00000012038	12562414	LG7	2951	A	A
BL00610	29348837	BFL_1	759	ENSLOCG00000013550	19973486	LG7	3032	A	A
BL00601	29491093	BFL_1	765	ENSLOCG00000008977	2647124	LG7	2811	A	A
BL00597	29541958	BFL_1	766	ENSLOCG00000008987	2738508	LG7	2812	A	A
BL06804	31316381	BFL_1	773	ENSLOCG00000010816	9053854	LG7	2894	A	A
BL06800	31402079	BFL_1	776	ENSLOCG00000010850	9095606	LG7	2897	A	A
BL24635	35006750	BFL_1	788	ENSLOCG00000009618	5307975	LG7	2847	A	A
BL24634	35048677	BFL_1	789	ENSLOCG00000009611	5303815	LG7	2846	A	A
BL24628	35128547	BFL_1	792	ENSLOCG00000008997	2739945	LG7	2813	A	A
BL01959	4589432	BFL_1	84	ENSLOCG00000016131	25106950	LG8	3403	A	A
BL01724	7972032	BFL_1	198	ENSLOCG00000015702	14538695	LG8	3305	A	A
BL01147	15745455	BFL_1	480	ENSLOCG00000015866	17936396	LG8	3348	A	A
BL01108	16252486	BFL_1	498	ENSLOCG00000015356	5631041	LG8	3237	A	A
BL00690	27836093	BFL_1	730	ENSLOCG00000017104	49416671	LG8	3562	A	A
BL00593	29611132	BFL_1	768	ENSLOCG00000016758	42946632	LG8	3522	A	A
BL01895	5735521	BFL_1	121	ENSLOCG00000007765	13047357	LG10	3725	A	A
BL01687	8432952	BFL_1	213	ENSLOCG00000004345	5784567	LG10	3644	A	A
BL01583	9843195	BFL_1	262	ENSLOCG00000004901	6778180	LG10	3662	A	A
BL01389	12428245	BFL_1	353	ENSLOCG00000003136	3688611	LG10	3611	A	A
BL01206	15063180	BFL_1	456	ENSLOCG00000005866	8838673	LG10	3681	A	A
BL01122	16082064	BFL_1	488	ENSLOCG00000001948	1030252	LG10	3585	A	A
BL00996	18052155	BFL_1	551	ENSLOCG00000011566	31124332	LG10	3875	A	A
BL00914	19424955	BFL_1	585	ENSLOCG00000008424	15812025	LG10	3745	A	A
BL22415	25240177	BFL_1	691	ENSLOCG00000013792	41557566	LG10	3997	A	A
BL22432	25790342	BFL_1	702	ENSLOCG00000013900	41900780	LG10	4008	A	A
BL00719	27275854	BFL_1	719	ENSLOCG00000004075	4914377	LG10	3638	A	A
BL01550	10328680	BFL_1	272	ENSLOCG00000008745	27161327	LG11	4222	A	A
BL01505	10823261	BFL_1	295	ENSLOCG00000002508	3449491	LG11	4055	A	A
BL01456	11548614	BFL_1	317	ENSLOCG00000003206	5315604	LG11	4073	A	A
BL01031	17466834	BFL_1	532	ENSLOCG00000004522	10902761	LG11	4102	A	A
BL00900	19666633	BFL_1	589	ENSLOCG00000004808	13282678	LG11	4110	A	A
BL25546	3150501	BFL_1	47	ENSLOCG00000004324	7774590	LG6	4440	A	A
BL01946	4810165	BFL_1	91	ENSLOCG00000010956	30564836	LG6	4573	A	A
BL01273	14149304	BFL_1	416	ENSLOCG00000000631	76816	LG6	4374	A	A
BL01246	14531982	BFL_1	430	ENSLOCG00000018272	2111217	LG6	4389	A	A
BL00895	19752835	BFL_1	592	ENSLOCG00000011632	34432188	LG6	4600	A	A
BL25600	1939720	BFL_1	34	ENSLOCG00000005773	12157339	LG12	4753	A	A
BL01653	8871997	BFL_1	226	ENSLOCG00000009094	19888291	LG12	4858	A	A
BL01414	12122605	BFL_1	341	ENSLOCG00000006726	14611392	LG12	4772	A	A
BL01356	12719632	BFL_1	370	ENSLOCG00000008513	18437685	LG12	4830	A	A
BL01193	15155769	BFL_1	460	ENSLOCG00000017833	18983937	LG12	4842	A	A
BL01002	17901362	BFL_1	547	ENSLOCG00000000821	315478	LG12	4647	A	A
BL00953	18747513	BFL_1	573	ENSLOCG00000001750	3132851	LG12	4665	A	A
BL08280	34487197	BFL_1	784	ENSLOCG00000008262	17427067	LG12	4819	A	A
BL25531	3385475	BFL_1	51	ENSLOCG00000006580	16876893	LG17	5047	A	A
BL01953	4661711	BFL_1	87	ENSLOCG00000001205	218869	LG17	4968	A	A
BL01940	4867560	BFL_1	95	ENSLOCG00000001191	196930	LG17	4967	A	A
BL01928	5177780	BFL_1	105	ENSLOCG00000011221	31620638	LG17	5202	A	A
BL01924	5283809	BFL_1	108	ENSLOCG00000009711	27133200	LG17	5143	A	A
BL01736	7855452	BFL_1	192	ENSLOCG00000009366	26048852	LG17	5129	A	A
BL01279	14072910	BFL_1	412	ENSLOCG00000006981	17931178	LG17	5058	A	A
BL01278	14096795	BFL_1	413	ENSLOCG00000007035	18056494	LG17	5060	A	A
BL01096	16435958	BFL_1	506	ENSLOCG00000004064	5019078	LG17	5010	A	A
BL14691	23781027	BFL_1	660	ENSLOCG00000006574	16798411	LG17	5046	A	A
BL22502	26956675	BFL_1	715	ENSLOCG00000008828	23068610	LG17	5112	A	A
BL00662	28258963	BFL_1	743	ENSLOCG00000006285	16143145	LG17	5044	A	A
BL01945	4821920	BFL_1	92	ENSLOCG00000010638	25420859	LG14	5446	A	A
BL01846	6382993	BFL_1	144	ENSLOCG00000010057	21329577	LG14	5417	A	A
BL01409	12171851	BFL_1	345	ENSLOCG00000001628	2201805	LG14	5231	A	A
BL01358	12713627	BFL_1	368	ENSLOCG00000010033	21222737	LG14	5415	A	A
BL01167	15527126	BFL_1	471	ENSLOCG00000008317	16158304	LG14	5361	A	A
BL14684	23672615	BFL_1	656	ENSLOCG00000010625	25390823	LG14	5445	A	A
BL13007	486184	BFL_1	7	ENSLOCG00000015906	5820918	LG16	5554	A	A
BL12998	566867	BFL_1	8	ENSLOCG00000015703	3767391	LG16	5518	A	A
BL12997	578763	BFL_1	9	ENSLOCG00000016155	10121667	LG16	5601	A	A
BL12995	642744	BFL_1	10	ENSLOCG00000016152	10082763	LG16	5600	A	A
BL23159	827265	BFL_1	15	ENSLOCG00000016022	7847964	LG16	5577	A	A
BL23160	849109	BFL_1	16	ENSLOCG00000015678	3655891	LG16	5511	A	A
BL14203	1304634	BFL_1	20	ENSLOCG00000015478	1531676	LG16	5478	A	A
BL14197	1445370	BFL_1	22	ENSLOCG00000016577	15542366	LG16	5651	A	A
BL14193	1587078	BFL_1	25	ENSLOCG00000016250	11121339	LG16	5613	A	A
BL14188	1654000	BFL_1	27	ENSLOCG00000015525	2237858	LG16	5491	A	A
BL25567	2447071	BFL_1	36	ENSLOCG00000016612	16255373	LG16	5657	A	A
BL25560	2606204	BFL_1	39	ENSLOCG00000017367	15680328	LG16	5654	A	A
BL25558	2719048	BFL_1	41	ENSLOCG00000015494	1684843	LG16	5483	A	A
BL25555	2814164	BFL_1	42	ENSLOCG00000016635	16354403	LG16	5661	A	A
BL25550	3079716	BFL_1	45	ENSLOCG00000015828	4826775	LG16	5536	A	A
BL25536	3341775	BFL_1	49	ENSLOCG00000015452	1232555	LG16	5471	A	A
BL01951	4710577	BFL_1	89	ENSLOCG00000015462	1384577	LG16	5472	A	A
BL01934	4953243	BFL_1	99	ENSLOCG00000015472	1466330	LG16	5476	A	A
BL01918	5409972	BFL_1	112	ENSLOCG00000016075	8902601	LG16	5586	A	A
BL01902	5687799	BFL_1	118	ENSLOCG00000017362	11164601	LG16	5614	A	A
BL01896	5731113	BFL_1	120	ENSLOCG00000015632	3511084	LG16	5507	A	A
BL01885	5831871	BFL_1	123	ENSLOCG00000015753	4268118	LG16	5525	A	A
BL01874	5982821	BFL_1	129	ENSLOCG00000016555	15281248	LG16	5647	A	A
BL01872	5997229	BFL_1	130	ENSLOCG00000016024	7848841	LG16	5578	A	A
BL01840	6480805	BFL_1	145	ENSLOCG00000016386	13380721	LG16	5630	A	A
BL01833	6549489	BFL_1	147	ENSLOCG00000015977	6682971	LG16	5563	A	A
BL01830	6588328	BFL_1	148	ENSLOCG00000015431	908831	LG16	5467	A	A
BL01827	6657124	BFL_1	151	ENSLOCG00000015699	3753376	LG16	5516	A	A
BL01826	6671366	BFL_1	152	ENSLOCG00000016619	16295426	LG16	5658	A	A
BL01823	6716997	BFL_1	154	ENSLOCG00000015945	6232436	LG16	5558	A	A
BL01822	6719319	BFL_1	155	ENSLOCG00000016680	16534584	LG16	5666	A	A
BL01799	6895338	BFL_1	161	ENSLOCG00000015701	3755876	LG16	5517	A	A
BL01796	6928458	BFL_1	162	ENSLOCG00000016017	7828438	LG16	5575	A	A
BL01781	7086859	BFL_1	166	ENSLOCG00000016137	9798427	LG16	5598	A	A
BL01777	7116308	BFL_1	169	ENSLOCG00000016781	17201400	LG16	5681	A	A
BL01773	7189531	BFL_1	172	ENSLOCG00000015887	5585697	LG16	5547	A	A
BL01753	7547006	BFL_1	179	ENSLOCG00000016640	16410659	LG16	5664	A	A
BL01750	7632949	BFL_1	180	ENSLOCG00000016644	16419086	LG16	5665	A	A
BL01749	7702984	BFL_1	181	ENSLOCG00000016222	10890796	LG16	5610	A	A
BL01744	7755161	BFL_1	186	ENSLOCG00000016788	17237799	LG16	5682	A	A
BL01741	7798898	BFL_1	189	ENSLOCG00000015691	3727976	LG16	5513	A	A
BL01726	7924978	BFL_1	196	ENSLOCG00000015763	4355778	LG16	5526	A	A
BL01712	8058047	BFL_1	202	ENSLOCG00000015601	3156981	LG16	5502	A	A
BL01707	8109776	BFL_1	206	ENSLOCG00000015892	5627790	LG16	5548	A	A
BL01705	8140529	BFL_1	207	ENSLOCG00000016475	14358012	LG16	5635	A	A
BL01652	8887334	BFL_1	227	ENSLOCG00000016214	10803287	LG16	5609	A	A
BL01645	9029942	BFL_1	230	ENSLOCG00000015493	1615320	LG16	5482	A	A
BL01639	9130208	BFL_1	233	ENSLOCG00000016723	16981042	LG16	5674	A	A
BL01638	9144375	BFL_1	234	ENSLOCG00000016733	17005510	LG16	5675	A	A
BL01632	9214118	BFL_1	238	ENSLOCG00000015796	4581642	LG16	5533	A	A
BL01629	9276434	BFL_1	240	ENSLOCG00000016798	17296205	LG16	5684	A	A
BL01616	9440269	BFL_1	246	ENSLOCG00000016101	9071647	LG16	5591	A	A
BL01602	9575101	BFL_1	254	ENSLOCG00000015862	5253554	LG16	5542	A	A
BL01597	9631053	BFL_1	258	ENSLOCG00000015637	3552074	LG16	5510	A	A
BL01545	10382936	BFL_1	276	ENSLOCG00000015787	4552716	LG16	5532	A	A
BL01538	10489806	BFL_1	279	ENSLOCG00000015546	2553029	LG16	5494	A	A
BL01537	10494963	BFL_1	280	ENSLOCG00000016417	13547975	LG16	5632	A	A
BL01500	10904981	BFL_1	298	ENSLOCG00000015782	4486800	LG16	5531	A	A
BL01494	10952001	BFL_1	300	ENSLOCG00000016734	17025424	LG16	5676	A	A
BL01483	11098816	BFL_1	305	ENSLOCG00000015904	5742818	LG16	5553	A	A
BL01453	11560970	BFL_1	320	ENSLOCG00000016567	15415639	LG16	5649	A	A
BL01442	11673392	BFL_1	325	ENSLOCG00000015392	221685	LG16	5463	A	A
BL01441	11687321	BFL_1	326	ENSLOCG00000015386	203241	LG16	5462	A	A
BL01435	11754078	BFL_1	330	ENSLOCG00000016331	12646201	LG16	5624	A	A
BL01433	11764882	BFL_1	332	ENSLOCG00000016130	9237999	LG16	5596	A	A
BL01430	11790012	BFL_1	333	ENSLOCG00000016699	16767262	LG16	5668	A	A
BL01421	11901497	BFL_1	337	ENSLOCG00000015724	3839886	LG16	5523	A	A
BL01418	12047699	BFL_1	338	ENSLOCG00000016689	16718291	LG16	5667	A	A
BL01412	12127783	BFL_1	342	ENSLOCG00000016710	16840881	LG16	5671	A	A
BL01411	12139372	BFL_1	343	ENSLOCG00000015880	5489099	LG16	5546	A	A
BL01395	12295419	BFL_1	350	ENSLOCG00000016032	8373446	LG16	5579	A	A
BL01392	12404693	BFL_1	352	ENSLOCG00000016630	16330974	LG16	5660	A	A
BL01368	12587283	BFL_1	360	ENSLOCG00000015907	5989389	LG16	5555	A	A
BL01366	12602419	BFL_1	362	ENSLOCG00000015919	6015268	LG16	5556	A	A
BL01365	12617329	BFL_1	363	ENSLOCG00000015922	6017482	LG16	5557	A	A
BL01363	12667924	BFL_1	364	ENSLOCG00000016095	9045175	LG16	5590	A	A
BL01360	12704965	BFL_1	366	ENSLOCG00000016581	15546707	LG16	5652	A	A
BL01359	12709930	BFL_1	367	ENSLOCG00000016020	7828960	LG16	5576	A	A
BL01348	12843375	BFL_1	375	ENSLOCG00000016447	13959561	LG16	5634	A	A
BL01346	12914393	BFL_1	377	ENSLOCG00000016446	13702160	LG16	5633	A	A
BL01331	13242596	BFL_1	382	ENSLOCG00000015979	6780997	LG16	5565	A	A
BL01325	13351339	BFL_1	386	ENSLOCG00000015481	1545664	LG16	5479	A	A
BL01315	13447365	BFL_1	392	ENSLOCG00000016750	17109593	LG16	5678	A	A
BL01312	13501322	BFL_1	394	ENSLOCG00000015877	5434673	LG16	5545	A	A
BL01309	13585370	BFL_1	397	ENSLOCG00000015860	5245295	LG16	5541	A	A
BL01306	13645223	BFL_1	398	ENSLOCG00000015837	5101893	LG16	5537	A	A
BL01292	13764212	BFL_1	407	ENSLOCG00000016143	10059940	LG16	5599	A	A
BL01264	14279364	BFL_1	419	ENSLOCG00000015586	3037206	LG16	5501	A	A
BL01262	14307700	BFL_1	421	ENSLOCG00000015514	2068355	LG16	5487	A	A
BL01261	14316322	BFL_1	422	ENSLOCG00000016163	10231402	LG16	5602	A	A
BL01252	14483983	BFL_1	428	ENSLOCG00000015981	6781591	LG16	5566	A	A
BL01237	14642362	BFL_1	435	ENSLOCG00000015733	3887928	LG16	5524	A	A
BL01231	14736194	BFL_1	439	ENSLOCG00000016718	16849582	LG16	5672	A	A
BL01225	14753887	BFL_1	442	ENSLOCG00000016719	16903643	LG16	5673	A	A
BL01218	14846536	BFL_1	448	ENSLOCG00000016015	7819590	LG16	5574	A	A
BL01216	14863617	BFL_1	450	ENSLOCG00000015511	1806124	LG16	5486	A	A
BL01208	15020214	BFL_1	454	ENSLOCG00000015802	4692793	LG16	5534	A	A
BL01145	15756867	BFL_1	482	ENSLOCG00000015902	5737112	LG16	5552	A	A
BL01143	15764903	BFL_1	483	ENSLOCG00000015899	5702837	LG16	5551	A	A
BL01119	16112425	BFL_1	490	ENSLOCG00000016059	8664033	LG16	5583	A	A
BL01101	16351976	BFL_1	503	ENSLOCG00000016589	15572462	LG16	5653	A	A
BL01094	16451910	BFL_1	507	ENSLOCG00000015774	4428751	LG16	5529	A	A
BL01073	16765248	BFL_1	512	ENSLOCG00000017368	15780415	LG16	5655	A	A
BL01058	17149505	BFL_1	518	ENSLOCG00000015708	3785143	LG16	5520	A	A
BL01052	17218301	BFL_1	521	ENSLOCG00000015718	3812491	LG16	5521	A	A
BL01049	17257022	BFL_1	523	ENSLOCG00000016740	17060907	LG16	5677	A	A
BL01044	17290350	BFL_1	526	ENSLOCG00000016123	9189233	LG16	5594	A	A
BL01039	17342697	BFL_1	527	ENSLOCG00000015539	2368226	LG16	5493	A	A
BL01037	17390513	BFL_1	529	ENSLOCG00000016127	9222775	LG16	5595	A	A
BL01036	17403192	BFL_1	530	ENSLOCG00000016014	7785911	LG16	5573	A	A
BL00998	18037677	BFL_1	550	ENSLOCG00000016757	17139935	LG16	5679	A	A
BL00992	18084355	BFL_1	553	ENSLOCG00000015476	1527299	LG16	5477	A	A
BL00965	18460437	BFL_1	567	ENSLOCG00000015720	3816697	LG16	5522	A	A
BL00939	18999928	BFL_1	576	ENSLOCG00000015867	5322201	LG16	5543	A	A
BL00936	19101297	BFL_1	578	ENSLOCG00000016315	12407533	LG16	5621	A	A
BL00934	19174059	BFL_1	580	ENSLOCG00000015551	2553649	LG16	5495	A	A
BL00933	19181488	BFL_1	581	ENSLOCG00000015555	2565690	LG16	5496	A	A
BL00932	19199810	BFL_1	582	ENSLOCG00000015559	2566525	LG16	5497	A	A
BL00929	19250322	BFL_1	584	ENSLOCG00000015954	6299553	LG16	5561	A	A
BL00907	19600318	BFL_1	586	ENSLOCG00000015450	1223235	LG16	5470	A	A
BL00903	19628001	BFL_1	587	ENSLOCG00000015468	1432091	LG16	5475	A	A
BL00892	19773765	BFL_1	593	ENSLOCG00000015611	3189468	LG16	5505	A	A
BL00877	20044452	BFL_1	598	ENSLOCG00000015618	3282244	LG16	5506	A	A
BL00876	20050493	BFL_1	599	ENSLOCG00000016769	17200096	LG16	5680	A	A
BL00848	20516632	BFL_1	609	ENSLOCG00000016390	13446662	LG16	5631	A	A
BL00846	20550106	BFL_1	610	ENSLOCG00000016009	7765148	LG16	5572	A	A
BL00808	21278176	BFL_1	615	ENSLOCG00000015849	5103318	LG16	5538	A	A
BL00782	22172298	BFL_1	621	ENSLOCG00000016483	14509428	LG16	5637	A	A
BL00780	22266559	BFL_1	622	ENSLOCG00000015958	6372882	LG16	5562	A	A
BL00777	22352145	BFL_1	624	ENSLOCG00000017353	1686988	LG16	5484	A	A
BL00775	22391599	BFL_1	625	ENSLOCG00000015987	7544257	LG16	5568	A	A
BL00757	22573743	BFL_1	628	ENSLOCG00000016537	15183728	LG16	5645	A	A
BL14652	23009203	BFL_1	631	ENSLOCG00000015561	2640080	LG16	5498	A	A
BL14653	23058002	BFL_1	632	ENSLOCG00000015379	74869	LG16	5461	A	A
BL14654	23069708	BFL_1	633	ENSLOCG00000015985	6806321	LG16	5567	A	A
BL14655	23083906	BFL_1	634	ENSLOCG00000016322	12536072	LG16	5622	A	A
BL14656	23087959	BFL_1	635	ENSLOCG00000016325	12543109	LG16	5623	A	A
BL14660	23152694	BFL_1	638	ENSLOCG00000016241	11016533	LG16	5611	A	A
BL14661	23195995	BFL_1	639	ENSLOCG00000016248	11091074	LG16	5612	A	A
BL14664	23281504	BFL_1	641	ENSLOCG00000015520	2084459	LG16	5489	A	A
BL14668	23427849	BFL_1	644	ENSLOCG00000016360	12899643	LG16	5625	A	A
BL14669	23444091	BFL_1	645	ENSLOCG00000016636	16358598	LG16	5662	A	A
BL14670	23450132	BFL_1	646	ENSLOCG00000015465	1400394	LG16	5474	A	A
BL14695	23826455	BFL_1	664	ENSLOCG00000016088	9000313	LG16	5588	A	A
BL14697	23839827	BFL_1	666	ENSLOCG00000016091	9006721	LG16	5589	A	A
BL22387	24649839	BFL_1	678	ENSLOCG00000016791	17271955	LG16	5683	A	A
BL22398	24951386	BFL_1	682	ENSLOCG00000016063	8679851	LG16	5584	A	A
BL22399	24963747	BFL_1	683	ENSLOCG00000016068	8700424	LG16	5585	A	A
BL22403	25017791	BFL_1	685	ENSLOCG00000015951	6246648	LG16	5560	A	A
