EA28386	ENSLOCG00000008751
EA42536	ENSLOCG00000017225
EA07488	ENSLOCG00000008627
EA38465	ENSLOCG00000009695
EA85828	ENSLOCG00000016480
EA17849	ENSLOCG00000015995
EA40134	ENSLOCG00000003858
EA13946	ENSLOCG00000016033
EA34877	ENSLOCG00000006061
EA77922	ENSLOCG00000017797
EA54408	ENSLOCG00000011880
EA49218	ENSLOCG00000001313
EA55284	ENSLOCG00000006656
EA20306	ENSLOCG00000017830
EA04427	ENSLOCG00000012466
EA31063	ENSLOCG00000007611
EA28553	ENSLOCG00000007178
EA18812	ENSLOCG00000004381
EA47053	ENSLOCG00000015807
EA44226	ENSLOCG00000015826
EA59209	ENSLOCG00000002478
EA09092	ENSLOCG00000007267
EA56315	ENSLOCG00000010299
EA80635	ENSLOCG00000010014
EA02769	ENSLOCG00000011225
EA14148	ENSLOCG00000006653
EA73752	ENSLOCG00000013054
EA79533	ENSLOCG00000017741
EA50772	ENSLOCG00000010181
EA76106	ENSLOCG00000010248
EA80466	ENSLOCG00000004765
EA75139	ENSLOCG00000010292
EA71872	ENSLOCG00000007580
EA35496	ENSLOCG00000007184
EA27718	ENSLOCG00000012506
EA80232	ENSLOCG00000002097
EA47101	ENSLOCG00000017163
EA58732	ENSLOCG00000007237
EA74803	ENSLOCG00000005980
EA09804	ENSLOCG00000015711
EA09529	ENSLOCG00000015716
EA27988	ENSLOCG00000006349
EA03389	ENSLOCG00000016269
EA84780	ENSLOCG00000004857
EA85552	ENSLOCG00000001809
EA72640	ENSLOCG00000012761
EA62121	ENSLOCG00000005584
EA03455	ENSLOCG00000007518
EA03645	ENSLOCG00000000967
EA76788	ENSLOCG00000004808
EA51222	ENSLOCG00000015920
EA53506	ENSLOCG00000003090
EA01050	ENSLOCG00000004248
EA00438	ENSLOCG00000004888
EA32356	ENSLOCG00000006645
EA30857	ENSLOCG00000006181
EA61353	ENSLOCG00000006448
EA76673	ENSLOCG00000015965
EA14834	ENSLOCG00000007423
EA54246	ENSLOCG00000004563
EA13137	ENSLOCG00000009561
EA72375	ENSLOCG00000006912
EA33803	ENSLOCG00000010598
EA12710	ENSLOCG00000014252
EA52749	ENSLOCG00000001744
EA63391	ENSLOCG00000012805
EA33354	ENSLOCG00000002896
EA04805	ENSLOCG00000018317
EA53417	ENSLOCG00000014746
EA30193	ENSLOCG00000011495
EA10190	ENSLOCG00000015477
EA82933	ENSLOCG00000000313
EA35122	ENSLOCG00000010137
EA32337	ENSLOCG00000010043
EA52936	ENSLOCG00000001625
EA15268	ENSLOCG00000013223
EA10151	ENSLOCG00000016475
EA19830	ENSLOCG00000012114
EA76611	ENSLOCG00000009081
EA38951	ENSLOCG00000009274
EA70453	ENSLOCG00000011611
EA13516	ENSLOCG00000011915
EA42143	ENSLOCG00000006565
EA58580	ENSLOCG00000008979
EA36554	ENSLOCG00000016589
EA76938	ENSLOCG00000013340
EA60250	ENSLOCG00000006060
EA19451	ENSLOCG00000011386
EA02592	ENSLOCG00000001699
EA00953	ENSLOCG00000011107
EA13669	ENSLOCG00000009798
EA44991	ENSLOCG00000012234
EA20035	ENSLOCG00000003897
EA18491	ENSLOCG00000014725
EA48031	ENSLOCG00000012759
EA25480	ENSLOCG00000000006
EA28960	ENSLOCG00000004780
EA22504	ENSLOCG00000014237
EA77509	ENSLOCG00000014585
EA74569	ENSLOCG00000012478
EA79423	ENSLOCG00000014490
EA02355	ENSLOCG00000005418
EA15843	ENSLOCG00000003671
EA31388	ENSLOCG00000016527
EA63300	ENSLOCG00000009791
EA63333	ENSLOCG00000011763
EA01451	ENSLOCG00000006936
EA26203	ENSLOCG00000009840
EA01350	ENSLOCG00000005490
EA74203	ENSLOCG00000008252
EA18021	ENSLOCG00000013081
EA72309	ENSLOCG00000001347
EA84162	ENSLOCG00000005228
EA66984	ENSLOCG00000010548
EA40204	ENSLOCG00000009516
EA45361	ENSLOCG00000018236
EA17451	ENSLOCG00000018343
EA39530	ENSLOCG00000004600
EA77331	ENSLOCG00000014729
EA53005	ENSLOCG00000000617
EA62826	ENSLOCG00000004923
EA49476	ENSLOCG00000016433
EA01140	ENSLOCG00000013862
EA52800	ENSLOCG00000001993
EA52958	ENSLOCG00000007874
EA68973	ENSLOCG00000010961
EA79241	ENSLOCG00000008028
EA24532	ENSLOCG00000013273
EA25723	ENSLOCG00000003627
EA80231	ENSLOCG00000002029
EA02603	ENSLOCG00000001959
EA85592	ENSLOCG00000009764
EA83292	ENSLOCG00000007464
EA33379	ENSLOCG00000015173
EA49880	ENSLOCG00000001983
EA23775	ENSLOCG00000013426
EA06459	ENSLOCG00000007905
EA68021	ENSLOCG00000010158
EA27219	ENSLOCG00000009200
EA50342	ENSLOCG00000007478
EA28501	ENSLOCG00000012261
EA33534	ENSLOCG00000006119
EA52699	ENSLOCG00000015764
EA00814	ENSLOCG00000001780
EA06543	ENSLOCG00000002726
EA76758	ENSLOCG00000012940
EA10206	ENSLOCG00000013279
EA56738	ENSLOCG00000013923
EA40193	ENSLOCG00000001889
EA59486	ENSLOCG00000001879
EA04386	ENSLOCG00000010169
EA71288	ENSLOCG00000005640
EA32970	ENSLOCG00000012791
EA74582	ENSLOCG00000016512
EA57057	ENSLOCG00000006280
EA38737	ENSLOCG00000010955
EA66047	ENSLOCG00000011283
EA65752	ENSLOCG00000007614
EA44380	ENSLOCG00000012027
EA40126	ENSLOCG00000002830
EA63205	ENSLOCG00000004425
EA21086	ENSLOCG00000017097
EA20811	ENSLOCG00000014192
EA60465	ENSLOCG00000000759
EA58520	ENSLOCG00000007318
EA36512	ENSLOCG00000008823
EA65758	ENSLOCG00000014796
EA67256	ENSLOCG00000007151
EA47954	ENSLOCG00000002703
EA14504	ENSLOCG00000006676
EA07159	ENSLOCG00000008057
EA83771	ENSLOCG00000008284
EA25078	ENSLOCG00000008035
EA66750	ENSLOCG00000011614
EA22855	ENSLOCG00000014379
EA18988	ENSLOCG00000015983
EA51123	ENSLOCG00000016798
EA41491	ENSLOCG00000005321
EA36683	ENSLOCG00000005256
EA20393	ENSLOCG00000015907
EA14742	ENSLOCG00000002308
EA07283	ENSLOCG00000010520
EA03169	ENSLOCG00000006198
EA03523	ENSLOCG00000006543
EA48500	ENSLOCG00000018340
EA65622	ENSLOCG00000008001
EA38466	ENSLOCG00000004316
EA37057	ENSLOCG00000010778
EA33108	ENSLOCG00000007431
EA12373	ENSLOCG00000006113
EA11420	ENSLOCG00000013719
EA40708	ENSLOCG00000017913
EA26337	ENSLOCG00000007739
EA09524	ENSLOCG00000013540
EA10072	ENSLOCG00000014230
EA76027	ENSLOCG00000012822
EA27188	ENSLOCG00000006246
EA67303	ENSLOCG00000010759
EA68441	ENSLOCG00000011345
EA79397	ENSLOCG00000012266
EA37228	ENSLOCG00000011566
EA24286	ENSLOCG00000002235
EA38270	ENSLOCG00000015621
EA36437	ENSLOCG00000014009
EA02732	ENSLOCG00000015549
EA02111	ENSLOCG00000015219
EA28437	ENSLOCG00000005665
EA82255	ENSLOCG00000004309
EA80061	ENSLOCG00000004787
EA45781	ENSLOCG00000015161
EA70087	ENSLOCG00000012862
EA61258	ENSLOCG00000005265
EA48478	ENSLOCG00000004737
EA05283	ENSLOCG00000010049
EA58625	ENSLOCG00000011830
EA45862	ENSLOCG00000015690
EA14528	ENSLOCG00000007368
EA72633	ENSLOCG00000001278
EA71849	ENSLOCG00000005181
EA34286	ENSLOCG00000003065
EA32290	ENSLOCG00000013052
EA75212	ENSLOCG00000004077
EA73964	ENSLOCG00000010230
EA74608	ENSLOCG00000017989
EA83942	ENSLOCG00000015864
EA20625	ENSLOCG00000011700
EA55072	ENSLOCG00000013542
EA81912	ENSLOCG00000012198
EA17947	ENSLOCG00000011437
EA39658	ENSLOCG00000012319
EA72126	ENSLOCG00000014914
EA14207	ENSLOCG00000011650
EA85380	ENSLOCG00000004541
EA79946	ENSLOCG00000002954
EA41699	ENSLOCG00000005018
EA54575	ENSLOCG00000012007
EA20622	ENSLOCG00000007421
EA66564	ENSLOCG00000001069
EA66324	ENSLOCG00000018316
EA51117	ENSLOCG00000016011
EA03687	ENSLOCG00000012001
EA34912	ENSLOCG00000007554
EA32758	ENSLOCG00000002639
EA32583	ENSLOCG00000016961
EA74982	ENSLOCG00000006454
EA43114	ENSLOCG00000017251
EA60081	ENSLOCG00000012212
EA78899	ENSLOCG00000007981
EA67919	ENSLOCG00000007248
EA80719	ENSLOCG00000003235
EA36157	ENSLOCG00000002955
EA19529	ENSLOCG00000010792
EA66305	ENSLOCG00000008596
EA62231	ENSLOCG00000008855
EA71455	ENSLOCG00000009455
EA54536	ENSLOCG00000003617
EA18801	ENSLOCG00000000738
EA18711	ENSLOCG00000004651
EA28637	ENSLOCG00000006024
EA76540	ENSLOCG00000013843
EA75398	ENSLOCG00000016042
EA27574	ENSLOCG00000003604
EA11654	ENSLOCG00000014205
EA19724	ENSLOCG00000000814
EA08122	ENSLOCG00000005931
EA38494	ENSLOCG00000010615
EA52910	ENSLOCG00000002603
EA39777	ENSLOCG00000010688
EA35998	ENSLOCG00000007085
EA48171	ENSLOCG00000008489
EA65018	ENSLOCG00000013278
EA03856	ENSLOCG00000007986
EA30489	ENSLOCG00000013012
EA39872	ENSLOCG00000012515
EA54230	ENSLOCG00000017126
EA03386	ENSLOCG00000009812
EA32984	ENSLOCG00000015116
EA55360	ENSLOCG00000013807
EA55578	ENSLOCG00000016557
EA00929	ENSLOCG00000004610
EA03151	ENSLOCG00000007322
EA57906	ENSLOCG00000006238
EA36965	ENSLOCG00000012160
EA07864	ENSLOCG00000009634
EA77104	ENSLOCG00000017769
EA26445	ENSLOCG00000008406
EA13500	ENSLOCG00000005478
EA06739	ENSLOCG00000003674
EA29043	ENSLOCG00000012046
EA14862	ENSLOCG00000007924
EA00146	ENSLOCG00000004221
EA34867	ENSLOCG00000010325
EA78679	ENSLOCG00000003846
EA09576	ENSLOCG00000015056
EA74151	ENSLOCG00000013077
EA20866	ENSLOCG00000016357
EA69434	ENSLOCG00000016995
EA59972	ENSLOCG00000005425
EA00217	ENSLOCG00000003880
EA41071	ENSLOCG00000003178
EA15716	ENSLOCG00000013812
EA59293	ENSLOCG00000014263
EA60162	ENSLOCG00000003642
EA33884	ENSLOCG00000006566
EA10037	ENSLOCG00000010342
EA48768	ENSLOCG00000011702
EA84297	ENSLOCG00000007192
EA14251	ENSLOCG00000016981
EA46494	ENSLOCG00000014344
EA56413	ENSLOCG00000010830
EA55590	ENSLOCG00000013703
EA34628	ENSLOCG00000000838
EA78786	ENSLOCG00000013342
EA53612	ENSLOCG00000017997
EA39338	ENSLOCG00000012401
EA84015	ENSLOCG00000003894
EA34870	ENSLOCG00000012368
EA18062	ENSLOCG00000006960
EA19780	ENSLOCG00000010020
EA15759	ENSLOCG00000007896
EA28519	ENSLOCG00000004745
EA45517	ENSLOCG00000012159
EA19248	ENSLOCG00000016363
EA82468	ENSLOCG00000004575
EA26920	ENSLOCG00000017829
EA65456	ENSLOCG00000005765
EA79514	ENSLOCG00000010119
EA56700	ENSLOCG00000013975
EA56492	ENSLOCG00000018229
EA81532	ENSLOCG00000011934
EA53654	ENSLOCG00000010781
EA80853	ENSLOCG00000012222
EA84053	ENSLOCG00000016498
EA56339	ENSLOCG00000002652
EA85002	ENSLOCG00000013781
EA68583	ENSLOCG00000009190
EA07820	ENSLOCG00000003956
EA06807	ENSLOCG00000004007
EA75320	ENSLOCG00000014050
EA26361	ENSLOCG00000006786
EA23797	ENSLOCG00000007837
EA04039	ENSLOCG00000002949
EA30800	ENSLOCG00000016911
EA06834	ENSLOCG00000007740
EA05986	ENSLOCG00000002299
EA19003	ENSLOCG00000009197
EA20607	ENSLOCG00000006909
EA57295	ENSLOCG00000009956
EA73022	ENSLOCG00000013990
EA61340	ENSLOCG00000006873
EA35760	ENSLOCG00000006455
EA21170	ENSLOCG00000005807
EA66273	ENSLOCG00000016808
EA14158	ENSLOCG00000012872
EA77007	ENSLOCG00000014121
EA49835	ENSLOCG00000017167
EA73262	ENSLOCG00000000422
EA51274	ENSLOCG00000008834
EA65240	ENSLOCG00000013377
EA03573	ENSLOCG00000005310
EA35749	ENSLOCG00000011097
EA00631	ENSLOCG00000004378
EA14572	ENSLOCG00000001112
EA10469	ENSLOCG00000007249
EA10555	ENSLOCG00000008662
EA26935	ENSLOCG00000014728
EA80115	ENSLOCG00000012061
EA34189	ENSLOCG00000010479
EA79247	ENSLOCG00000011180
EA76597	ENSLOCG00000013829
EA45199	ENSLOCG00000000453
EA55132	ENSLOCG00000016268
EA55460	ENSLOCG00000017072
EA68474	ENSLOCG00000007256
EA00182	ENSLOCG00000004008
EA18640	ENSLOCG00000006289
EA50864	ENSLOCG00000015998
EA45242	ENSLOCG00000018149
EA66216	ENSLOCG00000012103
EA70240	ENSLOCG00000011146
EA54622	ENSLOCG00000005681
EA59104	ENSLOCG00000013217
EA24769	ENSLOCG00000010673
EA76323	ENSLOCG00000011517
EA55171	ENSLOCG00000005595
EA11118	ENSLOCG00000016765
EA71733	ENSLOCG00000011046
EA54751	ENSLOCG00000005443
EA73955	ENSLOCG00000008564
EA57208	ENSLOCG00000013339
EA72134	ENSLOCG00000003067
EA06538	ENSLOCG00000002020
EA72343	ENSLOCG00000012140
EA39548	ENSLOCG00000007783
EA35428	ENSLOCG00000016324
EA39617	ENSLOCG00000006077
EA70113	ENSLOCG00000009680
EA12031	ENSLOCG00000007119
EA09152	ENSLOCG00000005017
EA37625	ENSLOCG00000016686
EA03494	ENSLOCG00000002331
EA65453	ENSLOCG00000010468
EA05435	ENSLOCG00000010136
EA59957	ENSLOCG00000002111
EA16476	ENSLOCG00000002066
EA13578	ENSLOCG00000001958
EA33417	ENSLOCG00000001941
EA35525	ENSLOCG00000016559
EA82241	ENSLOCG00000001078
EA25851	ENSLOCG00000006902
EA18759	ENSLOCG00000011391
EA69322	ENSLOCG00000006883
EA53539	ENSLOCG00000009354
EA13664	ENSLOCG00000012017
EA35736	ENSLOCG00000017035
EA78643	ENSLOCG00000013413
EA00208	ENSLOCG00000016732
EA61050	ENSLOCG00000012064
EA71040	ENSLOCG00000000298
EA71778	ENSLOCG00000011404
EA54562	ENSLOCG00000014125
EA79868	ENSLOCG00000002667
EA52924	ENSLOCG00000016020
EA16660	ENSLOCG00000005719
EA70502	ENSLOCG00000013168
EA36911	ENSLOCG00000010394
EA32431	ENSLOCG00000000727
EA34350	ENSLOCG00000011499
EA37319	ENSLOCG00000009180
EA14525	ENSLOCG00000011796
EA80002	ENSLOCG00000016828
EA49445	ENSLOCG00000005347
EA66043	ENSLOCG00000005822
EA66502	ENSLOCG00000010654
EA67675	ENSLOCG00000006338
EA05510	ENSLOCG00000001188
EA85354	ENSLOCG00000000818
EA19657	ENSLOCG00000017161
EA48180	ENSLOCG00000006254
EA27619	ENSLOCG00000013697
EA54534	ENSLOCG00000013566
EA45944	ENSLOCG00000008771
EA20478	ENSLOCG00000014058
EA80154	ENSLOCG00000005084
EA19431	ENSLOCG00000000187
EA62443	ENSLOCG00000001924
EA74434	ENSLOCG00000001773
EA75222	ENSLOCG00000014146
EA20691	ENSLOCG00000009415
EA12487	ENSLOCG00000015961
EA43771	ENSLOCG00000001309
EA30010	ENSLOCG00000012494
EA06467	ENSLOCG00000004652
EA11633	ENSLOCG00000005108
EA22203	ENSLOCG00000016734
EA67402	ENSLOCG00000002332
EA15941	ENSLOCG00000011157
EA13621	ENSLOCG00000017202
EA44185	ENSLOCG00000001015
EA08091	ENSLOCG00000016536
EA58903	ENSLOCG00000003143
EA28179	ENSLOCG00000007113
EA40722	ENSLOCG00000013545
EA48107	ENSLOCG00000014035
EA07340	ENSLOCG00000007880
EA06774	ENSLOCG00000014129
EA36171	ENSLOCG00000014404
EA41300	ENSLOCG00000006161
EA82335	ENSLOCG00000014335
EA50696	ENSLOCG00000011272
EA23939	ENSLOCG00000001636
EA41419	ENSLOCG00000001658
EA45234	ENSLOCG00000004127
EA68877	ENSLOCG00000007268
EA55354	ENSLOCG00000016712
EA21908	ENSLOCG00000015679
EA43910	ENSLOCG00000015103
EA42885	ENSLOCG00000009506
EA30891	ENSLOCG00000001858
EA06880	ENSLOCG00000015196
EA07641	ENSLOCG00000008684
EA52965	ENSLOCG00000017108
EA67221	ENSLOCG00000018327
EA73558	ENSLOCG00000008683
EA74663	ENSLOCG00000011349
EA30580	ENSLOCG00000015393
EA78226	ENSLOCG00000001507
EA53375	ENSLOCG00000011162
EA32680	ENSLOCG00000015166
EA28941	ENSLOCG00000010930
EA56512	ENSLOCG00000011183
EA65791	ENSLOCG00000002129
EA42470	ENSLOCG00000006760
EA14893	ENSLOCG00000002869
EA59010	ENSLOCG00000005036
EA10338	ENSLOCG00000005112
EA20244	ENSLOCG00000009071
EA48417	ENSLOCG00000013613
EA48386	ENSLOCG00000008512
EA09018	ENSLOCG00000005817
EA05842	ENSLOCG00000017250
EA27026	ENSLOCG00000012560
EA46047	ENSLOCG00000003527
EA46860	ENSLOCG00000002394
EA32728	ENSLOCG00000017535
EA78656	ENSLOCG00000018039
EA58774	ENSLOCG00000011125
EA66135	ENSLOCG00000002880
EA29695	ENSLOCG00000008995
EA00350	ENSLOCG00000001597
EA73238	ENSLOCG00000008948
EA41647	ENSLOCG00000011932
EA10131	ENSLOCG00000015038
EA83453	ENSLOCG00000002762
EA26030	ENSLOCG00000016238
EA61555	ENSLOCG00000011866
EA15063	ENSLOCG00000004175
EA33741	ENSLOCG00000013900
EA23054	ENSLOCG00000016048
EA15132	ENSLOCG00000003371
EA10914	ENSLOCG00000015700
EA73858	ENSLOCG00000005505
EA84185	ENSLOCG00000001189
EA70220	ENSLOCG00000003370
EA11953	ENSLOCG00000015867
EA54955	ENSLOCG00000015985
EA69294	ENSLOCG00000011997
EA82721	ENSLOCG00000017242
EA80489	ENSLOCG00000006488
EA37868	ENSLOCG00000017692
EA58247	ENSLOCG00000007663
EA05918	ENSLOCG00000008750
EA62900	ENSLOCG00000013442
EA70890	ENSLOCG00000014123
EA71214	ENSLOCG00000010323
EA59123	ENSLOCG00000002177
EA66210	ENSLOCG00000000688
EA44275	ENSLOCG00000015179
EA72421	ENSLOCG00000010750
EA55539	ENSLOCG00000002414
EA55553	ENSLOCG00000016921
EA84613	ENSLOCG00000017110
EA40311	ENSLOCG00000007615
EA14463	ENSLOCG00000008404
EA15784	ENSLOCG00000009089
EA62645	ENSLOCG00000010189
EA76441	ENSLOCG00000013699
EA36003	ENSLOCG00000014858
EA00916	ENSLOCG00000005288
EA06401	ENSLOCG00000009451
EA79776	ENSLOCG00000004340
EA15169	ENSLOCG00000012148
EA14319	ENSLOCG00000018337
EA27929	ENSLOCG00000014815
EA02722	ENSLOCG00000004823
EA16616	ENSLOCG00000004572
EA29197	ENSLOCG00000005582
EA27764	ENSLOCG00000009051
EA78209	ENSLOCG00000014216
EA52258	ENSLOCG00000011708
EA29787	ENSLOCG00000013450
EA70345	ENSLOCG00000012154
EA43925	ENSLOCG00000009024
EA18864	ENSLOCG00000004629
EA62670	ENSLOCG00000011948
EA60627	ENSLOCG00000016416
EA03885	ENSLOCG00000004520
EA07292	ENSLOCG00000005957
EA59592	ENSLOCG00000003486
EA30799	ENSLOCG00000006678
EA31711	ENSLOCG00000010652
EA65938	ENSLOCG00000005323
EA15936	ENSLOCG00000010241
EA50415	ENSLOCG00000000856
EA40583	ENSLOCG00000011207
EA13420	ENSLOCG00000017938
EA47451	ENSLOCG00000008969
EA14427	ENSLOCG00000002496
EA05541	ENSLOCG00000011336
EA80956	ENSLOCG00000005796
EA00093	ENSLOCG00000004021
EA71690	ENSLOCG00000015656
EA25972	ENSLOCG00000002335
EA53128	ENSLOCG00000011191
EA54034	ENSLOCG00000012599
EA73456	ENSLOCG00000005295
EA01191	ENSLOCG00000015342
EA30299	ENSLOCG00000007811
EA17164	ENSLOCG00000000504
EA31163	ENSLOCG00000012398
EA67964	ENSLOCG00000002269
EA64467	ENSLOCG00000005585
EA65002	ENSLOCG00000005754
EA14814	ENSLOCG00000008878
EA05180	ENSLOCG00000017073
EA72825	ENSLOCG00000011531
EA43982	ENSLOCG00000003638
EA83520	ENSLOCG00000012090
EA85125	ENSLOCG00000015775
EA39901	ENSLOCG00000016221
EA23356	ENSLOCG00000009115
EA21828	ENSLOCG00000006399
EA74338	ENSLOCG00000010705
EA16137	ENSLOCG00000015047
EA61908	ENSLOCG00000001155
EA47355	ENSLOCG00000017171
EA70772	ENSLOCG00000013651
EA81752	ENSLOCG00000002737
EA48896	ENSLOCG00000004682
EA18709	ENSLOCG00000005474
EA67038	ENSLOCG00000004955
EA48434	ENSLOCG00000012174
EA67981	ENSLOCG00000002252
EA77480	ENSLOCG00000009432
EA12038	ENSLOCG00000015988
EA83169	ENSLOCG00000005899
EA33106	ENSLOCG00000007005
EA36282	ENSLOCG00000010957
EA19512	ENSLOCG00000010860
EA50343	ENSLOCG00000016272
EA84672	ENSLOCG00000010625
EA22103	ENSLOCG00000016118
EA16440	ENSLOCG00000010362
EA15041	ENSLOCG00000006651
EA85191	ENSLOCG00000012529
EA11270	ENSLOCG00000014196
EA53723	ENSLOCG00000002130
EA65874	ENSLOCG00000012976
EA33636	ENSLOCG00000014683
EA80879	ENSLOCG00000012113
EA72081	ENSLOCG00000010027
EA74810	ENSLOCG00000015734
EA02932	ENSLOCG00000002424
EA33883	ENSLOCG00000003021
EA81933	ENSLOCG00000007761
EA51073	ENSLOCG00000016137
EA31217	ENSLOCG00000004345
EA51175	ENSLOCG00000004729
EA74463	ENSLOCG00000006164
EA09997	ENSLOCG00000014776
EA08988	ENSLOCG00000009048
EA38589	ENSLOCG00000003657
EA07611	ENSLOCG00000016188
EA05243	ENSLOCG00000003273
EA55362	ENSLOCG00000002267
EA74625	ENSLOCG00000002798
EA60145	ENSLOCG00000010815
EA38598	ENSLOCG00000003543
EA21506	ENSLOCG00000008239
EA59707	ENSLOCG00000000992
EA32458	ENSLOCG00000016467
EA74511	ENSLOCG00000015255
EA76147	ENSLOCG00000011871
EA22948	ENSLOCG00000012177
EA45479	ENSLOCG00000004962
EA22327	ENSLOCG00000016614
EA40422	ENSLOCG00000007334
EA05318	ENSLOCG00000002013
EA25893	ENSLOCG00000008907
EA26494	ENSLOCG00000004891
EA64986	ENSLOCG00000004517
EA18917	ENSLOCG00000010973
EA20296	ENSLOCG00000015710
EA54680	ENSLOCG00000007410
EA06832	ENSLOCG00000004140
EA10106	ENSLOCG00000003881
EA62791	ENSLOCG00000007148
EA81188	ENSLOCG00000007427
EA03320	ENSLOCG00000012087
EA73570	ENSLOCG00000008386
EA26814	ENSLOCG00000010448
EA76874	ENSLOCG00000006165
EA04402	ENSLOCG00000005509
EA27063	ENSLOCG00000008798
EA18314	ENSLOCG00000015732
EA69868	ENSLOCG00000006822
EA64363	ENSLOCG00000000986
EA57559	ENSLOCG00000002775
EA46848	ENSLOCG00000006324
EA71179	ENSLOCG00000015660
EA79139	ENSLOCG00000006190
EA76900	ENSLOCG00000005994
EA11614	ENSLOCG00000009555
EA09104	ENSLOCG00000006961
EA19179	ENSLOCG00000010278
EA20854	ENSLOCG00000008449
EA31708	ENSLOCG00000008884
EA79096	ENSLOCG00000002820
EA58848	ENSLOCG00000004867
EA23090	ENSLOCG00000012697
EA52455	ENSLOCG00000012583
EA51427	ENSLOCG00000010345
EA24136	ENSLOCG00000003937
EA55129	ENSLOCG00000012710
EA77677	ENSLOCG00000001802
EA78887	ENSLOCG00000003826
EA11267	ENSLOCG00000012622
EA58851	ENSLOCG00000012317
EA60453	ENSLOCG00000001371
EA48313	ENSLOCG00000002687
EA01396	ENSLOCG00000003073
EA02698	ENSLOCG00000012799
EA33286	ENSLOCG00000013019
EA35901	ENSLOCG00000011995
EA24687	ENSLOCG00000001475
EA67805	ENSLOCG00000001042
EA65175	ENSLOCG00000015110
EA43224	ENSLOCG00000002934
EA49255	ENSLOCG00000015874
EA64355	ENSLOCG00000009358
EA66667	ENSLOCG00000011712
EA72902	ENSLOCG00000004942
EA65103	ENSLOCG00000013803
EA41241	ENSLOCG00000010745
EA14508	ENSLOCG00000012920
EA37098	ENSLOCG00000005683
EA77895	ENSLOCG00000011922
EA78276	ENSLOCG00000014033
EA71262	ENSLOCG00000013647
EA01848	ENSLOCG00000001962
EA46895	ENSLOCG00000010291
EA13368	ENSLOCG00000006284
EA14381	ENSLOCG00000016679
EA69452	ENSLOCG00000007276
EA05745	ENSLOCG00000003098
EA23539	ENSLOCG00000000467
EA01197	ENSLOCG00000017337
EA76804	ENSLOCG00000013207
EA75179	ENSLOCG00000001105
EA49723	ENSLOCG00000002535
EA58531	ENSLOCG00000012582
EA69382	ENSLOCG00000014851
EA42563	ENSLOCG00000001690
EA57955	ENSLOCG00000009215
EA40479	ENSLOCG00000004714
EA06483	ENSLOCG00000013631
EA36210	ENSLOCG00000015765
EA45161	ENSLOCG00000007050
EA39869	ENSLOCG00000002240
EA15733	ENSLOCG00000014519
EA84803	ENSLOCG00000016880
EA64937	ENSLOCG00000001864
EA60667	ENSLOCG00000008365
EA68956	ENSLOCG00000012743
EA57669	ENSLOCG00000003331
EA52948	ENSLOCG00000014945
EA27134	ENSLOCG00000004803
EA31513	ENSLOCG00000009851
EA09956	ENSLOCG00000017707
EA74613	ENSLOCG00000018148
EA75411	ENSLOCG00000012661
EA15062	ENSLOCG00000003393
EA35902	ENSLOCG00000010863
EA18735	ENSLOCG00000013114
EA70601	ENSLOCG00000012350
EA46957	ENSLOCG00000016398
EA42386	ENSLOCG00000012714
EA43750	ENSLOCG00000011071
EA01007	ENSLOCG00000011266
EA33543	ENSLOCG00000016846
EA09912	ENSLOCG00000015654
EA02024	ENSLOCG00000016274
EA43990	ENSLOCG00000017914
EA42250	ENSLOCG00000015395
EA36483	ENSLOCG00000016592
EA36364	ENSLOCG00000014197
EA77037	ENSLOCG00000006950
EA84042	ENSLOCG00000016183
EA78144	ENSLOCG00000011416
EA21079	ENSLOCG00000001639
EA44075	ENSLOCG00000004759
EA78959	ENSLOCG00000012883
EA64702	ENSLOCG00000008484
EA67572	ENSLOCG00000003665
EA43745	ENSLOCG00000015324
EA55233	ENSLOCG00000013879
EA10680	ENSLOCG00000011893
EA61361	ENSLOCG00000011613
EA59634	ENSLOCG00000000955
EA70937	ENSLOCG00000011770
EA69894	ENSLOCG00000014904
EA01799	ENSLOCG00000016474
EA70165	ENSLOCG00000016539
EA69840	ENSLOCG00000014272
EA01044	ENSLOCG00000003266
EA78782	ENSLOCG00000012644
EA14836	ENSLOCG00000014783
