MRPL3	ENSGALG00000040873.2
PRPF38A	ENSGALG00000010627.6
LOC116941344	ENSGALG00000008179.4
LOC116955070	ENSGALG00000003476.6
PRORP	ENSGALG00000034264.1
LAMP5	ENSGALG00000008918.4
PWWP2B	ENSGALG00000010491.5
LOC116942043	ENSGALG00000000399.4
LOC116943629	ENSGALG00000009898.5
LOC116943482	ENSGALG00000030791.1
ZPLD1	ENSGALG00000015347.5
KIAA1143	ENSGALG00000035952.1
MAD2L1	ENSGALG00000011967.6
NT5C3A	ENSGALG00000031397.2
LOC116952997	ENSGALG00000040276.1
NSUN2	ENSGALG00000013064.5
SPDL1	ENSGALG00000001942.5
LOC116952682	ENSGALG00000030801.2
LOC116940002	ENSGALG00000000616.6
MRPL54	ENSGALG00000027611.2
GOLPH3	ENSGALG00000028267.3
ATG2B	ENSGALG00000042088.1
METTL15	ENSGALG00000012153.6
LOC116958720	ENSGALG00000009971.4
LOC116942910	ENSGALG00000017072.5
NOLC1	ENSGALG00000041124.2
TAF7	ENSGALG00000004999.6
PROSER1	ENSGALG00000017038.5
LOC116940597	ENSGALG00000015556.5
IDUA	ENSGALG00000015376.4
LOC116947089	ENSGALG00000000011.6
LOC116948152	ENSGALG00000006922.5
LOC116946145	ENSGALG00000028612.2
LOC116940063	ENSGALG00000014126.6
GPAM	ENSGALG00000008795.4
LOC116939379	ENSGALG00000008944.5
TTC27	ENSGALG00000010538.5
TNK2	ENSGALG00000027983.2
SUFU	ENSGALG00000008096.5
MAK16	ENSGALG00000001663.5
NFX1	ENSGALG00000043724.1
LOC116949404	ENSGALG00000008776.5
KBTBD8	ENSGALG00000007569.6
LOC116945180	ENSGALG00000016456.5
LOC116948710	ENSGALG00000028971.2
LOC116950287	ENSGALG00000008040.5
LOC116950432	ENSGALG00000010985.5
HDHD3	ENSGALG00000044101.1
LOC116937371	ENSGALG00000015118.6
LOC116947278	ENSGALG00000012098.6
DMRT3	ENSGALG00000010161.4
LOC116950646	ENSGALG00000037441.1
LOC116950716	ENSGALG00000001812.6
LOC116947890	ENSGALG00000010733.6
BDH2	ENSGALG00000012338.4
UBE4B	ENSGALG00000002649.5
TM2D1	ENSGALG00000020614.4
LOC116951142	ENSGALG00000029212.1
LOC116944580	ENSGALG00000006799.5
LOC116946800	ENSGALG00000039525.2
ZNHIT3	ENSGALG00000026031.3
TMEM87A	ENSGALG00000009018.5
TMEM179	ENSGALG00000011590.5
AUTS2	ENSGALG00000001153.5
MARF1	ENSGALG00000039815.1
RPUSD1	ENSGALG00000005315.6
CMC1	ENSGALG00000025811.2
CD93	ENSGALG00000008359.4
RPL12	ENSGALG00000008806.6
LOC116940225	ENSGALG00000009567.5
SHF	ENSGALG00000026811.2
LOC116956313	ENSGALG00000035839.2
BDH1	ENSGALG00000006947.6
ARMH3	ENSGALG00000007658.5
KATNB1	ENSGALG00000034373.2
AQR	ENSGALG00000009838.5
LRGUK	ENSGALG00000037842.1
LOC116940042	ENSGALG00000012123.5
LOC116938312	ENSGALG00000015018.5
DTWD1	ENSGALG00000005673.5
SERAC1	ENSGALG00000013732.6
LOC116955477	ENSGALG00000020003.4
EMSY	ENSGALG00000000830.6
LOC116955381	ENSGALG00000039990.1
LOC116952986	ENSGALG00000015826.4
LOC116952922	ENSGALG00000036556.2
LOC116955591	ENSGALG00000009453.5
LOC116956254	ENSGALG00000036807.1
JMY	ENSGALG00000014819.4
ESRP1	ENSGALG00000003374.4
MEP1B	ENSGALG00000044606.1
LOC116941515	ENSGALG00000040421.2
LOC116948796	ENSGALG00000004196.5
LOC116953332	ENSGALG00000015845.5
LOC116953425	ENSGALG00000013635.4
USP14	ENSGALG00000014920.5
LOC116940699	ENSGALG00000001364.5
RGS7BP	ENSGALG00000027389.2
LOC116942722	ENSGALG00000016680.5
ASB10	ENSGALG00000032845.1
GMPPA	ENSGALG00000002417.5
LOC116939160	ENSGALG00000036731.2
ANAPC5	ENSGALG00000004179.6
DDX28	ENSGALG00000003415.5
LOC116950264	ENSGALG00000037497.1
SLC35B4	ENSGALG00000038187.1
PDP1	ENSGALG00000034876.1
LOC116952322	ENSGALG00000006910.6
MRPS25	ENSGALG00000008506.5
LOC116948321	ENSGALG00000034854.1
LOC116950572	ENSGALG00000001490.5
TM2D3	ENSGALG00000026271.2
PEX16	ENSGALG00000008421.6
LOC116948092	ENSGALG00000035419.1
WDR12	ENSGALG00000008470.6
PEX26	ENSGALG00000019286.4
LOC116940684	ENSGALG00000007592.5
RSAD2	ENSGALG00000016400.4
LOC116949309	ENSGALG00000003948.6
DPM3	ENSGALG00000036396.1
LOC116941075	ENSGALG00000009691.6
LOC116941114	ENSGALG00000013001.5
ATP6V1D	ENSGALG00000009570.6
SETD3	ENSGALG00000034802.2
KLHL24	ENSGALG00000017332.5
LOC116940244	ENSGALG00000033446.1
LOC116940279	ENSGALG00000008883.6
CAPZB	ENSGALG00000004034.6
GHDC	ENSGALG00000003333.5
COPS4	ENSGALG00000011130.5
FARS2	ENSGALG00000042481.1
LOC116941327	ENSGALG00000015177.5
TIMM10	ENSGALG00000004845.5
LOC116941108	ENSGALG00000042929.1
RAD52	ENSGALG00000039171.2
EIF2S1	ENSGALG00000009565.3
PCCB	ENSGALG00000037238.2
KAZALD1	ENSGALG00000007837.5
DCTN1	ENSGALG00000035156.1
LOC116958704	ENSGALG00000014818.6
LOC116958752	ENSGALG00000015763.5
STT3B	ENSGALG00000011465.6
LOC116941117	ENSGALG00000031495.1
LOC116958259	ENSGALG00000015385.5
LOC116948801	ENSGALG00000014718.5
ZFAND1	ENSGALG00000042794.2
LOC116952933	ENSGALG00000015258.5
LOC116953033	ENSGALG00000016707.5
ALDH18A1	ENSGALG00000034655.2
NDUFS6	ENSGALG00000013191.5
HECTD2	ENSGALG00000038043.1
BORCS7	ENSGALG00000008124.6
SLC35F5	ENSGALG00000012166.5
LOC116943868	ENSGALG00000009172.5
TOPBP1	ENSGALG00000034461.1
UNC79	ENSGALG00000010874.5
SLC39A13	ENSGALG00000008122.2
ZSWIM7	ENSGALG00000023686.3
LOC116938181	ENSGALG00000031525.1
PTGR1	ENSGALG00000015702.6
LOC116950942	ENSGALG00000003695.5
LOC116950968	ENSGALG00000006462.6
C52H1orf43	ENSGALG00000034258.2
SEPTIN2	ENSGALG00000005809.5
LOC116936956	ENSGALG00000004195.3
TIPRL	ENSGALG00000015246.5
LPCAT3	ENSGALG00000014570.6
LOC116950878	ENSGALG00000005232.6
WDR88	ENSGALG00000042298.1
LOC116938801	ENSGALG00000006531.5
LOC116942067	ENSGALG00000014742.5
LOC116942109	ENSGALG00000005821.5
MORN2	ENSGALG00000040307.1
ECT2	ENSGALG00000009157.5
LOC116954547	ENSGALG00000001730.5
LOC116951274	ENSGALG00000003554.4
GPR149	ENSGALG00000010337.3
LOC116951934	ENSGALG00000010230.5
CCDC17	ENSGALG00000045029.1
LOC116943638	ENSGALG00000005924.6
LOC116946482	ENSGALG00000033907.1
TMEM125	ENSGALG00000041979.1
OGG1	ENSGALG00000006651.5
LOC116938723	ENSGALG00000025884.2
DUS3L	ENSGALG00000001800.6
ZMPSTE24	ENSGALG00000000855.6
VPS72	ENSGALG00000000793.4
LOC116943965	ENSGALG00000008786.6
SARM1	ENSGALG00000003595.5
LOC116936860	ENSGALG00000004725.6
RASEF	ENSGALG00000012576.5
TLN2	ENSGALG00000002548.6
MYCBPAP	ENSGALG00000007661.5
TFPT	ENSGALG00000033069.1
DNAI2	ENSGALG00000004495.5
DCUN1D4	ENSGALG00000017181.5
LOC116938705	ENSGALG00000018803.5
COG5	ENSGALG00000042764.1
CNOT2	ENSGALG00000010042.5
C26H8orf33	ENSGALG00000041181.1
PTX3	ENSGALG00000028284.3
RGS22	ENSGALG00000037997.2
THOC5	ENSGALG00000029223.2
LOC116951560	ENSGALG00000005083.6
LOC116952039	ENSGALG00000012702.4
LOC116956353	ENSGALG00000021443.4
LOC116956907	ENSGALG00000010273.4
NMNAT2	ENSGALG00000004642.6
HGS	ENSGALG00000007224.6
XPNPEP3	ENSGALG00000012003.5
DICER1	ENSGALG00000010999.5
PMPCA	ENSGALG00000001950.4
EXOC3	ENSGALG00000013397.6
COPE	ENSGALG00000003153.4
LOC116952052	ENSGALG00000003560.5
AUP1	ENSGALG00000030148.1
OPTN	ENSGALG00000013738.6
ABCC4	ENSGALG00000016896.6
LRAT	ENSGALG00000009276.5
LOC116943542	ENSGALG00000008648.3
NUP160	ENSGALG00000043074.2
LOC116949665	ENSGALG00000027822.2
XPO6	ENSGALG00000035360.2
SLC29A4	ENSGALG00000010497.5
LOC116952888	ENSGALG00000017162.5
CARHSP1	ENSGALG00000042981.1
LOC116956609	ENSGALG00000007326.5
RPS19	ENSGALG00000037805.1
LOC116948948	ENSGALG00000010533.6
MAB21L4	ENSGALG00000006044.4
LOC116946897	ENSGALG00000015437.5
VTI1B	ENSGALG00000009526.6
LOC116942863	ENSGALG00000013793.6
GSTK1	ENSGALG00000014708.6
COG6	ENSGALG00000017035.5
LOC116958051	ENSGALG00000016852.4
LOC116941016	ENSGALG00000011541.5
ZNF335	ENSGALG00000041370.1
ANKS6	ENSGALG00000013196.5
TRAPPC13	ENSGALG00000014767.6
LOC116944095	ENSGALG00000003786.5
RTTN	ENSGALG00000013745.5
TM7SF2	ENSGALG00000009305.5
IPO11	ENSGALG00000014740.5
LOC116945123	ENSGALG00000015910.3
LOC116957259	ENSGALG00000000249.6
LOC116943970	ENSGALG00000040017.1
WDR61	ENSGALG00000003221.6
DELE1	ENSGALG00000042423.1
ARMC3	ENSGALG00000007864.5
WDHD1	ENSGALG00000012199.6
PC	ENSGALG00000041807.1
EIF3F	ENSGALG00000005326.5
REXO2	ENSGALG00000035980.2
LOC116936835	ENSGALG00000033598.2
LOC116942714	ENSGALG00000014795.5
LOC116946560	ENSGALG00000045499.1
TOMM7	ENSGALG00000029856.2
SLC24A5	ENSGALG00000004885.6
LOC116956075	ENSGALG00000006900.6
SUV39H2	ENSGALG00000013920.3
LOC116944327	ENSGALG00000040479.2
LOC116949709	ENSGALG00000005657.4
LOC116939662	ENSGALG00000010881.5
ATP6V1C1	ENSGALG00000034099.1
LOC116943665	ENSGALG00000008860.5
LOC116956042	ENSGALG00000041408.1
SDAD1	ENSGALG00000011543.5
LOC116957827	ENSGALG00000010661.6
LOC116948534	ENSGALG00000030054.1
MMUT	ENSGALG00000016697.4
INIP	ENSGALG00000020528.4
CLPX	ENSGALG00000007289.6
LOC116941933	ENSGALG00000039643.2
LOC116954699	ENSGALG00000029382.1
LOC116952967	ENSGALG00000039641.1
GPR45	ENSGALG00000015570.3
DONSON	ENSGALG00000038649.2
EPRS1	ENSGALG00000009598.5
RTEL1	ENSGALG00000006123.5
LOC116941735	ENSGALG00000034971.1
LOC116940021	ENSGALG00000019261.3
LOC116940091	ENSGALG00000005903.6
ABRACL	ENSGALG00000013826.4
LOC116946882	ENSGALG00000027476.2
SYVN1	ENSGALG00000031594.1
RFLNA	ENSGALG00000003137.6
DDX54	ENSGALG00000007490.6
LHX1	ENSGALG00000008303.5
CABP7	ENSGALG00000001122.5
UBAC1	ENSGALG00000042564.2
LOC116942173	ENSGALG00000000812.5
SEC62	ENSGALG00000009379.5
LOC116950964	ENSGALG00000011991.6
PUS7	ENSGALG00000008132.5
TRPA1	ENSGALG00000034751.2
IGSF9B	ENSGALG00000031193.1
PHKB	ENSGALG00000004004.5
LOC116937885	ENSGALG00000030703.1
C4H7orf31	ENSGALG00000011021.6
LOC116939146	ENSGALG00000007758.5
MRPS10	ENSGALG00000009890.5
LOC116948691	ENSGALG00000034421.1
LOC116951912	ENSGALG00000015753.5
LOC116941126	ENSGALG00000007721.5
KY	ENSGALG00000044975.1
YPEL5	ENSGALG00000009047.2
STAT1	ENSGALG00000007651.6
NEUROD1	ENSGALG00000008908.5
NAF1	ENSGALG00000009496.6
EXO1	ENSGALG00000010748.5
LOC116939445	ENSGALG00000009158.5
LOC116956002	ENSGALG00000037316.1
POMT2	ENSGALG00000041962.1
MBIP	ENSGALG00000010096.6
PNN	ENSGALG00000010167.5
LOC116947574	ENSGALG00000043367.1
CDKAL1	ENSGALG00000012677.6
LOC116945084	ENSGALG00000030255.1
LOC116939098	ENSGALG00000006710.5
CCDC39	ENSGALG00000021855.3
PRRC2B	ENSGALG00000035841.2
LOC116941688	ENSGALG00000016324.2
LOC116943683	ENSGALG00000007269.5
LOC116936922	ENSGALG00000000722.4
PIGG	ENSGALG00000015349.5
LOC116942583	ENSGALG00000034561.1
LOC116952612	ENSGALG00000006127.6
PACSIN1	ENSGALG00000002802.5
RPL39	ENSGALG00000008620.4
GOSR1	ENSGALG00000004326.5
MRPL34	ENSGALG00000036004.1
LOC116937825	ENSGALG00000036413.1
CCNB2	ENSGALG00000004161.6
LOC116943746	ENSGALG00000021843.3
LOC116946284	ENSGALG00000007934.3
NUP133	ENSGALG00000011091.5
LOC116947820	ENSGALG00000008627.4
QARS1	ENSGALG00000029980.2
TRAPPC9	ENSGALG00000042766.2
ELP3	ENSGALG00000016624.5
LOC116951443	ENSGALG00000031425.2
MDH1B	ENSGALG00000008548.4
LOC116949150	ENSGALG00000007956.5
LOC116946646	ENSGALG00000013616.5
LOC116946683	ENSGALG00000015436.6
LOC116952680	ENSGALG00000004701.3
RLBP1	ENSGALG00000006676.4
PRKAR2B	ENSGALG00000008060.5
WIF1	ENSGALG00000039209.2
LOC116954947	ENSGALG00000026231.2
LOC116940992	ENSGALG00000043906.1
HROB	ENSGALG00000044452.1
GOLGA5	ENSGALG00000010813.6
LOC116941243	ENSGALG00000026470.2
LOC116947576	ENSGALG00000006526.5
LOC116941381	ENSGALG00000035030.1
CEP104	ENSGALG00000000978.6
LOC116948920	ENSGALG00000002022.4
NEIL3	ENSGALG00000010719.6
ST8SIA1	ENSGALG00000013211.4
C82H1orf52	ENSGALG00000008670.6
PRLHR	ENSGALG00000020656.2
LOC116940469	ENSGALG00000020741.4
ATP6V1E1	ENSGALG00000013036.5
LOC116941555	ENSGALG00000010678.2
LOC116943885	ENSGALG00000009752.4
NOM1	ENSGALG00000006437.5
RBP1	ENSGALG00000037875.1
LOC116945193	ENSGALG00000003879.5
GIGYF2	ENSGALG00000038730.1
LOC116951518	ENSGALG00000005888.5
LOC116952685	ENSGALG00000038981.2
LOC116947060	ENSGALG00000042079.2
RPS17	ENSGALG00000002157.6
MRPS23	ENSGALG00000005559.5
NAA35	ENSGALG00000012598.4
POLN	ENSGALG00000015692.6
HTR7	ENSGALG00000035081.1
LOC116942933	ENSGALG00000002577.6
LOC116943253	ENSGALG00000015683.5
LOC116942461	ENSGALG00000040168.2
PBK	ENSGALG00000016582.6
MRPS12	ENSGALG00000038667.1
FREM1	ENSGALG00000005426.5
LYST	ENSGALG00000032840.1
GEMIN6	ENSGALG00000013821.4
C26H7orf26	ENSGALG00000034380.2
LOC116946527	ENSGALG00000014793.4
INTS9	ENSGALG00000016631.5
DNAL4	ENSGALG00000043451.1
ZCCHC9	ENSGALG00000015603.5
LOC116943806	ENSGALG00000007579.5
HENMT1	ENSGALG00000001959.4
LOC116957516	ENSGALG00000004952.6
TXN2	ENSGALG00000012532.5
LOC116949760	ENSGALG00000034209.1
PDXDC1	ENSGALG00000034829.2
LOC116953397	ENSGALG00000015605.4
LOC116946154	ENSGALG00000002219.6
GPATCH2L	ENSGALG00000009627.4
PCBD1	ENSGALG00000027835.2
NEB	ENSGALG00000042362.2
DAG1	ENSGALG00000037784.1
KPNA3	ENSGALG00000017009.6
PHYHIPL	ENSGALG00000029863.2
SRD5A1	ENSGALG00000013063.6
LOC116939196	ENSGALG00000001449.5
ARMC6	ENSGALG00000003024.5
FGF3	ENSGALG00000026853.2
LOC116945572	ENSGALG00000008874.6
CFAP298	ENSGALG00000037962.2
WLS	ENSGALG00000011238.5
USP46	ENSGALG00000034769.2
FBXL5	ENSGALG00000014510.6
SLC2A13	ENSGALG00000035940.1
SACS	ENSGALG00000017120.6
LOC116952354	ENSGALG00000002830.4
SLC39A3	ENSGALG00000020582.5
SMPD4	ENSGALG00000006455.5
EFTUD2	ENSGALG00000000988.6
LOC116946504	ENSGALG00000028685.2
LOC116948415	ENSGALG00000009086.4
ERGIC1	ENSGALG00000002863.5
KIAA0930	ENSGALG00000014226.5
MVP	ENSGALG00000040471.2
GALT	ENSGALG00000026195.2
LOC116939177	ENSGALG00000004598.6
LZTR1	ENSGALG00000031175.1
TMEM60	ENSGALG00000008330.4
LOC116944482	ENSGALG00000039151.1
LOC116955911	ENSGALG00000001521.5
VPS54	ENSGALG00000008847.5
RAD21	ENSGALG00000029523.1
BLMH	ENSGALG00000004259.5
CREBL2	ENSGALG00000037030.2
TBC1D20	ENSGALG00000006201.5
PIBF1	ENSGALG00000016929.5
LRMDA	ENSGALG00000032308.1
SVOPL	ENSGALG00000012812.5
CHST10	ENSGALG00000016769.6
LOC116948854	ENSGALG00000008954.5
LOC116950794	ENSGALG00000027144.2
DHODH	ENSGALG00000000802.5
LOC116945871	ENSGALG00000022702.3
LOC116954016	ENSGALG00000027665.1
POLR2E	ENSGALG00000002591.6
LOC116939462	ENSGALG00000009003.5
LOC116956084	ENSGALG00000002394.6
LOC116938806	ENSGALG00000034101.1
LOC116951481	ENSGALG00000007371.6
LOC116952127	ENSGALG00000001439.5
LOC116952061	ENSGALG00000031754.1
SNX18	ENSGALG00000014914.4
TRAPPC12	ENSGALG00000016387.5
SGF29	ENSGALG00000020590.5
LOC116939194	ENSGALG00000003741.5
LOC116939229	ENSGALG00000005139.5
SUMO1	ENSGALG00000008435.4
LOC116954427	ENSGALG00000010411.6
TMC7	ENSGALG00000006889.5
MAPRE3	ENSGALG00000031726.1
LOC116943206	ENSGALG00000010680.6
ATP5PD	ENSGALG00000007926.6
TBXT	ENSGALG00000011489.5
MRPL22	ENSGALG00000003919.5
PCNA	ENSGALG00000029292.2
PCYT2	ENSGALG00000007251.5
LOC116941733	ENSGALG00000010436.4
CACTIN	ENSGALG00000024391.3
SNTB1	ENSGALG00000034528.2
NUCB2	ENSGALG00000006147.4
CHAT	ENSGALG00000002289.5
LOC116942048	ENSGALG00000014807.6
INTS4	ENSGALG00000000091.5
LOC116951360	ENSGALG00000004798.5
LOC116951535	ENSGALG00000009346.5
ADGRB1	ENSGALG00000033960.2
SPDYC	ENSGALG00000017392.5
PSMA6	ENSGALG00000010060.5
ENDOU	ENSGALG00000039970.2
LOC116948795	ENSGALG00000005580.6
LRP2	ENSGALG00000010858.5
CRIM1	ENSGALG00000032640.1
B3GNT2	ENSGALG00000008930.3
LOC116958297	ENSGALG00000039461.1
RRP15	ENSGALG00000009615.6
LOC116951539	ENSGALG00000008713.6
OLFML2A	ENSGALG00000001048.5
GOLGA2	ENSGALG00000004881.5
FBXO45	ENSGALG00000037281.1
LOC116956798	ENSGALG00000006805.5
LOC116944883	ENSGALG00000007190.5
COMMD8	ENSGALG00000026279.2
LOC116937793	ENSGALG00000008211.5
FOXA2	ENSGALG00000030889.1
GDF11	ENSGALG00000036806.1
LOC116949365	ENSGALG00000006576.5
PPP2R5E	ENSGALG00000011840.5
LOC116939429	ENSGALG00000037506.1
LOC116938606	ENSGALG00000012479.5
TMEM230	ENSGALG00000036876.2
SMIM4	ENSGALG00000042863.2
MDN1	ENSGALG00000015733.6
LOC116948377	ENSGALG00000009728.5
CCDC149	ENSGALG00000014391.6
LOC116943123	ENSGALG00000029022.3
LOC116945563	ENSGALG00000028360.2
GOLGB1	ENSGALG00000041494.1
LSM7	ENSGALG00000000408.4
LOC116939460	ENSGALG00000009519.5
PHGDH	ENSGALG00000002988.6
UMPS	ENSGALG00000011770.4
NBR1	ENSGALG00000002765.4
CDK10	ENSGALG00000006144.5
LOC116950706	ENSGALG00000014684.6
RFK	ENSGALG00000000004.3
EXOC1	ENSGALG00000013778.5
PCGF5	ENSGALG00000006502.5
LOC116939824	ENSGALG00000032768.1
CDC23	ENSGALG00000007610.6
TWNK	ENSGALG00000017627.6
C1D	ENSGALG00000008765.6
LOC116942191	ENSGALG00000024034.3
LOC116938819	ENSGALG00000006652.5
TMEM184C	ENSGALG00000010019.4
GATB	ENSGALG00000010097.5
LOC116953541	ENSGALG00000001320.5
LOC116948392	ENSGALG00000027183.2
PPIL2	ENSGALG00000042052.1
LOC116956300	ENSGALG00000026287.2
CARMIL1	ENSGALG00000013605.5
ARFGAP2	ENSGALG00000008247.4
LOC116937940	ENSGALG00000029145.2
TMED4	ENSGALG00000015722.5
GSKIP	ENSGALG00000011088.1
LOC116945630	ENSGALG00000014094.5
C2CD5	ENSGALG00000013210.5
LOC116953019	ENSGALG00000013993.6
LOC116955098	ENSGALG00000002490.6
LOC116955072	ENSGALG00000005900.5
CMIP	ENSGALG00000038494.1
ZCCHC10	ENSGALG00000036666.1
PYROXD1	ENSGALG00000013173.5
DDB1	ENSGALG00000042333.2
TYRP1	ENSGALG00000015205.4
LOC116951937	ENSGALG00000008901.6
LOC116939604	ENSGALG00000016142.6
RNF121	ENSGALG00000000868.5
LOC116958418	ENSGALG00000006934.5
MAPK6	ENSGALG00000031448.1
SLC4A1AP	ENSGALG00000010047.5
METTL21A	ENSGALG00000008493.6
LOC116953974	ENSGALG00000003733.5
LOC116949288	ENSGALG00000042554.1
ATP6V1H	ENSGALG00000013621.5
LOC116939193	ENSGALG00000005630.5
LOC116944857	ENSGALG00000005036.6
LOC116946665	ENSGALG00000039264.1
COPB2	ENSGALG00000005357.6
DDX41	ENSGALG00000042994.1
LOC116940336	ENSGALG00000035619.1
SAMD12	ENSGALG00000006007.6
RMC1	ENSGALG00000033054.1
LOC116940110	ENSGALG00000012857.5
LOC116940069	ENSGALG00000011557.5
LOC116942658	ENSGALG00000031590.1
LOC116942707	ENSGALG00000042607.1
LOC116943769	ENSGALG00000005619.5
RPL11	ENSGALG00000030378.2
LOC116942558	ENSGALG00000036567.1
MEAK7	ENSGALG00000033137.2
LOC116949608	ENSGALG00000030776.1
TMEM64	ENSGALG00000042599.2
LOC116941173	ENSGALG00000005473.5
LOC116940916	ENSGALG00000032699.1
TBR1	ENSGALG00000036378.1
LOC103091685	ENSGALG00000043915.1
UBE3C	ENSGALG00000006461.5
PLPP7	ENSGALG00000018700.4
LOC116938817	ENSGALG00000003959.4
LOC116939249	ENSGALG00000001101.5
B3GLCT	ENSGALG00000017076.6
DMAC2	ENSGALG00000039993.1
LOC116952537	ENSGALG00000015409.5
SLC5A7	ENSGALG00000016804.5
DUSP10	ENSGALG00000009450.1
QTRT2	ENSGALG00000037485.2
LOC116956071	ENSGALG00000006756.5
MTMR9	ENSGALG00000016649.3
LOC116945646	ENSGALG00000012911.5
LOC116947396	ENSGALG00000045640.1
ACP1	ENSGALG00000016363.4
LOC116949750	ENSGALG00000002278.5
NHLRC3	ENSGALG00000017037.5
ICE1	ENSGALG00000035050.2
RPS11	ENSGALG00000017299.5
CACNG1	ENSGALG00000027771.2
DCAF4	ENSGALG00000009345.5
LOC116938685	ENSGALG00000000685.5
PIGU	ENSGALG00000001219.5
ECD	ENSGALG00000002686.5
NUDT2	ENSGALG00000027295.2
LOC116958256	ENSGALG00000023906.4
NOP53	ENSGALG00000039473.2
STAM	ENSGALG00000035287.1
NAGLU	ENSGALG00000032610.1
SIRT5	ENSGALG00000012692.5
CAMKV	ENSGALG00000035058.1
LOC116943899	ENSGALG00000008747.6
GNPTG	ENSGALG00000006441.5
GPR137C	ENSGALG00000012401.5
LOC116957728	ENSGALG00000001932.5
ANKLE2	ENSGALG00000002143.4
LOC116950819	ENSGALG00000004425.6
LOC116940472	ENSGALG00000026914.2
LOC116943662	ENSGALG00000015050.5
TMEM201	ENSGALG00000002527.4
WDPCP	ENSGALG00000008866.6
LOC103091849	ENSGALG00000041470.1
RBM25	ENSGALG00000009332.4
PGM1	ENSGALG00000011016.6
LOC116953247	ENSGALG00000002090.5
LOC116943533	ENSGALG00000030147.1
NUP188	ENSGALG00000043394.2
RO60	ENSGALG00000002504.6
LOC116946621	ENSGALG00000015917.6
FGF10	ENSGALG00000014872.2
LOC116942127	ENSGALG00000037553.2
LOC116938471	ENSGALG00000008135.5
LOC116952474	ENSGALG00000008141.5
LOC116952490	ENSGALG00000006632.4
PSMA4	ENSGALG00000003046.5
RRNAD1	ENSGALG00000000576.5
SLC25A32	ENSGALG00000039882.1
TAF5L	ENSGALG00000011098.4
LOC116950958	ENSGALG00000012185.6
LOC116950444	ENSGALG00000040424.2
LOC116950483	ENSGALG00000010237.4
RPS23	ENSGALG00000015617.6
LOC116953233	ENSGALG00000039541.1
LOC116950559	ENSGALG00000002492.6
DERL2	ENSGALG00000041844.2
CRLS1	ENSGALG00000009214.5
DNAAF5	ENSGALG00000003684.5
LOC116953545	ENSGALG00000015602.5
PIK3C3	ENSGALG00000035773.1
LOC116948137	ENSGALG00000007314.5
LOC116946155	ENSGALG00000045376.1
LOC116946198	ENSGALG00000004348.5
SLC10A2	ENSGALG00000016858.4
CETN3	ENSGALG00000014648.5
DAZAP1	ENSGALG00000015200.6
DDX31	ENSGALG00000041473.1
LOC116940541	ENSGALG00000005462.4
ADRA2C	ENSGALG00000023521.2
ADPGK	ENSGALG00000001788.6
ESM1	ENSGALG00000027707.3
GTF3C1	ENSGALG00000007387.3
ZNF598	ENSGALG00000005598.5
RBX1	ENSGALG00000011993.5
MAF1	ENSGALG00000032777.1
LOC103091697	ENSGALG00000010983.5
LOC116953994	ENSGALG00000010738.6
RADX	ENSGALG00000008990.6
VOPP1	ENSGALG00000042773.2
MLC1	ENSGALG00000040038.2
GMPS	ENSGALG00000010284.5
LOC116958423	ENSGALG00000004917.5
TRIP13	ENSGALG00000033834.2
LOC116951981	ENSGALG00000010570.5
HSD17B10	ENSGALG00000040068.1
LOC116952370	ENSGALG00000035596.2
LOC116954770	ENSGALG00000030081.1
LOC116955109	ENSGALG00000002044.4
CCDC40	ENSGALG00000007042.4
AGMO	ENSGALG00000010792.5
LOC116957416	ENSGALG00000001806.4
CRTAC1	ENSGALG00000017378.4
LOC116941047	ENSGALG00000033090.1
WDR11	ENSGALG00000035013.1
LOC116945196	ENSGALG00000016292.6
CELF2	ENSGALG00000034590.1
LOC116952828	ENSGALG00000039817.1
MNX1	ENSGALG00000041154.1
SMIM15	ENSGALG00000023443.4
TIMM13	ENSGALG00000028937.2
HSPE1	ENSGALG00000009070.6
DHCR24	ENSGALG00000010798.5
LOC116948894	ENSGALG00000005323.3
RBP3	ENSGALG00000005978.5
LOC116950956	ENSGALG00000034316.1
METTL23	ENSGALG00000001790.5
RP9	ENSGALG00000035453.2
FOXG1	ENSGALG00000036364.2
LOC116938829	ENSGALG00000043400.2
PNPLA8	ENSGALG00000009505.5
NDUFA5	ENSGALG00000008821.6
LOC116955863	ENSGALG00000011865.5
YIPF4	ENSGALG00000010547.4
PRMT3	ENSGALG00000003958.5
LOC116956423	ENSGALG00000001740.5
NR6A1	ENSGALG00000001073.5
LOC116941609	ENSGALG00000037423.1
HDX	ENSGALG00000007041.5
RPS8	ENSGALG00000010124.6
LOC116958344	ENSGALG00000016727.5
STX11	ENSGALG00000011673.4
LOC116956249	ENSGALG00000017212.4
DPH5	ENSGALG00000005229.6
PDCD4	ENSGALG00000008700.6
LGMN	ENSGALG00000010811.6
LOC116954432	ENSGALG00000041429.2
CCDC28B	ENSGALG00000013834.5
LOC116938440	ENSGALG00000034982.1
LOC116941306	ENSGALG00000040836.2
FAM184A	ENSGALG00000014881.5
LOC116956646	ENSGALG00000006758.6
LOC116941638	ENSGALG00000016481.6
PSMD13	ENSGALG00000043684.1
TMEM244	ENSGALG00000023015.2
DMC1	ENSGALG00000012236.5
HSF2BP	ENSGALG00000016202.5
CPLX1	ENSGALG00000027920.2
LOC116940731	ENSGALG00000009403.5
