EA44645	ENSGALG00000032763.2
EA31758	ENSGALG00000003582.5
EA20294	ENSGALG00000032570.1
EA55082	ENSGALG00000010282.5
EA05135	ENSGALG00000039704.1
EA23834	ENSGALG00000039470.1
EA65740	ENSGALG00000007439.5
EA60183	ENSGALG00000045119.1
EA15243	ENSGALG00000016419.5
EA61650	ENSGALG00000003741.5
EA26408	ENSGALG00000031751.1
EA20224	ENSGALG00000042726.2
EA47750	ENSGALG00000012200.4
EA83279	ENSGALG00000002855.5
EA02024	ENSGALG00000033769.1
EA76436	ENSGALG00000008115.4
EA11078	ENSGALG00000008776.5
EA67512	ENSGALG00000003224.4
EA66579	ENSGALG00000028295.3
EA10781	ENSGALG00000006776.5
EA70853	ENSGALG00000015594.6
EA02401	ENSGALG00000041494.1
EA77487	ENSGALG00000032440.2
EA65622	ENSGALG00000023348.3
EA42108	ENSGALG00000004189.5
EA60577	ENSGALG00000011248.5
EA30622	ENSGALG00000005655.6
EA19217	ENSGALG00000027981.3
EA43788	ENSGALG00000006626.2
EA69221	ENSGALG00000014966.5
EA54329	ENSGALG00000010043.6
EA42728	ENSGALG00000045179.1
EA30436	ENSGALG00000027932.3
EA19001	ENSGALG00000010096.6
EA66471	ENSGALG00000011689.5
EA45903	ENSGALG00000003026.5
EA35902	ENSGALG00000017135.6
EA67942	ENSGALG00000008354.4
EA80918	ENSGALG00000005598.5
EA18640	ENSGALG00000009135.5
EA49191	ENSGALG00000039993.1
EA66346	ENSGALG00000009728.5
EA06124	ENSGALG00000006886.1
EA69900	ENSGALG00000044207.1
EA41039	ENSGALG00000010595.5
EA48976	ENSGALG00000008399.5
EA47444	ENSGALG00000010583.5
EA01347	ENSGALG00000006552.5
EA77124	ENSGALG00000014221.5
EA59871	ENSGALG00000007403.5
EA62402	ENSGALG00000010809.6
EA40516	ENSGALG00000003042.6
EA35760	ENSGALG00000006283.5
EA45378	ENSGALG00000004203.6
EA49366	ENSGALG00000005435.5
EA00306	ENSGALG00000020316.5
EA76161	ENSGALG00000002288.6
EA46431	ENSGALG00000030597.2
EA29787	ENSGALG00000004435.5
EA42563	ENSGALG00000004704.4
EA06297	ENSGALG00000013848.6
EA76900	ENSGALG00000005525.6
EA73264	ENSGALG00000014841.6
EA00929	ENSGALG00000040247.2
EA24355	ENSGALG00000005329.5
EA69382	ENSGALG00000003381.5
EA43746	ENSGALG00000001000.3
EA15467	ENSGALG00000005894.6
EA13426	ENSGALG00000001568.5
EA34644	ENSGALG00000026188.2
EA53184	ENSGALG00000026152.2
EA04355	ENSGALG00000034575.1
EA34280	ENSGALG00000035868.1
EA33359	ENSGALG00000027778.2
EA30807	ENSGALG00000007474.4
EA11957	ENSGALG00000015334.6
EA12105	ENSGALG00000008815.5
EA59554	ENSGALG00000008217.5
EA60020	ENSGALG00000030979.2
EA26004	ENSGALG00000021174.5
EA38262	ENSGALG00000009730.6
EA24758	ENSGALG00000027258.2
EA48035	ENSGALG00000029301.1
EA73421	ENSGALG00000004687.5
EA36970	ENSGALG00000015721.5
EA55403	ENSGALG00000010651.5
EA61946	ENSGALG00000003457.6
EA53740	ENSGALG00000012802.4
EA42903	ENSGALG00000011198.5
EA06467	ENSGALG00000016936.7
EA66889	ENSGALG00000028484.2
EA64850	ENSGALG00000033880.1
EA80252	ENSGALG00000037739.2
EA54812	ENSGALG00000032031.2
EA54762	ENSGALG00000003602.5
EA01396	ENSGALG00000031038.2
EA55434	ENSGALG00000004504.4
EA38837	ENSGALG00000040746.2
EA12311	ENSGALG00000009300.6
EA51394	ENSGALG00000030552.2
EA48656	ENSGALG00000010621.4
EA20069	ENSGALG00000011464.6
EA27179	ENSGALG00000007841.6
EA07312	ENSGALG00000038540.2
EA81280	ENSGALG00000037067.2
EA31024	ENSGALG00000012791.5
EA28923	ENSGALG00000012113.5
EA54737	ENSGALG00000006073.5
EA76860	ENSGALG00000007581.5
EA07272	ENSGALG00000006872.5
EA54755	ENSGALG00000029678.2
EA18062	ENSGALG00000011312.5
EA50661	ENSGALG00000010428.3
EA64581	ENSGALG00000004926.6
EA65108	ENSGALG00000038032.2
EA68428	ENSGALG00000001741.5
EA43700	ENSGALG00000013881.4
EA79150	ENSGALG00000013726.5
EA80257	ENSGALG00000031286.2
EA06010	ENSGALG00000004562.4
EA66652	ENSGALG00000038721.1
EA64037	ENSGALG00000013138.5
EA45100	ENSGALG00000015860.5
EA75088	ENSGALG00000035940.1
EA85290	ENSGALG00000036492.1
EA48692	ENSGALG00000008944.5
EA77967	ENSGALG00000004841.4
EA72558	ENSGALG00000015391.5
EA52471	ENSGALG00000033360.1
EA28369	ENSGALG00000036241.1
EA50042	ENSGALG00000003071.5
EA81199	ENSGALG00000006022.6
EA81683	ENSGALG00000007700.5
EA13984	ENSGALG00000031448.1
EA61997	ENSGALG00000011226.5
EA83879	ENSGALG00000002216.5
EA02933	ENSGALG00000011569.6
EA29648	ENSGALG00000003162.5
EA47665	ENSGALG00000011214.5
EA47081	ENSGALG00000003652.6
EA59038	ENSGALG00000008226.6
EA38638	ENSGALG00000011106.4
EA48178	ENSGALG00000006352.5
EA23254	ENSGALG00000043290.1
EA19212	ENSGALG00000033278.1
EA34998	ENSGALG00000020879.3
EA81301	ENSGALG00000040532.1
EA85529	ENSGALG00000033754.2
EA19103	ENSGALG00000039733.1
EA79126	ENSGALG00000034567.1
EA33175	ENSGALG00000013911.5
EA54671	ENSGALG00000013810.6
EA07463	ENSGALG00000007116.6
EA44729	ENSGALG00000035079.2
EA45398	ENSGALG00000004255.5
EA58384	ENSGALG00000041820.1
EA11520	ENSGALG00000009837.4
EA03381	ENSGALG00000007728.4
EA33742	ENSGALG00000009993.5
EA76145	ENSGALG00000039130.1
EA84125	ENSGALG00000019768.5
EA24988	ENSGALG00000005531.6
EA81581	ENSGALG00000008127.5
EA80591	ENSGALG00000030878.2
EA80659	ENSGALG00000000091.5
EA14528	ENSGALG00000003663.6
EA18767	ENSGALG00000015815.6
EA77679	ENSGALG00000004042.5
EA77647	ENSGALG00000032471.1
EA67614	ENSGALG00000005861.4
EA10203	ENSGALG00000040000.1
EA28335	ENSGALG00000006558.5
EA82709	ENSGALG00000040325.1
EA36901	ENSGALG00000001863.5
EA40134	ENSGALG00000000881.4
EA27787	ENSGALG00000013207.5
EA84087	ENSGALG00000008945.6
EA20879	ENSGALG00000011325.5
EA49630	ENSGALG00000037697.2
EA45499	ENSGALG00000028354.2
EA53091	ENSGALG00000015145.4
EA19470	ENSGALG00000010609.6
EA01350	ENSGALG00000005689.5
EA83417	ENSGALG00000034831.1
EA27063	ENSGALG00000017033.5
EA67304	ENSGALG00000010942.6
EA29369	ENSGALG00000007716.4
EA20197	ENSGALG00000009961.6
EA20076	ENSGALG00000016578.3
EA41676	ENSGALG00000040395.1
EA78388	ENSGALG00000001207.5
EA09233	ENSGALG00000030160.1
EA76462	ENSGALG00000014232.5
EA45161	ENSGALG00000037807.2
EA49204	ENSGALG00000011533.5
EA76101	ENSGALG00000016799.5
EA73652	ENSGALG00000000838.4
EA00217	ENSGALG00000003928.5
EA58842	ENSGALG00000035134.2
EA15738	ENSGALG00000029319.2
EA40233	ENSGALG00000010325.6
EA36937	ENSGALG00000010158.5
EA39014	ENSGALG00000009634.6
EA33791	ENSGALG00000017380.5
EA85741	ENSGALG00000008920.5
EA46146	ENSGALG00000007241.5
EA59136	ENSGALG00000016448.5
EA69637	ENSGALG00000015691.5
EA77328	ENSGALG00000007441.5
EA72470	ENSGALG00000001764.5
EA57761	ENSGALG00000002143.4
EA13084	ENSGALG00000037811.1
EA72236	ENSGALG00000001383.5
EA53060	ENSGALG00000013720.4
EA20956	ENSGALG00000011138.2
EA47247	ENSGALG00000007994.4
EA79085	ENSGALG00000007493.6
EA78227	ENSGALG00000004969.5
EA28446	ENSGALG00000007667.5
EA44331	ENSGALG00000036942.1
EA14381	ENSGALG00000028967.2
EA84339	ENSGALG00000007190.5
EA80716	ENSGALG00000007456.5
EA35427	ENSGALG00000000313.5
EA06320	ENSGALG00000006567.5
EA34601	ENSGALG00000040393.1
EA31435	ENSGALG00000013745.5
EA48434	ENSGALG00000009845.3
EA85428	ENSGALG00000036894.1
EA38944	ENSGALG00000009438.5
EA13316	ENSGALG00000003786.5
EA59718	ENSGALG00000019741.5
EA62353	ENSGALG00000005715.3
EA58288	ENSGALG00000012484.5
EA68684	ENSGALG00000043798.1
EA52963	ENSGALG00000030877.1
EA79518	ENSGALG00000011017.5
EA33402	ENSGALG00000033730.1
EA33929	ENSGALG00000010106.6
EA58578	ENSGALG00000010256.6
EA37166	ENSGALG00000009670.5
EA01974	ENSGALG00000003604.4
EA36071	ENSGALG00000016050.5
EA72406	ENSGALG00000000314.6
EA70194	ENSGALG00000002942.5
EA32403	ENSGALG00000009668.6
EA70802	ENSGALG00000008697.5
EA53176	ENSGALG00000006889.5
EA16182	ENSGALG00000014787.6
EA40061	ENSGALG00000006371.6
EA23802	ENSGALG00000010769.5
EA40828	ENSGALG00000004209.5
EA52508	ENSGALG00000038972.1
EA13177	ENSGALG00000015436.6
EA11019	ENSGALG00000012199.6
EA06211	ENSGALG00000041562.1
EA62166	ENSGALG00000007324.6
EA80057	ENSGALG00000005258.4
EA47793	ENSGALG00000008201.5
EA48526	ENSGALG00000031966.2
EA66210	ENSGALG00000003111.5
EA43836	ENSGALG00000008938.5
EA44850	ENSGALG00000015404.4
EA04453	ENSGALG00000044251.1
EA00936	ENSGALG00000029341.1
EA69311	ENSGALG00000007289.6
EA22635	ENSGALG00000014954.4
EA03368	ENSGALG00000027281.2
EA03896	ENSGALG00000002783.5
EA04158	ENSGALG00000016630.6
EA79244	ENSGALG00000040484.2
EA38170	ENSGALG00000002937.6
EA37080	ENSGALG00000009627.4
EA43708	ENSGALG00000014878.5
EA35125	ENSGALG00000041762.1
EA64556	ENSGALG00000031812.1
EA42067	ENSGALG00000031368.1
EA13782	ENSGALG00000026674.2
EA57162	ENSGALG00000028517.2
EA45611	ENSGALG00000004163.5
EA64202	ENSGALG00000014930.3
EA48012	ENSGALG00000008026.3
EA59861	ENSGALG00000038528.1
EA62732	ENSGALG00000012775.4
EA24268	ENSGALG00000039288.2
EA46859	ENSGALG00000008088.5
EA08711	ENSGALG00000008309.6
EA79572	ENSGALG00000029102.2
EA83014	ENSGALG00000006453.6
EA01711	ENSGALG00000002066.3
EA16331	ENSGALG00000016278.6
EA33737	ENSGALG00000016583.5
EA77677	ENSGALG00000016217.4
EA78887	ENSGALG00000009669.5
EA83963	ENSGALG00000002375.6
EA63072	ENSGALG00000004383.4
EA52803	ENSGALG00000004711.5
EA06023	ENSGALG00000029392.2
EA20997	ENSGALG00000017098.6
EA66209	ENSGALG00000032092.1
EA43452	ENSGALG00000033603.2
EA39052	ENSGALG00000001079.5
EA69936	ENSGALG00000000227.6
EA83862	ENSGALG00000036099.2
EA26773	ENSGALG00000035993.1
EA52428	ENSGALG00000017235.5
EA31663	ENSGALG00000011121.5
EA47986	ENSGALG00000010055.5
EA04300	ENSGALG00000013777.5
EA53514	ENSGALG00000005465.4
EA61700	ENSGALG00000008095.6
EA25195	ENSGALG00000013438.5
EA09804	ENSGALG00000013967.6
EA09529	ENSGALG00000029912.1
EA83454	ENSGALG00000002182.5
EA38290	ENSGALG00000029850.1
EA38901	ENSGALG00000032308.1
EA26008	ENSGALG00000015082.6
EA18798	ENSGALG00000026600.2
EA76673	ENSGALG00000008013.5
EA83218	ENSGALG00000009975.6
EA48831	ENSGALG00000016860.6
EA23128	ENSGALG00000031934.1
EA00923	ENSGALG00000034788.2
EA10237	ENSGALG00000034373.2
EA29783	ENSGALG00000011452.6
EA67033	ENSGALG00000036234.1
EA36985	ENSGALG00000007934.3
EA60255	ENSGALG00000004004.5
EA65487	ENSGALG00000042981.1
EA66303	ENSGALG00000031713.1
EA39461	ENSGALG00000013952.5
EA78341	ENSGALG00000044427.1
EA15941	ENSGALG00000037880.2
EA18751	ENSGALG00000033928.1
EA11711	ENSGALG00000010307.3
EA01454	ENSGALG00000001225.5
EA46015	ENSGALG00000010320.5
EA73456	ENSGALG00000004379.6
EA26506	ENSGALG00000022166.3
EA41842	ENSGALG00000006901.5
EA81152	ENSGALG00000004959.6
EA64773	ENSGALG00000002294.6
EA72930	ENSGALG00000012239.5
EA19440	ENSGALG00000009901.3
EA82682	ENSGALG00000003695.5
EA22636	ENSGALG00000015326.4
EA21118	ENSGALG00000013310.5
EA21333	ENSGALG00000031062.1
EA17439	ENSGALG00000028267.3
EA00093	ENSGALG00000041104.1
EA26765	ENSGALG00000017272.6
EA82172	ENSGALG00000007550.5
EA74934	ENSGALG00000015193.6
EA35855	ENSGALG00000031971.1
EA36075	ENSGALG00000016855.3
EA17475	ENSGALG00000005996.7
EA15900	ENSGALG00000011499.5
EA39355	ENSGALG00000010093.6
EA62361	ENSGALG00000011511.6
EA78059	ENSGALG00000009732.5
EA85221	ENSGALG00000041222.2
EA28558	ENSGALG00000018819.3
EA16782	ENSGALG00000011683.5
EA14353	ENSGALG00000003815.6
EA55178	ENSGALG00000009018.5
EA74511	ENSGALG00000008517.4
EA76147	ENSGALG00000010379.5
EA30918	ENSGALG00000015655.5
EA78477	ENSGALG00000003333.5
EA68009	ENSGALG00000007821.6
EA53665	ENSGALG00000015897.6
EA32514	ENSGALG00000011557.5
EA35925	ENSGALG00000031328.1
EA12006	ENSGALG00000007887.5
EA53903	ENSGALG00000007636.6
EA68017	ENSGALG00000007167.5
EA08100	ENSGALG00000006642.5
EA15639	ENSGALG00000040421.2
EA04533	ENSGALG00000016292.6
EA35252	ENSGALG00000010761.5
EA83901	ENSGALG00000012732.4
EA16190	ENSGALG00000038635.2
EA08122	ENSGALG00000023683.4
EA34870	ENSGALG00000002849.5
EA30889	ENSGALG00000031013.1
EA85670	ENSGALG00000013616.5
EA06737	ENSGALG00000017163.5
EA66643	ENSGALG00000031170.1
EA67968	ENSGALG00000028685.2
EA06830	ENSGALG00000037307.1
EA40995	ENSGALG00000005103.5
EA43615	ENSGALG00000036327.2
EA06826	ENSGALG00000016724.5
EA61599	ENSGALG00000007956.5
EA47782	ENSGALG00000016883.5
EA07882	ENSGALG00000011329.5
EA16690	ENSGALG00000029383.2
EA13617	ENSGALG00000011553.5
EA23409	ENSGALG00000015706.4
EA32542	ENSGALG00000011662.6
EA32707	ENSGALG00000012876.5
EA66094	ENSGALG00000035116.1
EA33185	ENSGALG00000023541.3
EA13570	ENSGALG00000002726.4
EA15509	ENSGALG00000004034.6
EA10072	ENSGALG00000041338.1
EA33325	ENSGALG00000000533.5
EA32835	ENSGALG00000000868.5
EA30837	ENSGALG00000016849.6
EA81965	ENSGALG00000027823.2
EA52398	ENSGALG00000042612.1
EA42602	ENSGALG00000011745.5
EA71142	ENSGALG00000044620.1
EA31901	ENSGALG00000004267.5
EA69606	ENSGALG00000014514.5
EA10198	ENSGALG00000038316.1
EA20158	ENSGALG00000039228.2
EA86238	ENSGALG00000017129.5
EA10106	ENSGALG00000031175.1
EA13848	ENSGALG00000031741.2
EA13404	ENSGALG00000040607.1
EA58247	ENSGALG00000004821.4
EA76551	ENSGALG00000004476.4
EA10373	ENSGALG00000009709.5
EA51514	ENSGALG00000031164.1
EA15002	ENSGALG00000009699.5
EA58750	ENSGALG00000036647.1
EA39971	ENSGALG00000045045.1
EA62727	ENSGALG00000008582.5
EA15928	ENSGALG00000012608.5
EA36157	ENSGALG00000012166.5
EA35887	ENSGALG00000015728.5
EA67402	ENSGALG00000000638.6
EA65193	ENSGALG00000027332.3
EA24196	ENSGALG00000006617.5
EA22504	ENSGALG00000035883.1
EA44115	ENSGALG00000013935.5
EA43745	ENSGALG00000009427.6
EA48768	ENSGALG00000012799.5
EA65952	ENSGALG00000000576.5
EA16697	ENSGALG00000004304.6
EA66222	ENSGALG00000036380.1
EA67960	ENSGALG00000032699.1
EA19227	ENSGALG00000011192.6
EA49420	ENSGALG00000005135.5
EA64696	ENSGALG00000038155.1
EA07784	ENSGALG00000006818.5
EA68886	ENSGALG00000024051.4
EA68981	ENSGALG00000020534.2
EA53232	ENSGALG00000001661.4
EA55347	ENSGALG00000042409.1
EA15727	ENSGALG00000004244.3
EA20901	ENSGALG00000009378.1
EA31769	ENSGALG00000015400.4
EA31689	ENSGALG00000010359.5
EA32144	ENSGALG00000017323.5
EA77509	ENSGALG00000035236.2
EA75061	ENSGALG00000002428.4
EA71569	ENSGALG00000023440.3
EA42449	ENSGALG00000005767.6
EA31318	ENSGALG00000029445.1
EA68010	ENSGALG00000006036.5
EA15030	ENSGALG00000001165.5
EA14104	ENSGALG00000039448.2
EA14858	ENSGALG00000004729.5
EA54090	ENSGALG00000007747.5
EA78991	ENSGALG00000034104.2
EA16894	ENSGALG00000044383.1
EA66564	ENSGALG00000006817.6
EA66324	ENSGALG00000033068.1
EA33607	ENSGALG00000003778.4
EA73999	ENSGALG00000002029.5
EA06911	ENSGALG00000002487.5
EA63004	ENSGALG00000004440.6
EA84956	ENSGALG00000002090.5
EA45926	ENSGALG00000014881.5
EA14737	ENSGALG00000011488.2
EA16220	ENSGALG00000031843.1
EA57208	ENSGALG00000036941.1
EA37348	ENSGALG00000009587.6
EA05275	ENSGALG00000043118.1
EA07437	ENSGALG00000006422.6
EA38825	ENSGALG00000002683.6
EA40380	ENSGALG00000042259.1
EA78004	ENSGALG00000009974.5
EA11900	ENSGALG00000033589.1
EA13500	ENSGALG00000004533.6
EA06121	ENSGALG00000032925.2
EA62725	ENSGALG00000001945.5
EA75326	ENSGALG00000002131.5
EA77907	ENSGALG00000006357.5
EA62814	ENSGALG00000035906.2
EA36892	ENSGALG00000041666.1
EA77890	ENSGALG00000016845.5
EA27652	ENSGALG00000005448.5
EA49061	ENSGALG00000029512.2
EA23328	ENSGALG00000028830.2
EA17924	ENSGALG00000004646.5
EA21150	ENSGALG00000002577.6
EA12198	ENSGALG00000035050.2
EA06048	ENSGALG00000041684.1
EA76094	ENSGALG00000006753.6
EA77347	ENSGALG00000033789.2
EA11614	ENSGALG00000015139.5
EA09104	ENSGALG00000028026.3
EA27504	ENSGALG00000014824.5
EA17146	ENSGALG00000002548.6
EA29130	ENSGALG00000013156.5
EA76016	ENSGALG00000008519.5
EA13115	ENSGALG00000027876.2
EA05849	ENSGALG00000015258.5
EA01621	ENSGALG00000035916.1
EA74122	ENSGALG00000005554.2
EA46122	ENSGALG00000013210.5
EA50884	ENSGALG00000012009.6
EA65128	ENSGALG00000009202.4
EA28036	ENSGALG00000002139.5
EA12756	ENSGALG00000027096.2
EA09322	ENSGALG00000008269.5
EA27072	ENSGALG00000040758.1
EA57813	ENSGALG00000041034.2
EA62115	ENSGALG00000007357.2
EA73133	ENSGALG00000037776.2
EA78745	ENSGALG00000013715.5
EA35449	ENSGALG00000015439.5
EA63890	ENSGALG00000007541.5
EA31424	ENSGALG00000004172.6
EA59844	ENSGALG00000033954.2
EA66457	ENSGALG00000034166.1
EA49913	ENSGALG00000008731.4
EA71079	ENSGALG00000004087.6
EA32112	ENSGALG00000010161.4
EA83785	ENSGALG00000007793.4
EA78030	ENSGALG00000005107.5
EA83211	ENSGALG00000004052.5
EA45797	ENSGALG00000005398.5
EA81143	ENSGALG00000040157.2
EA67288	ENSGALG00000039300.2
EA33880	ENSGALG00000013634.5
EA31763	ENSGALG00000004329.5
EA60621	ENSGALG00000040875.1
EA42972	ENSGALG00000008417.6
EA65856	ENSGALG00000013462.1
EA46602	ENSGALG00000032199.2
EA34237	ENSGALG00000012130.5
EA75560	ENSGALG00000005357.6
EA49839	ENSGALG00000041613.2
EA65472	ENSGALG00000004756.5
EA26009	ENSGALG00000042730.2
EA25211	ENSGALG00000014684.6
EA73094	ENSGALG00000011626.5
EA75419	ENSGALG00000004496.7
EA01855	ENSGALG00000010596.5
EA34895	ENSGALG00000010536.5
EA69867	ENSGALG00000015762.5
EA74630	ENSGALG00000007652.5
EA11731	ENSGALG00000001504.6
EA10925	ENSGALG00000035201.1
EA22901	ENSGALG00000030356.2
EA22390	ENSGALG00000037601.1
EA16114	ENSGALG00000005776.6
EA31263	ENSGALG00000005426.5
EA19529	ENSGALG00000040909.2
EA69294	ENSGALG00000008465.5
EA02983	ENSGALG00000005280.5
EA83872	ENSGALG00000030474.1
EA26035	ENSGALG00000042063.1
EA31231	ENSGALG00000007936.3
EA70784	ENSGALG00000015240.6
EA54808	ENSGALG00000017238.5
EA05931	ENSGALG00000015415.6
EA30793	ENSGALG00000039535.1
EA78400	ENSGALG00000007350.6
EA10092	ENSGALG00000013591.6
EA76013	ENSGALG00000010022.4
EA11954	ENSGALG00000006802.5
EA12268	ENSGALG00000034855.1
EA36148	ENSGALG00000009593.5
EA72066	ENSGALG00000009703.5
EA53105	ENSGALG00000004839.5
EA41644	ENSGALG00000023626.3
EA21231	ENSGALG00000016584.5
EA22702	ENSGALG00000006241.4
EA80344	ENSGALG00000032746.1
EA80047	ENSGALG00000008141.5
EA66741	ENSGALG00000032052.2
EA50947	ENSGALG00000013400.6
EA58558	ENSGALG00000042289.2
EA18768	ENSGALG00000008507.5
EA10019	ENSGALG00000008050.5
EA32782	ENSGALG00000012115.5
EA75297	ENSGALG00000013615.5
EA76010	ENSGALG00000043035.2
EA64507	ENSGALG00000031186.1
EA18604	ENSGALG00000011009.5
EA37865	ENSGALG00000008308.6
EA53919	ENSGALG00000016795.3
EA64580	ENSGALG00000007291.5
EA43090	ENSGALG00000009289.5
EA70345	ENSGALG00000011444.5
EA42746	ENSGALG00000014485.5
EA15000	ENSGALG00000006250.6
EA74501	ENSGALG00000001942.5
EA77095	ENSGALG00000008452.5
EA65379	ENSGALG00000012915.5
EA71242	ENSGALG00000006149.4
EA14190	ENSGALG00000043352.2
EA64937	ENSGALG00000004860.3
EA43761	ENSGALG00000038362.1
EA38223	ENSGALG00000034003.2
EA84837	ENSGALG00000040045.1
EA46894	ENSGALG00000009450.1
EA49588	ENSGALG00000031582.2
EA28569	ENSGALG00000001634.6
EA30618	ENSGALG00000032546.2
EA80165	ENSGALG00000032677.1
EA37478	ENSGALG00000003959.4
EA79247	ENSGALG00000008500.5
EA76597	ENSGALG00000002693.5
EA49457	ENSGALG00000033100.1
EA50235	ENSGALG00000008858.6
EA01935	ENSGALG00000038411.2
EA23200	ENSGALG00000003672.6
EA49445	ENSGALG00000004049.5
EA72496	ENSGALG00000003005.5
EA85167	ENSGALG00000001419.5
EA80314	ENSGALG00000043799.1
EA76574	ENSGALG00000015402.5
EA78255	ENSGALG00000014683.5
EA68835	ENSGALG00000035156.1
EA59003	ENSGALG00000036214.2
EA64418	ENSGALG00000004935.6
EA21342	ENSGALG00000039034.1
EA82632	ENSGALG00000032430.1
EA68387	ENSGALG00000006750.5
EA14326	ENSGALG00000036295.1
EA00182	ENSGALG00000038013.1
EA65198	ENSGALG00000028273.2
EA64012	ENSGALG00000022802.4
EA19860	ENSGALG00000009788.6
EA66292	ENSGALG00000043693.2
EA22327	ENSGALG00000005249.5
EA13000	ENSGALG00000034802.2
EA22565	ENSGALG00000019873.4
EA15650	ENSGALG00000039967.1
EA60855	ENSGALG00000033058.2
EA20763	ENSGALG00000017046.5
EA24638	ENSGALG00000036519.1
EA34047	ENSGALG00000013229.6
EA41718	ENSGALG00000003661.5
EA44127	ENSGALG00000015315.5
EA17193	ENSGALG00000010643.5
EA27908	ENSGALG00000002358.5
EA02254	ENSGALG00000002515.6
EA48600	ENSGALG00000009352.6
EA44094	ENSGALG00000015010.3
EA79535	ENSGALG00000033997.2
EA33048	ENSGALG00000009971.4
EA32901	ENSGALG00000010627.6
EA62492	ENSGALG00000031380.1
EA36683	ENSGALG00000015347.5
EA52435	ENSGALG00000007119.5
EA54130	ENSGALG00000009056.5
EA15362	ENSGALG00000014910.5
EA73238	ENSGALG00000033671.1
EA65661	ENSGALG00000010863.5
EA65260	ENSGALG00000013073.5
EA40780	ENSGALG00000005579.6
EA14249	ENSGALG00000023083.3
EA39083	ENSGALG00000027991.2
EA75328	ENSGALG00000002701.4
EA09918	ENSGALG00000045185.1
EA19608	ENSGALG00000038885.2
EA46920	ENSGALG00000010117.6
EA20796	ENSGALG00000008629.5
EA16518	ENSGALG00000019211.5
EA14834	ENSGALG00000041553.2
EA08063	ENSGALG00000013851.5
EA12095	ENSGALG00000014897.6
EA45186	ENSGALG00000001348.4
EA44397	ENSGALG00000014981.5
EA27134	ENSGALG00000013342.4
EA48589	ENSGALG00000031298.2
EA16870	ENSGALG00000014908.4
EA05566	ENSGALG00000013778.5
EA57872	ENSGALG00000008791.5
EA71289	ENSGALG00000038336.2
EA69239	ENSGALG00000002157.6
EA01839	ENSGALG00000004881.5
EA31966	ENSGALG00000008236.5
EA45361	ENSGALG00000006989.5
EA13516	ENSGALG00000028298.2
EA06946	ENSGALG00000031216.2
EA50680	ENSGALG00000002193.6
EA78297	ENSGALG00000011514.7
EA30336	ENSGALG00000011468.5
EA48793	ENSGALG00000009637.5
EA30321	ENSGALG00000045371.1
EA80879	ENSGALG00000033996.1
EA19710	ENSGALG00000017171.5
EA43910	ENSGALG00000003356.5
EA16608	ENSGALG00000014121.5
EA67285	ENSGALG00000006194.5
EA39153	ENSGALG00000003085.6
EA71032	ENSGALG00000040035.2
EA45862	ENSGALG00000034590.1
EA02434	ENSGALG00000003570.4
EA77541	ENSGALG00000009257.6
EA77037	ENSGALG00000002527.4
EA33644	ENSGALG00000036598.2
EA78679	ENSGALG00000041331.1
EA84906	ENSGALG00000003955.5
EA49784	ENSGALG00000002798.5
EA53177	ENSGALG00000031983.2
EA52910	ENSGALG00000038494.1
EA37625	ENSGALG00000010448.6
EA61811	ENSGALG00000002151.6
EA63139	ENSGALG00000036412.2
EA27749	ENSGALG00000004614.5
EA01970	ENSGALG00000001652.6
EA58046	ENSGALG00000007778.6
EA40803	ENSGALG00000022718.3
EA59949	ENSGALG00000006783.6
EA61397	ENSGALG00000035814.1
