NCAPH2	ENSLOCG00000015775
LOC116940066	ENSLOCG00000017318
LOC116954558	ENSLOCG00000014089
CLCN3	ENSLOCG00000013089
LOC116952474	ENSLOCG00000014368
LOC116952490	ENSLOCG00000005244
MYDGF	ENSLOCG00000004004
TMEM115	ENSLOCG00000014244
LOC116954013	ENSLOCG00000012412
UXS1	ENSLOCG00000008816
LOC116942365	ENSLOCG00000018059
LOC116942400	ENSLOCG00000011704
LOC116949485	ENSLOCG00000008795
BEND6	ENSLOCG00000012643
MMAA	ENSLOCG00000008866
SETD7	ENSLOCG00000010519
RPP38	ENSLOCG00000018347
ATPAF2	ENSLOCG00000008821
SNRPD2	ENSLOCG00000014824
ATXN3	ENSLOCG00000012965
LOC116948890	ENSLOCG00000009617
NPC1	ENSLOCG00000001532
FUT10	ENSLOCG00000010836
LOC116951528	ENSLOCG00000013326
CIAPIN1	ENSLOCG00000003170
SAP130	ENSLOCG00000005291
RYK	ENSLOCG00000005432
LOC116941286	ENSLOCG00000009651
LOC116942350	ENSLOCG00000014458
MON2	ENSLOCG00000016986
FIBP	ENSLOCG00000000738
VPS51	ENSLOCG00000002267
SCAPER	ENSLOCG00000014697
LOC116953617	ENSLOCG00000007010
TMEM184B	ENSLOCG00000001359
LOC116956775	ENSLOCG00000012591
LOC116938332	ENSLOCG00000011345
CHRNA1	ENSLOCG00000007282
LOC116954920	ENSLOCG00000008083
TXNL4B	ENSLOCG00000009526
INIP	ENSLOCG00000002888
CLPX	ENSLOCG00000014110
MAPK6	ENSLOCG00000013351
LOC116947223	ENSLOCG00000016104
LOC116943331	ENSLOCG00000016039
FDFT1	ENSLOCG00000000791
LOC116945243	ENSLOCG00000004469
LOC116953153	ENSLOCG00000009079
LOC116952349	ENSLOCG00000010094
LOC116944035	ENSLOCG00000008137
LOC116944128	ENSLOCG00000008264
PTS	ENSLOCG00000011839
LOC116945820	ENSLOCG00000008045
NUDT21	ENSLOCG00000008005
FLNC	ENSLOCG00000015781
LOC116949295	ENSLOCG00000014567
LOC116939049	ENSLOCG00000001477
SPATA17	ENSLOCG00000016060
MTERF3	ENSLOCG00000008210
PSMG1	ENSLOCG00000004889
LOC116937482	ENSLOCG00000017402
LOC116958259	ENSLOCG00000017183
LOC116943385	ENSLOCG00000000384
LOC116952540	ENSLOCG00000017412
CYHR1	ENSLOCG00000005765
CIAO2B	ENSLOCG00000004939
TSNAX	ENSLOCG00000015831
LOC116951561	ENSLOCG00000013310
LOC116948640	ENSLOCG00000007199
GSS	ENSLOCG00000004359
MLC1	ENSLOCG00000015509
C25H1orf109	ENSLOCG00000005970
HIBCH	ENSLOCG00000008833
FNBP4	ENSLOCG00000006124
CASP6	ENSLOCG00000012266
LOC116951912	ENSLOCG00000005586
LOC116954551	ENSLOCG00000018037
LOC103091799	ENSLOCG00000001834
LOC116958437	ENSLOCG00000004623
SLC32A1	ENSLOCG00000006370
LOC116948980	ENSLOCG00000017971
ADPRHL1	ENSLOCG00000009871
RPS4X	ENSLOCG00000014445
NATD1	ENSLOCG00000002050
ANKRD60	ENSLOCG00000007065
TGFBRAP1	ENSLOCG00000008737
TRAPPC2L	ENSLOCG00000004728
KDSR	ENSLOCG00000012611
WDR24	ENSLOCG00000003515
AIFM1	ENSLOCG00000015353
LOC116943966	ENSLOCG00000012359
INTS9	ENSLOCG00000015999
LOC116952203	ENSLOCG00000002373
LOC116939239	ENSLOCG00000008548
LOC116954547	ENSLOCG00000005796
RBPJ	ENSLOCG00000009731
DDB2	ENSLOCG00000005486
RPL21	ENSLOCG00000004171
NDUFB5	ENSLOCG00000001304
LOC116949381	ENSLOCG00000016167
UHRF1	ENSLOCG00000000097
MTMR14	ENSLOCG00000013669
CARNS1	ENSLOCG00000000679
HSPB1	ENSLOCG00000002907
LYRM7	ENSLOCG00000008270
LOC116942121	ENSLOCG00000014657
LOC116944188	ENSLOCG00000010400
LOC116949353	ENSLOCG00000014111
LOC116956497	ENSLOCG00000006496
LOC116958704	ENSLOCG00000011099
LOC116958752	ENSLOCG00000010754
LOC116941244	ENSLOCG00000007839
NEURL1	ENSLOCG00000012037
LOC116944896	ENSLOCG00000004893
LOC116954097	ENSLOCG00000004621
LOC116955684	ENSLOCG00000007736
TRAP1	ENSLOCG00000002737
UNC45B	ENSLOCG00000009386
MCEE	ENSLOCG00000013690
LOC116954077	ENSLOCG00000002529
ODR4	ENSLOCG00000001553
TMEM67	ENSLOCG00000010134
LOC116947451	ENSLOCG00000015930
LOC116949288	ENSLOCG00000016096
LOC116946068	ENSLOCG00000006998
MRPL53	ENSLOCG00000002871
LOC116940937	ENSLOCG00000011778
NELFA	ENSLOCG00000002190
PCLO	ENSLOCG00000015517
LOC116942416	ENSLOCG00000015842
LOC116947791	ENSLOCG00000014888
LOC116947817	ENSLOCG00000016018
NDUFAF1	ENSLOCG00000013276
LOC116956249	ENSLOCG00000014665
LOC116937330	ENSLOCG00000001706
LOC116949518	ENSLOCG00000017828
CFAP251	ENSLOCG00000005265
GPATCH2L	ENSLOCG00000016058
TPST1	ENSLOCG00000005284
LOC116950183	ENSLOCG00000008079
CASC3	ENSLOCG00000013518
LOC116954891	ENSLOCG00000010445
FANCE	ENSLOCG00000000495
PPP2R1A	ENSLOCG00000001319
MICU3	ENSLOCG00000013949
LOC116949618	ENSLOCG00000011566
LOC116945467	ENSLOCG00000015331
RRP36	ENSLOCG00000015862
GLRX5	ENSLOCG00000008507
RPS3A	ENSLOCG00000008617
SRRT	ENSLOCG00000013658
LOC116948942	ENSLOCG00000017747
LOC116951130	ENSLOCG00000014094
LAGE3	ENSLOCG00000015581
UBN1	ENSLOCG00000001085
KDM1B	ENSLOCG00000005898
LOC116949506	ENSLOCG00000004756
LOC116954405	ENSLOCG00000015382
EEF1G	ENSLOCG00000014527
MMP23B	ENSLOCG00000006275
NIP7	ENSLOCG00000001379
G6PD	ENSLOCG00000014269
LOC116953273	ENSLOCG00000002196
MPC1	ENSLOCG00000016811
PRDX4	ENSLOCG00000003488
ZCCHC7	ENSLOCG00000012834
RMND1	ENSLOCG00000016293
NDUFB7	ENSLOCG00000009951
TMEM205	ENSLOCG00000008148
NDUFV2	ENSLOCG00000002593
LOC116956125	ENSLOCG00000012583
NAE1	ENSLOCG00000005017
LYAR	ENSLOCG00000009963
LOC116937593	ENSLOCG00000010309
CSK	ENSLOCG00000014621
CDC7	ENSLOCG00000004901
LOC116944649	ENSLOCG00000003417
UBA1	ENSLOCG00000014330
LOC116942673	ENSLOCG00000003134
LOC116945438	ENSLOCG00000015467
LOC116947711	ENSLOCG00000016691
LOC116938806	ENSLOCG00000000457
ERCC1	ENSLOCG00000006213
LOC116953938	ENSLOCG00000009365
STYX	ENSLOCG00000012074
CILP	ENSLOCG00000013772
LOC116944346	ENSLOCG00000005773
SNW1	ENSLOCG00000008813
LOC116957455	ENSLOCG00000000498
UBE4A	ENSLOCG00000003975
LOC116951926	ENSLOCG00000002183
LOC116938583	ENSLOCG00000012001
PTH1R	ENSLOCG00000009481
LOC116957488	ENSLOCG00000017962
LOC116957540	ENSLOCG00000008019
LOC116947117	ENSLOCG00000008880
LOC116947373	ENSLOCG00000014371
LOC116948219	ENSLOCG00000001852
ULK3	ENSLOCG00000014610
SLF1	ENSLOCG00000001601
GUCA1A	ENSLOCG00000015471
LOC116952919	ENSLOCG00000016121
WTAP	ENSLOCG00000016191
CEP41	ENSLOCG00000015609
VEPH1	ENSLOCG00000003346
LOC116948321	ENSLOCG00000015559
LOC116949713	ENSLOCG00000010884
SOX7	ENSLOCG00000005401
CFAP20DC	ENSLOCG00000010469
LOC116953201	ENSLOCG00000005257
FBXL4	ENSLOCG00000017099
CDKL5	ENSLOCG00000007559
ABCB7	ENSLOCG00000013647
ARL2	ENSLOCG00000002173
IQUB	ENSLOCG00000015872
LRRK1	ENSLOCG00000014067
YAE1	ENSLOCG00000011304
LOC116938736	ENSLOCG00000012999
MRPL15	ENSLOCG00000005663
RPS12	ENSLOCG00000016236
LOC116952966	ENSLOCG00000017929
LIX1L	ENSLOCG00000009089
DERL1	ENSLOCG00000009243
POLE	ENSLOCG00000003978
LOC116942632	ENSLOCG00000017016
TUBG1	ENSLOCG00000012432
LOC116951202	ENSLOCG00000004859
LOC116950944	ENSLOCG00000002509
NUDCD2	ENSLOCG00000010683
LOC116947690	ENSLOCG00000009191
LOC116947722	ENSLOCG00000016782
LOC116950202	ENSLOCG00000002325
MKS1	ENSLOCG00000001032
LOC116937744	ENSLOCG00000015244
ATP5F1B	ENSLOCG00000008090
SEC61A1	ENSLOCG00000015709
LOC116949433	ENSLOCG00000011096
FBXO9	ENSLOCG00000016879
GLB1L2	ENSLOCG00000002950
CRAMP1	ENSLOCG00000002093
LOC116956911	ENSLOCG00000009123
LOC116939995	ENSLOCG00000017323
TFAM	ENSLOCG00000006454
RPS28	ENSLOCG00000002654
TMEM132C	ENSLOCG00000002145
DNAJC9	ENSLOCG00000008452
OTUD6B	ENSLOCG00000010181
PCIF1	ENSLOCG00000006757
PSKH1	ENSLOCG00000006672
LOC116943780	ENSLOCG00000009535
SAE1	ENSLOCG00000014375
ALG3	ENSLOCG00000005922
MFSD3	ENSLOCG00000009703
LOC116948818	ENSLOCG00000013228
OTUD1	ENSLOCG00000003243
LOC116946924	ENSLOCG00000002059
ITGA9	ENSLOCG00000006512
PGAM5	ENSLOCG00000002606
LOC116953242	ENSLOCG00000002663
PRLR	ENSLOCG00000009686
LOC116944379	ENSLOCG00000016880
ALKBH2	ENSLOCG00000004502
LOC116946230	ENSLOCG00000018093
LOC116952797	ENSLOCG00000018250
CZIB	ENSLOCG00000006123
RPL10A	ENSLOCG00000000533
LOC116941011	ENSLOCG00000012637
LOC116944865	ENSLOCG00000009782
NRARP	ENSLOCG00000017338
ARRDC3	ENSLOCG00000001698
LOC116952680	ENSLOCG00000006027
LOC116946982	ENSLOCG00000010245
BCKDHA	ENSLOCG00000014217
LOC116947338	ENSLOCG00000012434
ADPRS	ENSLOCG00000000800
PSMA2	ENSLOCG00000009306
COL6A2	ENSLOCG00000009684
PREPL	ENSLOCG00000016376
LOC116947729	ENSLOCG00000017363
LOC116950746	ENSLOCG00000012294
LOC116956351	ENSLOCG00000009677
OXT	ENSLOCG00000001173
LOC116944604	ENSLOCG00000010127
IPO13	ENSLOCG00000010620
LOC116952314	ENSLOCG00000013251
NDUFB11	ENSLOCG00000014298
LOC116953557	ENSLOCG00000011000
SNX25	ENSLOCG00000013780
SORT1	ENSLOCG00000012309
ARHGEF39	ENSLOCG00000016136
CORO2B	ENSLOCG00000013967
MPDU1	ENSLOCG00000014460
MTHFD1	ENSLOCG00000012891
BCO1	ENSLOCG00000003923
LOC116956067	ENSLOCG00000003995
TMEM14C	ENSLOCG00000013157
POLB	ENSLOCG00000015620
LOC116941911	ENSLOCG00000014128
LOC116944363	ENSLOCG00000011213
LOC116944222	ENSLOCG00000005426
LOC116944816	ENSLOCG00000001597
RDH8	ENSLOCG00000007147
RRAS2	ENSLOCG00000003220
DAGLB	ENSLOCG00000008384
NAT9	ENSLOCG00000016112
LOC116938834	ENSLOCG00000010730
LOC103091763	ENSLOCG00000013026
LOC116948964	ENSLOCG00000017744
AQP8	ENSLOCG00000005397
TLN2	ENSLOCG00000010969
CAD	ENSLOCG00000015871
DCTD	ENSLOCG00000013678
LOC116939113	ENSLOCG00000000236
TBCC	ENSLOCG00000017365
MOCS3	ENSLOCG00000016860
LOC116942447	ENSLOCG00000015654
DNAL4	ENSLOCG00000017847
LOC116958432	ENSLOCG00000006462
LOC116945097	ENSLOCG00000009704
PDXDC1	ENSLOCG00000007352
BORCS5	ENSLOCG00000016492
LOC116940447	ENSLOCG00000002004
ZNF451	ENSLOCG00000016996
TMEM218	ENSLOCG00000005308
LOC116948149	ENSLOCG00000001288
LOC116946272	ENSLOCG00000018109
LOC116946531	ENSLOCG00000003316
LOC116950403	ENSLOCG00000003404
LOC116944256	ENSLOCG00000011639
LOC116948586	ENSLOCG00000010431
LOC116948616	ENSLOCG00000006686
EEF1D	ENSLOCG00000008527
HAT1	ENSLOCG00000007651
TNKS2	ENSLOCG00000012168
FRG1	ENSLOCG00000013868
LOC116943131	ENSLOCG00000008442
DDX27	ENSLOCG00000002659
PLEKHF2	ENSLOCG00000018337
POU2F1	ENSLOCG00000009711
LOC116940286	ENSLOCG00000010282
LOC116953033	ENSLOCG00000015818
LOC116955556	ENSLOCG00000016939
LOC116948794	ENSLOCG00000001702
MGAT5	ENSLOCG00000001826
BCR	ENSLOCG00000007102
LOC116941312	ENSLOCG00000007851
CIAO1	ENSLOCG00000015205
LOC116948178	ENSLOCG00000003970
LOC116948512	ENSLOCG00000002054
LOC116940290	ENSLOCG00000012806
ARMT1	ENSLOCG00000016285
ZCCHC10	ENSLOCG00000010604
LOC116958230	ENSLOCG00000016217
SAMD15	ENSLOCG00000010816
LOC116950144	ENSLOCG00000010587
XAB2	ENSLOCG00000006992
RPS11	ENSLOCG00000006848
SMS	ENSLOCG00000003761
LOC116942624	ENSLOCG00000005299
LOC116942667	ENSLOCG00000013116
PHTF2	ENSLOCG00000016007
HEMK1	ENSLOCG00000014444
SEC23IP	ENSLOCG00000011455
MRPL42	ENSLOCG00000015284
LRRC17	ENSLOCG00000015990
USP37	ENSLOCG00000008918
UBAC1	ENSLOCG00000003381
GSKIP	ENSLOCG00000010833
NPRL2	ENSLOCG00000014239
LOC116948939	ENSLOCG00000009966
DPH2	ENSLOCG00000002599
LOC116950878	ENSLOCG00000012516
TTC8	ENSLOCG00000010427
DECR2	ENSLOCG00000003276
RPS2	ENSLOCG00000008889
LOC116950782	ENSLOCG00000011742
DPP9	ENSLOCG00000002604
SNAP29	ENSLOCG00000002299
BMERB1	ENSLOCG00000007324
UBE2G2	ENSLOCG00000009402
RBBP6	ENSLOCG00000005487
RPAP2	ENSLOCG00000004726
MRTO4	ENSLOCG00000004468
ACADSB	ENSLOCG00000008211
AASDHPPT	ENSLOCG00000006918
CC2D2A	ENSLOCG00000009843
TRMT44	ENSLOCG00000010316
LOC116944920	ENSLOCG00000007805
ARMC6	ENSLOCG00000004866
KATNBL1	ENSLOCG00000012512
MTPN	ENSLOCG00000016957
MSL2	ENSLOCG00000007537
LOC116943177	ENSLOCG00000016434
CHAT	ENSLOCG00000005657
CCSAP	ENSLOCG00000015472
PAX9	ENSLOCG00000013992
LOC116940539	ENSLOCG00000012615
LOC116940575	ENSLOCG00000011809
GPATCH4	ENSLOCG00000008820
LOC116957082	ENSLOCG00000005075
LOC103091845	ENSLOCG00000002035
METTL6	ENSLOCG00000001835
WDR35	ENSLOCG00000017192
LSM8	ENSLOCG00000015580
RFK	ENSLOCG00000009824
SEC61B	ENSLOCG00000005335
TBCCD1	ENSLOCG00000004084
LOC116950889	ENSLOCG00000009344
NF2	ENSLOCG00000003628
TYRP1	ENSLOCG00000013264
LOC116951937	ENSLOCG00000000178
TNFAIP3	ENSLOCG00000015425
SULT6B1	ENSLOCG00000015518
BTAF1	ENSLOCG00000007169
LOC116940506	ENSLOCG00000002120
LOC116951048	ENSLOCG00000008469
CISD2	ENSLOCG00000012043
LOC116939281	ENSLOCG00000004982
PSMD9	ENSLOCG00000005247
BLZF1	ENSLOCG00000010075
SLC26A11	ENSLOCG00000012525
LOC116941229	ENSLOCG00000007289
MRE11	ENSLOCG00000007516
WBP4	ENSLOCG00000005967
LOC116938033	ENSLOCG00000011378
LOC116944090	ENSLOCG00000010904
SOCS6	ENSLOCG00000017811
LOC116945937	ENSLOCG00000005367
TMEM33	ENSLOCG00000012912
C41H4orf47	ENSLOCG00000013800
NISCH	ENSLOCG00000010609
LOC116952798	ENSLOCG00000010973
TSEN34	ENSLOCG00000001887
LOC116950778	ENSLOCG00000017953
LOC116950604	ENSLOCG00000011358
PALMD	ENSLOCG00000002822
ACHE	ENSLOCG00000014072
LOC116937484	ENSLOCG00000014773
MCM3AP	ENSLOCG00000008893
RIPK1	ENSLOCG00000013018
MDH1B	ENSLOCG00000010397
LOC116949150	ENSLOCG00000010799
RPL22	ENSLOCG00000004916
LOC116946651	ENSLOCG00000005839
LOC116950614	ENSLOCG00000006036
SRP19	ENSLOCG00000010302
IFT122	ENSLOCG00000013048
LOC116944465	ENSLOCG00000015180
CENPN	ENSLOCG00000000681
CADPS	ENSLOCG00000010394
LOC116942170	ENSLOCG00000008709
IDH3A	ENSLOCG00000014826
PXYLP1	ENSLOCG00000004225
LOC116946978	ENSLOCG00000009004
ALKBH8	ENSLOCG00000006833
LOC116943580	ENSLOCG00000010033
PAQR9	ENSLOCG00000013367
AKAP12	ENSLOCG00000016296
MED6	ENSLOCG00000014035
LOC116949628	ENSLOCG00000008829
NDC1	ENSLOCG00000003080
EPS15L1	ENSLOCG00000003755
LOC116954716	ENSLOCG00000002769
LOC116954767	ENSLOCG00000013506
LOC116942792	ENSLOCG00000005015
CEP70	ENSLOCG00000003377
SVOP	ENSLOCG00000004555
RNF170	ENSLOCG00000003248
PRKAA2	ENSLOCG00000008799
LOC116941568	ENSLOCG00000000552
LOC116941613	ENSLOCG00000002658
SSR3	ENSLOCG00000003280
ASAH1	ENSLOCG00000013874
REXO2	ENSLOCG00000002389
LOC116957401	ENSLOCG00000002526
LOC116949558	ENSLOCG00000004800
SGSH	ENSLOCG00000012535
BOK	ENSLOCG00000006419
PKD1L2	ENSLOCG00000003938
CMPK2	ENSLOCG00000016807
PGM1	ENSLOCG00000009373
TMEM208	ENSLOCG00000006204
LOC116954195	ENSLOCG00000003079
ALG11	ENSLOCG00000010386
NUDCD3	ENSLOCG00000015304
HSD17B4	ENSLOCG00000008806
LOC116938197	ENSLOCG00000010053
TTN	ENSLOCG00000006331
KIF9	ENSLOCG00000010165
KCTD12	ENSLOCG00000014860
LOC116957437	ENSLOCG00000000468
LOC116951305	ENSLOCG00000015975
DOCK3	ENSLOCG00000015916
RAB39B	ENSLOCG00000006748
PIGX	ENSLOCG00000005556
LOC116949358	ENSLOCG00000015846
LOC116953439	ENSLOCG00000003527
LOC116953328	ENSLOCG00000009135
LOC116958607	ENSLOCG00000002302
LOC116937025	ENSLOCG00000008198
METTL16	ENSLOCG00000004429
SHC1	ENSLOCG00000007649
CRYGN	ENSLOCG00000009994
UBE2Z	ENSLOCG00000013488
LOC116945518	ENSLOCG00000003812
PHLDA2	ENSLOCG00000017319
THEM6	ENSLOCG00000008438
EXOSC10	ENSLOCG00000006443
PLA2G6	ENSLOCG00000011469
RRN3	ENSLOCG00000007390
LOC116938249	ENSLOCG00000005685
LOC116936854	ENSLOCG00000003156
TOE1	ENSLOCG00000002852
FSIP1	ENSLOCG00000012463
CCDC13	ENSLOCG00000009427
ZNF236	ENSLOCG00000003926
LOC116943819	ENSLOCG00000017836
PSMC5	ENSLOCG00000011995
RABGGTB	ENSLOCG00000003528
LOC116947342	ENSLOCG00000016028
LOC116945046	ENSLOCG00000007067
BIRC6	ENSLOCG00000016644
RAB3GAP2	ENSLOCG00000017036
JAM3	ENSLOCG00000004891
LOC116949454	ENSLOCG00000008536
ESF1	ENSLOCG00000015979
LOC116957087	ENSLOCG00000009366
NKX2	ENSLOCG00000016872
EHBP1	ENSLOCG00000016075
LOC116941298	ENSLOCG00000016107
NHLRC2	ENSLOCG00000012050
PSMD3	ENSLOCG00000012886
MGST3	ENSLOCG00000010594
LOC116940384	ENSLOCG00000007998
CCDC39	ENSLOCG00000000553
AGTRAP	ENSLOCG00000004850
POLL	ENSLOCG00000011706
HECTD1	ENSLOCG00000009590
LOC116949524	ENSLOCG00000013855
SMYD2	ENSLOCG00000016700
IFT172	ENSLOCG00000015878
RNF7	ENSLOCG00000008065
LOC116952696	ENSLOCG00000016387
LOC116955398	ENSLOCG00000012138
LOC116950265	ENSLOCG00000002117
LOC116938728	ENSLOCG00000004393
LNX2	ENSLOCG00000014140
RTF1	ENSLOCG00000013279
ACBD3	ENSLOCG00000015790
SERAC1	ENSLOCG00000016268
LOC116955477	ENSLOCG00000016223
LOC116953055	ENSLOCG00000002084
MRPL24	ENSLOCG00000008058
FOXA2	ENSLOCG00000016870
GDF11	ENSLOCG00000003644
SGO1	ENSLOCG00000006661
LOC103091829	ENSLOCG00000017201
RFTN2	ENSLOCG00000006436
APOB	ENSLOCG00000017204
TRADD	ENSLOCG00000007950
SCX	ENSLOCG00000007444
LOC116941000	ENSLOCG00000013105
FAM199X	ENSLOCG00000014795
CLN5	ENSLOCG00000006151
BTD	ENSLOCG00000006069
LMBRD1	ENSLOCG00000017055
LOC116947429	ENSLOCG00000015835
HTR3A	ENSLOCG00000004605
LOC116948172	ENSLOCG00000009576
LOC116950775	ENSLOCG00000013273
CERT1	ENSLOCG00000005451
LOC116940566	ENSLOCG00000009680
LOC116938040	ENSLOCG00000011791
LOC116941262	ENSLOCG00000007011
LOC116942970	ENSLOCG00000004070
BAG1	ENSLOCG00000011163
LOC116944115	ENSLOCG00000013459
LOC116950414	ENSLOCG00000008814
ABAT	ENSLOCG00000006598
HSF2BP	ENSLOCG00000001309
LOC116948936	ENSLOCG00000009943
ENOSF1	ENSLOCG00000011003
KMO	ENSLOCG00000016577
LOC116937004	ENSLOCG00000013794
NUP43	ENSLOCG00000017007
TSTD2	ENSLOCG00000009569
LOC116942213	ENSLOCG00000007013
LOC116954901	ENSLOCG00000009977
LOC116950227	ENSLOCG00000004182
LOC116950263	ENSLOCG00000006397
RBM18	ENSLOCG00000003002
LOC116951845	ENSLOCG00000011508
FANCA	ENSLOCG00000002909
LOC116938729	ENSLOCG00000008759
LOC116958137	ENSLOCG00000003674
LRRC71	ENSLOCG00000006658
LOC116952441	ENSLOCG00000007345
WDFY2	ENSLOCG00000010340
LOC116943323	ENSLOCG00000001445
SLC17A6	ENSLOCG00000015210
GTF2H5	ENSLOCG00000016267
RBM7	ENSLOCG00000002408
LOC116951546	ENSLOCG00000007268
PSMB2	ENSLOCG00000000700
TEX10	ENSLOCG00000005439
SNAP47	ENSLOCG00000009233
LOC116954745	ENSLOCG00000012283
LOC116939631	ENSLOCG00000016594
INTS4	ENSLOCG00000006446
EMSY	ENSLOCG00000004825
TBCD	ENSLOCG00000013980
LOC116955022	ENSLOCG00000006362
FXN	ENSLOCG00000009422
LMX1B	ENSLOCG00000001247
LOC116956388	ENSLOCG00000015214
LOC116942929	ENSLOCG00000007764
PCDH18	ENSLOCG00000005273
PRMT7	ENSLOCG00000003153
LRR1	ENSLOCG00000011393
AKAP9	ENSLOCG00000010582
TIPIN	ENSLOCG00000013854
OGT	ENSLOCG00000014832
PAICS	ENSLOCG00000013998
PAX7	ENSLOCG00000003864
ALDH4A1	ENSLOCG00000004638
LOC116945811	ENSLOCG00000010044
SLC39A9	ENSLOCG00000014198
LOC116950204	ENSLOCG00000001156
LEO1	ENSLOCG00000013347
CWC25	ENSLOCG00000013707
TMEM41A	ENSLOCG00000009578
LOC116943874	ENSLOCG00000011803
LOC116937897	ENSLOCG00000013965
LOC116943174	ENSLOCG00000016574
STK25	ENSLOCG00000006383
HPS1	ENSLOCG00000009087
SLC52A2	ENSLOCG00000008703
PFAS	ENSLOCG00000010645
CDS2	ENSLOCG00000015345
LOC116940341	ENSLOCG00000005591
LOC116943569	ENSLOCG00000004190
LOC116943604	ENSLOCG00000008023
LOC116946714	ENSLOCG00000017284
EPHX1	ENSLOCG00000015901
THYN1	ENSLOCG00000005023
LOC116939535	ENSLOCG00000016386
MGAT2	ENSLOCG00000017706
LOC116940617	ENSLOCG00000015594
LOC116947877	ENSLOCG00000015995
LOC103091791	ENSLOCG00000004195
LOC116948864	ENSLOCG00000007054
LOC116938504	ENSLOCG00000007043
TMEM17	ENSLOCG00000007806
LOC116944655	ENSLOCG00000012034
LOC116950671	ENSLOCG00000014973
LOC116952127	ENSLOCG00000011518
LOC116952061	ENSLOCG00000008447
DDX18	ENSLOCG00000003108
TMEM196	ENSLOCG00000011414
SNRPG	ENSLOCG00000015662
LOC116958234	ENSLOCG00000001214
NIFK	ENSLOCG00000002155
TPK1	ENSLOCG00000013400
XRCC1	ENSLOCG00000005639
LYRM1	ENSLOCG00000007969
SDHAF1	ENSLOCG00000017725
ANTKMT	ENSLOCG00000003152
LOC116948945	ENSLOCG00000009309
NSUN2	ENSLOCG00000008755
LOC116954247	ENSLOCG00000011903
TTLL1	ENSLOCG00000015129
CMTR1	ENSLOCG00000017052
BTBD2	ENSLOCG00000012920
BBS4	ENSLOCG00000014945
SRM	ENSLOCG00000006482
LOC116954432	ENSLOCG00000001941
LOC116939379	ENSLOCG00000016294
TTC27	ENSLOCG00000016680
LOC116954531	ENSLOCG00000003026
LOC116956147	ENSLOCG00000016352
HSPBAP1	ENSLOCG00000002380
EOGT	ENSLOCG00000010125
LOC116938091	ENSLOCG00000011055
NFKBIL1	ENSLOCG00000005912
CHORDC1	ENSLOCG00000007242
LOC116940436	ENSLOCG00000012234
HARS1	ENSLOCG00000011198
DPH5	ENSLOCG00000000186
SUDS3	ENSLOCG00000003254
CCDC58	ENSLOCG00000003236
LOC116942036	ENSLOCG00000002745
LOC116942783	ENSLOCG00000007097
ALG5	ENSLOCG00000008488
CDA	ENSLOCG00000001971
MCM10	ENSLOCG00000015721
LOC116944893	ENSLOCG00000010200
SMARCAD1	ENSLOCG00000012909
VPS37A	ENSLOCG00000013932
STK36	ENSLOCG00000003525
LOC116950297	ENSLOCG00000003433
ING3	ENSLOCG00000015792
MNX1	ENSLOCG00000010942
LOC116939703	ENSLOCG00000014311
GINM1	ENSLOCG00000017004
CREB3L1	ENSLOCG00000005600
LOC116938723	ENSLOCG00000005133
COG1	ENSLOCG00000012473
LOC116951425	ENSLOCG00000007947
ARL13B	ENSLOCG00000010465
RIOX1	ENSLOCG00000015694
LOC116941867	ENSLOCG00000008132
ANKRD34C	ENSLOCG00000017949
RABAC1	ENSLOCG00000004589
PRKCSH	ENSLOCG00000007655
LOC116956587	ENSLOCG00000015300
LOC116941246	ENSLOCG00000012069
DUSP1	ENSLOCG00000012031
LOC116943313	ENSLOCG00000016005
RPAIN	ENSLOCG00000002804
LOC116940787	ENSLOCG00000017984
KLHL18	ENSLOCG00000010189
RAB3GAP1	ENSLOCG00000001701
CNOT9	ENSLOCG00000008931
FMNL2	ENSLOCG00000005582
LOC116954446	ENSLOCG00000004657
RNF185	ENSLOCG00000004810
LAMTOR1	ENSLOCG00000007824
LOC116947861	ENSLOCG00000012919
CA10	ENSLOCG00000011070
TTC38	ENSLOCG00000016836
ZNF131	ENSLOCG00000008117
IMMP1L	ENSLOCG00000004632
LOC116945770	ENSLOCG00000006511
LOC116945903	ENSLOCG00000007746
TXNDC11	ENSLOCG00000000563
HEXD	ENSLOCG00000005196
PPWD1	ENSLOCG00000010598
NFIA	ENSLOCG00000009919
IQCH	ENSLOCG00000013914
LOC116940019	ENSLOCG00000009894
HINT1	ENSLOCG00000008277
LOC116951081	ENSLOCG00000005042
MARS1	ENSLOCG00000000371
LOC116954807	ENSLOCG00000010020
EXT2	ENSLOCG00000002809
PARP1	ENSLOCG00000015798
LOC116950568	ENSLOCG00000001321
LOC116946028	ENSLOCG00000005681
ACSM3	ENSLOCG00000000802
GPHN	ENSLOCG00000014136
RECK	ENSLOCG00000010656
LOC116941516	ENSLOCG00000015840
LOC116958470	ENSLOCG00000015826
LOC116949665	ENSLOCG00000012764
LOC116949705	ENSLOCG00000013254
PSMD6	ENSLOCG00000010311
TBK1	ENSLOCG00000016486
CCDC151	ENSLOCG00000008294
LOC116951409	ENSLOCG00000018090
TMEM220	ENSLOCG00000012113
ANXA2	ENSLOCG00000014787
DIABLO	ENSLOCG00000009376
LOC116943912	ENSLOCG00000006420
LOC103091805	ENSLOCG00000014714
SMIM4	ENSLOCG00000010575
GLMN	ENSLOCG00000004740
DHFR	ENSLOCG00000005217
