ID	NAME	Eggs_G	Embr_32cells	Embr_8h	Embr_15h	Embr_36h	PreMetam_G	Cirri_b	Epidermis_b	FemGonads_b	Gills_b	Gut_b	Hepatic_b	Hepatic_o	MaleGonads_b	Muscle_b	NeuralTube_b	NeuralTube_o
BL00282	Hypp2519	0.01	0.05	98.28	367.28	6.83	0.42	1.25	2.18	0.45	0.14	0.13	0.05	0.04	1.38	0.04	0.33	1.08
BL00285	AC005841.1	3.51	1.22	1.22	12.51	7.46	13.06	0.97	0.50	0.22	8.97	4.09	6.17	3.38	1.95	1.57	0.95	1.21
BL00287	Hypp1371	0.02	0.00	4.94	5.69	22.16	0.04	0.05	0.00	0.00	0.00	0.00	0.00	0.01	0.04	0.01	0.18	0.03
BL00288	USP40	1.55	10.63	7.45	1.97	3.65	2.74	7.23	21.16	23.34	11.17	5.73	5.42	5.07	16.67	8.99	5.19	8.64
BL00289	COMMD4	1.32	23.29	6.82	7.20	10.74	7.33	7.25	3.61	0.80	10.41	10.21	10.65	11.81	9.99	2.91	8.74	6.88
BL00290	SEC22A	0.64	6.31	11.79	8.50	6.17	1.69	3.24	3.86	3.24	4.23	1.55	2.04	2.36	2.63	2.11	4.04	2.03
BL00291	Hypp8522	0.00	0.03	0.02	0.02	0.08	1.35	0.07	0.00	0.51	0.37	1.15	0.68	0.70	0.21	0.00	0.32	2.21
BL00292	DNHD1	0.15	0.19	0.13	0.72	1.82	4.06	0.19	0.04	0.94	0.12	1.42	0.52	1.06	2.12	0.07	0.36	0.58
BL00293	ZNF845	4.05	19.01	8.91	8.47	5.12	3.47	3.99	3.01	11.39	2.37	2.14	2.13	1.91	17.49	6.67	5.32	4.39
BL00294	ENSG00000259777	0.20	0.05	1.50	3.92	8.46	15.07	0.39	1.83	0.51	25.76	50.27	95.97	85.12	1.58	2.34	0.15	0.61
BL00295	AP1AR	4.69	6.30	3.34	6.58	24.80	15.01	20.15	23.62	17.92	55.36	32.28	35.29	29.36	14.07	8.53	7.69	11.26
BL00296	ATP6V0B	0.78	5.83	5.08	13.61	35.09	18.92	25.09	30.90	12.30	21.14	24.87	33.03	28.46	10.07	15.45	58.50	23.40
BL00297	SGPL1	1.42	3.75	9.45	37.95	36.58	17.07	14.84	10.03	5.25	24.38	9.88	20.20	17.97	42.86	4.98	8.94	6.45
BL00298	Hypp10030	4.97	7.88	43.53	76.39	57.16	25.70	210.21	355.14	17.05	48.16	2.53	0.89	1.26	8.56	16.40	3.57	10.72
BL00299	DHRS7	2.97	14.59	5.85	4.73	2.42	0.69	9.70	9.09	0.84	0.78	0.17	0.07	0.35	1.82	0.29	2.39	0.42
BL00301	DRAM2	0.40	12.92	4.37	0.84	2.39	5.86	27.92	31.66	9.24	14.13	13.25	9.20	14.02	20.20	25.50	33.08	32.68
BL00302	C11orf49	5.99	20.45	7.02	11.83	10.60	8.62	15.29	10.88	14.10	8.38	16.06	26.97	41.80	9.38	12.19	14.39	35.08
BL00303	LIPT1	1.65	2.33	1.18	2.18	4.59	1.96	6.41	7.34	25.77	10.20	4.49	2.18	1.65	11.70	6.39	4.37	4.57
BL00304	LTBP4	0.01	0.05	0.10	0.14	0.65	0.11	3.85	0.23	0.39	0.50	0.17	0.02	0.09	0.88	0.06	0.08	0.01
BL00306	SUV420H1	38.13	47.72	53.21	31.56	15.97	17.31	18.29	15.09	7.16	18.62	9.75	8.94	7.77	22.89	9.84	12.08	19.44
BL00307	Hypp16036	0.00	0.01	0.27	0.02	0.67	6.53	0.24	0.05	0.04	1.26	5.26	163.33	69.99	2.91	0.45	0.12	0.33
BL00308	Hypp16040	241.77	65.61	8.89	0.20	0.67	1.57	40.79	39.02	4.92	11.96	0.45	0.00	0.79	1.59	4.38	0.07	1.51
BL00311	CRHR2	0.13	1.73	1.44	0.26	0.70	0.65	0.02	0.00	0.55	0.44	0.11	0.03	0.14	0.36	0.04	0.29	0.37
BL00317	CYP2U1	1.05	0.80	10.21	2.86	28.04	6.87	7.55	0.69	0.36	6.47	9.79	7.17	5.78	0.37	1.42	0.57	1.41
BL00319	CROT	14.10	1.61	1.36	0.90	2.14	3.15	7.61	12.98	4.04	4.37	1.11	1.32	1.26	12.16	2.33	12.55	7.23
BL00320	Hypp4891	0.00	0.61	101.37	0.34	0.18	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
BL00321	PIP5K2B	43.68	45.88	21.18	15.25	40.19	44.99	26.18	19.26	10.05	18.40	29.85	16.84	17.47	29.91	45.58	120.20	81.87
BL00322	UGDH	24.69	2.28	2.33	7.18	24.88	59.85	13.77	14.59	2.81	10.67	22.48	12.12	3.61	8.86	4.37	3.94	3.30
BL00324	SCXA	0.04	0.06	0.58	0.10	1.99	5.88	0.54	0.01	0.28	0.29	0.20	0.12	0.40	0.48	13.99	0.10	0.42
BL00325	Hypp4889	0.00	0.22	88.30	0.08	0.00	0.04	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00
BL00326	CCDC75	37.47	10.76	7.88	10.34	7.47	9.71	10.19	8.15	33.23	12.69	4.57	5.28	7.22	39.30	12.05	10.98	11.77
BL00331	Hypp6610	0.00	0.00	0.02	0.00	0.04	0.14	0.40	0.00	0.05	0.00	0.09	0.94	0.41	0.00	0.08	0.02	0.00
BL00332	LRRC1	41.57	52.23	20.85	5.39	5.36	6.94	13.35	7.33	14.52	13.29	3.44	3.94	9.12	6.34	11.78	24.81	43.26
BL00333	RP5-862P8.2	38.22	30.41	9.57	19.58	21.69	18.18	28.99	19.09	11.51	17.66	17.17	6.12	7.86	13.01	6.09	4.26	7.69
BL00334	IRGC	0.10	0.00	0.05	0.07	0.01	0.16	2.58	45.82	0.99	16.92	10.56	1.95	0.62	0.30	4.02	1.44	3.37
BL00336	C20orf82	0.01	0.00	2.01	0.92	12.49	9.12	97.48	0.07	0.31	43.46	4.23	0.44	0.23	0.77	2.22	3.57	2.73
BL00339	PKD1	0.00	0.00	0.15	0.01	0.00	0.03	4.17	0.55	0.12	0.00	0.00	0.03	0.01	0.18	0.19	0.07	0.07
BL00341	SCUBE3	0.55	0.19	1.04	0.69	3.93	0.45	1.10	0.09	0.87	39.05	0.97	0.40	0.75	1.29	0.04	0.52	0.90
BL00343	ENSG00000261906	0.67	0.01	4.92	3.87	4.69	3.37	2.43	3.49	0.53	3.79	8.07	24.66	6.65	4.73	1.03	0.38	0.83
BL00345	C22orf33	0.00	0.01	0.65	16.69	3.08	5.09	0.17	0.04	0.04	8.07	2.25	2.49	2.15	3.46	0.34	0.05	0.15
BL00346	MPRIP	0.41	1.20	0.76	15.54	115.28	16.94	42.31	6.87	22.90	58.14	8.92	10.64	13.84	10.34	51.20	39.10	73.00
BL00347	DNAH9	4.04	4.96	2.26	22.57	28.68	23.24	2.84	1.28	3.01	5.84	3.89	1.07	0.69	96.06	0.99	1.28	5.83
BL00349	Hypp10295	0.08	0.12	0.31	0.03	0.01	3.74	0.57	0.00	0.87	4.56	0.19	0.24	0.04	0.08	0.32	0.11	0.14
BL00350	LRFN4	0.00	0.02	0.02	0.00	0.01	0.03	0.00	0.00	0.40	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.00
BL00352	Hypp10383	55.75	14.14	23.14	20.84	75.80	14.15	20.33	7.29	4.02	38.36	8.80	10.45	20.53	7.82	8.78	4.56	10.68
BL00353	Hypp10350	0.00	0.04	0.62	0.10	5.23	0.37	1.95	0.00	0.15	0.05	0.00	0.04	0.03	0.21	0.50	0.04	0.07
BL00356	PTK2	1.03	13.70	2.20	6.26	19.73	29.56	49.87	31.45	25.69	38.97	32.95	17.06	13.59	24.69	16.63	18.83	44.68
BL00357	C18orf8	17.64	20.01	3.57	10.22	14.98	7.82	17.73	17.11	6.27	11.88	10.70	9.46	11.93	10.74	9.58	10.00	8.83
BL00359	NSMCE1	85.38	62.47	67.74	30.98	18.54	3.57	13.64	11.39	15.69	7.94	10.73	6.07	4.12	25.10	4.68	7.06	5.54
BL00360	PCMTD1	1.26	12.22	19.56	37.01	22.75	29.94	30.36	19.93	16.43	34.20	18.13	18.84	14.28	23.99	33.92	31.28	39.49
BL00361	RSPH10B	0.34	1.60	0.49	32.48	13.87	9.92	2.52	2.36	3.28	12.53	7.41	3.29	4.99	26.98	1.45	0.97	1.84
BL00362	EIF2S1	36.90	64.21	15.88	37.07	35.43	44.70	29.07	33.10	55.87	34.21	106.08	46.21	15.03	44.27	19.59	35.13	20.53
BL00363	C6orf191	13.66	29.75	14.96	10.21	8.40	9.47	9.63	60.71	5.14	14.75	6.67	9.30	8.08	13.11	6.83	12.81	11.29
BL00364	TDRD6	121.68	104.29	126.15	19.53	9.79	1.28	2.46	1.68	76.89	1.72	0.55	0.26	0.32	58.58	7.92	2.01	2.65
BL00365	CC2D2A	0.76	3.13	2.55	2.84	5.35	4.69	6.42	4.62	4.00	7.76	4.11	4.98	4.04	16.97	1.91	4.40	3.97
BL00366	RECK	35.71	16.63	6.37	10.46	17.88	21.28	19.84	10.64	11.05	36.21	17.65	9.00	10.16	16.15	17.53	11.25	9.52
BL00367	FAM55C	0.49	1.12	19.40	11.76	4.49	0.08	0.10	0.00	4.27	0.00	0.00	0.00	0.00	0.29	0.27	0.00	0.00
BL00368	KCNH7	0.02	0.21	0.06	0.01	0.86	6.70	1.53	1.18	3.13	0.53	1.14	0.72	0.64	1.84	0.63	16.72	12.09
BL00369	ZNF782	0.26	4.07	2.97	5.57	2.67	3.19	4.14	2.62	3.42	3.40	1.00	1.40	1.61	6.64	1.85	6.00	2.94
BL00370	Hypp727	0.14	0.00	0.66	0.31	0.46	0.24	0.15	0.02	0.20	0.14	0.08	0.02	0.00	0.75	0.09	0.04	0.00
BL00372	ABCB8	2.92	18.28	47.84	4.11	1.93	1.55	1.35	1.81	0.64	1.66	1.00	1.02	0.98	4.04	0.81	1.34	0.94
BL00375	SFRS12IP1	66.50	30.39	60.17	21.40	10.51	15.71	7.02	8.68	12.88	5.93	6.77	10.11	4.88	19.45	4.47	3.65	7.01
BL00377	SPA17	34.36	12.54	12.41	24.37	22.97	24.99	8.31	2.61	7.53	15.37	11.77	7.53	6.52	10.77	2.97	42.56	20.73
BL00378	ZNF77	0.00	0.00	0.32	0.14	0.06	0.34	0.00	0.00	1.50	0.00	0.00	0.15	0.00	0.84	0.07	0.06	0.00
BL00379	PGLYRP1	0.03	0.00	0.03	0.01	0.97	26.75	0.43	0.00	0.24	0.25	33.25	364.27	322.22	4.51	0.64	0.74	1.39
BL00383	TRPC5	0.01	0.01	8.37	1.53	0.19	2.25	0.47	0.02	0.21	2.90	0.14	0.07	0.14	0.35	0.20	0.04	0.24
BL00386	POMP	29.97	84.28	54.08	77.19	274.61	60.32	75.40	197.32	117.62	71.21	179.97	128.10	83.61	173.57	103.42	58.69	63.66
BL00389	IL17D	0.00	0.00	0.93	0.40	0.04	0.01	0.39	0.02	0.06	0.21	0.14	0.05	0.19	0.11	0.00	0.03	0.00
BL00391	HSD11B1	0.06	0.49	0.73	0.09	0.34	0.95	6.92	1.43	2.35	1.56	0.99	1.20	4.23	1.58	1.26	2.33	3.17
BL00392	SLC43A2	0.03	0.04	0.91	3.13	11.46	69.19	44.27	5.31	5.21	17.07	29.55	3.44	8.88	42.30	56.96	45.95	164.79
BL00394	B4GALNT1	0.02	0.06	0.34	0.01	0.00	0.18	2.83	1.67	0.19	5.60	2.38	0.32	0.36	0.28	0.65	0.53	0.27
BL00397	KRIT1	0.25	2.18	2.77	5.60	3.33	4.58	4.28	0.84	4.84	13.88	1.47	2.75	5.24	17.53	2.71	5.40	5.11
BL00399	RIPK4	0.18	0.06	1.78	0.03	0.71	0.02	0.34	0.06	0.36	3.29	0.02	0.01	0.06	250.62	0.09	0.02	0.17
BL00400	Hypp11132	0.26	0.75	0.99	1.16	0.25	1.21	1.29	1.29	1.66	0.95	0.59	3.49	5.45	0.50	0.35	0.94	0.92
BL00401	Hypp11146	0.14	0.06	0.00	0.00	0.00	1.90	9.48	0.69	0.07	0.00	0.00	0.00	0.05	0.08	0.30	0.07	0.46
BL00403	SELE	0.06	0.02	0.42	14.94	34.32	15.46	2.10	0.70	3.46	0.77	1.29	0.26	0.51	3.60	0.31	0.62	1.44
BL00405	SLC6A5	0.76	0.22	2.99	78.62	78.53	89.52	33.58	0.15	2.90	18.12	0.37	0.94	1.57	61.23	6.97	311.80	566.78
BL00406	Hypp10777	0.29	0.05	0.13	0.32	4.51	3.63	5.01	2.72	0.46	23.98	16.08	3.40	0.91	0.10	10.32	6.65	7.21
BL00407	Hypp10888	3.69	53.90	35.30	0.09	0.23	0.25	0.14	0.19	744.49	0.00	0.00	0.05	0.00	0.80	32.31	0.12	0.57
BL00408	ENSG00000266748	0.04	0.59	0.09	0.77	0.25	2.08	3.60	4.40	1.20	2.07	1.02	4.81	8.17	1.50	0.86	5.26	1.38
BL00409	TLL2	0.07	0.01	1.44	81.60	4.71	3.80	5.03	1.79	0.30	1.61	0.00	0.65	0.88	1.16	1.93	1.09	0.56
BL00410	FCN1	0.00	0.00	0.58	0.02	0.00	2.56	0.03	19.23	0.07	0.06	3.73	2.78	5.71	0.16	0.78	0.04	0.36
BL00412	Hypp10852	2.73	171.49	283.78	65.53	35.94	12.54	16.90	19.23	16.76	19.72	15.62	7.74	6.64	18.15	8.63	10.84	17.84
BL00416	DCAF5	0.07	3.11	2.28	0.92	1.21	2.53	6.56	6.42	4.79	3.05	2.07	1.75	2.22	4.73	3.24	6.67	15.41
BL00417	KCNAB1	8.35	3.56	4.57	5.38	2.07	2.99	9.93	9.01	4.28	2.19	0.90	5.17	12.97	4.54	2.78	1.68	3.17
BL00419	ENSG00000258986	2.35	6.87	9.09	1.57	6.65	6.94	40.70	46.29	15.91	43.77	5.03	5.44	7.48	20.15	15.06	33.02	31.14
BL00420	SFRS17A	48.25	44.36	10.41	15.25	9.96	4.89	9.37	12.39	26.12	7.10	4.99	5.21	5.94	35.33	18.32	4.81	9.66
BL00421	Hypp6340	0.00	0.00	2.76	0.00	0.30	1.34	8.57	24.24	0.46	7.72	6.41	6.77	4.01	3.99	1.95	2.67	3.99
BL00423	Hypp1992	0.00	0.01	0.42	0.13	0.40	0.76	0.78	0.33	0.15	0.16	0.11	0.13	0.07	0.13	0.26	0.16	0.63
BL00424	RNF150	0.49	19.10	19.62	32.85	59.59	126.10	90.43	45.59	28.22	116.70	108.76	100.64	65.54	60.20	66.23	133.79	91.73
BL00426	PGRMC2	49.81	58.09	76.27	53.65	29.11	56.97	63.68	114.93	25.46	60.65	63.38	59.34	89.06	49.23	119.74	53.61	60.53
BL00427	Hypp1993	1.31	0.05	0.15	0.07	0.08	24.91	7.40	0.17	0.27	74.06	1.11	0.59	0.66	1.32	0.52	1.29	2.93
BL00431	ENSG00000262170	8.17	19.67	11.39	7.39	8.19	4.14	8.99	13.38	7.58	7.11	6.26	3.97	2.81	13.32	11.61	16.59	18.77
BL00432	C10orf112	0.15	0.16	0.32	0.23	1.00	4.71	18.23	0.86	0.82	11.69	1.89	2.19	4.01	2.47	4.56	1.12	0.86
BL00434	NOL6	2.12	27.17	3.88	18.28	11.57	4.37	5.32	11.37	13.86	6.19	15.15	13.09	3.14	30.68	5.05	8.71	7.99
BL00435	TM6SF1	5.84	8.27	5.83	1.03	3.42	3.51	8.97	2.91	3.19	9.05	6.19	18.03	22.12	7.20	3.40	5.24	3.16
BL00436	SERF2	44.82	127.69	120.00	158.20	106.81	162.23	97.01	118.81	212.35	163.89	166.59	98.30	66.25	164.05	140.90	87.85	105.56
BL00437	SVEP1	0.33	5.01	0.25	0.14	0.56	9.50	45.11	36.18	1.36	0.47	0.14	0.15	0.25	0.67	1.39	59.49	119.35
BL00441	PTPN12	2.12	1.02	0.68	1.79	7.99	17.76	8.66	10.32	3.56	2.89	14.22	8.97	10.54	5.97	1.85	2.28	7.02
BL00442	CES2	0.23	0.06	0.20	0.01	0.15	4.91	0.00	0.00	0.85	0.12	0.45	4.10	7.04	0.80	0.87	0.03	0.31
BL00443	WASH6P	1.90	1.44	2.61	4.80	8.90	8.86	9.43	7.87	26.55	6.85	8.72	13.78	20.21	5.88	6.16	5.24	6.08
BL00444	NLRC4	0.00	0.00	0.00	0.14	0.57	2.32	1.43	0.13	0.01	11.85	2.81	1.22	0.37	0.79	0.08	0.07	0.17
BL00446	C1orf194	5.29	2.33	7.62	162.36	45.62	16.11	1.23	0.53	0.58	24.26	8.58	4.90	2.27	52.94	2.14	0.11	0.80
BL00447	KDM1B	0.00	0.00	0.07	0.07	0.17	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.34	0.00	0.00	0.00
BL00449	LRRC6	6.58	2.90	1.58	0.23	0.30	5.36	0.64	0.23	3.25	11.54	3.87	0.75	2.34	13.44	1.32	0.51	1.89
BL00451	C6	0.08	0.03	0.52	12.52	78.74	370.20	2.27	0.10	0.91	21.55	152.78	49.63	0.76	4.06	17.64	190.79	14.53
BL00452	Hypp12273	0.03	0.05	0.76	0.23	0.16	37.24	101.09	137.49	0.14	1.74	0.52	0.23	0.89	0.33	1.98	10.78	17.16
BL00454	HEY2	0.00	0.01	0.09	0.01	0.63	3.18	0.35	0.16	0.05	0.01	0.02	0.01	0.01	2.94	0.14	7.34	4.50
BL00455	ENSG00000268829	53.78	5.39	6.28	4.28	9.51	14.91	11.20	3.14	7.80	11.79	13.52	14.33	21.53	11.38	6.62	7.44	5.96
BL00456	Hypp10700	0.02	0.00	0.02	0.01	0.27	3.61	0.28	0.14	0.05	0.08	0.02	0.00	0.03	0.64	0.11	11.37	3.79
BL00457	Hypp10725	0.00	0.02	0.02	0.04	0.08	0.06	0.06	0.09	0.00	0.27	0.00	0.10	0.08	0.00	0.00	0.03	0.00
BL00458	EIF2B2	1.67	25.19	17.04	4.27	21.76	9.49	15.44	18.16	36.88	13.40	19.44	13.46	10.86	27.64	17.22	21.19	17.47
BL00460	IGFALS	2.22	0.03	3.51	0.07	0.05	0.93	0.02	0.02	0.09	0.06	0.70	5.57	9.32	0.38	0.43	0.05	0.26
BL00461	GBP2	0.00	0.00	0.01	0.00	0.04	0.02	11.14	0.00	0.00	0.03	0.23	0.46	1.59	0.00	0.00	1.55	18.31
BL00463	KCTD14	1.64	28.55	2.20	0.57	2.49	2.07	2.89	3.76	13.19	6.32	3.61	3.78	4.63	14.50	3.41	6.37	4.45
BL00464	ENSG00000261919	0.07	0.04	54.07	32.33	11.54	100.10	7.15	1.30	0.76	52.02	9.68	3.45	1.35	3.90	53.54	70.78	95.43
BL00465	LDLRAP1	0.02	0.19	0.17	0.93	8.79	5.41	23.30	26.38	0.47	0.94	0.27	0.33	0.21	1.11	1.41	0.35	1.03
BL00466	ENSG00000269618	6.61	20.15	2.39	2.79	1.47	2.02	2.45	4.55	13.44	0.40	0.09	1.44	1.20	14.86	9.63	3.00	2.79
BL00468	INTS4	4.18	10.20	5.21	4.67	8.51	3.21	8.33	7.65	10.11	4.17	4.35	3.94	3.07	7.87	3.22	4.57	8.05
BL00469	TMEM126A	27.19	7.11	12.09	1.11	6.10	8.45	5.19	5.61	11.95	2.63	4.74	4.33	4.62	10.52	11.59	6.62	7.47
BL00470	GHSR	0.00	0.00	0.02	0.00	0.01	0.45	0.06	0.00	0.18	0.00	0.04	0.00	0.09	0.11	0.00	0.63	0.68
BL00471	TLL1	0.00	0.00	0.08	0.00	0.05	297.30	0.00	0.00	1.53	0.05	2.64	2.51	7.16	0.60	0.04	0.00	0.04
BL00472	LAMA2	0.27	0.11	0.15	0.09	0.31	6.72	0.82	0.01	0.71	21.40	1.36	2.84	2.25	1.35	0.25	0.10	0.44
BL00473	UFC1	22.46	24.13	18.04	14.50	32.72	39.33	29.25	25.68	18.82	31.70	66.11	33.09	12.70	23.54	18.99	38.54	30.56
BL00474	Hypp419	0.03	0.00	0.00	0.25	0.12	35.05	0.00	0.22	0.09	0.00	0.00	0.02	0.01	0.27	0.07	0.03	0.17
BL00475	TECPR2	0.00	0.02	0.02	0.02	0.00	3.05	45.56	0.00	0.19	1.49	0.03	0.09	0.44	0.29	0.04	0.02	0.29
BL00476	Hypp416	0.66	0.15	1.27	0.09	0.03	0.55	27.25	0.40	0.55	94.64	459.92	6.43	1.49	3.13	55.39	5.89	29.38
BL00478	BCO2	0.00	0.00	0.05	0.02	0.00	37.59	0.00	0.00	0.05	0.00	0.28	0.91	0.03	0.21	0.00	0.10	0.15
BL00479	Hypp420	0.00	0.00	0.00	3.34	2.51	8.44	2.09	0.00	0.26	3.25	0.19	0.45	1.68	1.15	2.22	0.00	0.00
BL00480	Hypp414	0.00	0.00	0.05	0.05	0.16	0.13	0.22	0.58	0.31	0.20	0.29	0.78	0.80	0.23	0.00	0.49	0.86
BL00482	PNPLA7	0.02	0.19	1.44	4.12	13.80	18.91	33.26	25.22	9.87	28.17	6.61	8.47	10.05	86.79	41.03	28.82	28.56
BL00483	TYR	0.00	0.00	6.97	0.03	0.07	0.56	0.26	0.39	0.31	0.08	2.70	32.48	18.81	1.50	1.69	0.26	0.34
BL00485	STX6	2.05	100.01	128.89	114.48	44.47	37.51	34.31	15.38	12.46	59.41	26.57	15.84	9.16	24.02	58.02	38.36	31.08
BL00486	USH2A	0.99	4.29	8.92	7.21	7.54	18.57	8.40	5.17	3.00	34.87	8.61	4.48	5.54	9.62	2.36	2.95	8.05
BL00487	C9orf126	8.63	6.94	4.49	0.85	1.49	6.30	3.14	1.71	4.06	6.17	0.75	0.91	2.64	4.34	1.30	15.75	7.04
BL00489	BAT3	108.07	145.00	111.49	16.58	33.24	12.25	28.41	30.67	20.63	25.67	18.21	17.17	10.76	14.25	22.68	18.59	23.52
BL00492	ENSG00000254656	0.00	0.00	0.24	0.00	0.00	0.00	1.52	0.00	0.35	0.00	0.00	0.00	0.00	0.20	0.75	0.00	0.00
BL00496	ENSG00000262499	3.02	39.38	6.38	0.36	10.40	3.28	1.25	0.45	84.23	3.83	3.67	0.09	0.35	2.18	4.05	0.10	0.09
BL00497	Hypp9618	0.27	0.27	0.11	0.29	0.38	0.05	0.13	0.04	0.05	0.01	0.54	2.18	4.86	0.11	0.00	0.14	0.16
BL00502	MFF	2.26	15.21	5.43	7.77	15.66	9.96	13.20	16.45	10.85	14.32	14.68	11.07	10.50	7.28	14.78	15.51	12.13
BL00504	EEF1D	4.21	54.03	86.70	112.29	423.92	260.09	338.65	457.89	2051.22	365.20	687.15	566.48	377.41	725.29	413.27	308.05	341.41
BL00505	TRAM1	23.13	34.28	52.68	76.09	97.22	32.92	18.84	14.93	13.47	42.49	72.64	83.50	77.16	29.61	15.09	18.30	20.51
BL00507	ST6GAL1	0.00	0.04	0.43	0.36	0.16	0.38	3.78	5.02	6.66	0.47	0.22	0.32	0.20	30.81	0.60	0.01	0.01
BL00508	GPR112	0.29	0.25	0.48	6.40	4.07	6.54	8.66	0.06	0.11	1.47	10.55	1.18	1.03	0.36	0.81	0.09	0.12
BL00510	CYP2U1	2.52	0.17	0.61	0.01	0.01	1.70	14.49	17.41	2.61	9.71	2.86	1.18	2.09	0.62	1.83	0.45	1.73
BL00511	Hypp12729	4.78	3.32	2.02	62.07	21.19	12.43	0.88	0.23	0.81	21.22	7.48	6.17	3.46	52.88	2.26	0.08	0.46
BL00512	MAD1L1	34.96	33.03	24.89	18.51	18.54	5.54	10.09	9.84	21.11	11.34	9.41	7.58	7.08	37.64	6.07	7.59	7.31
BL00513	ENSG00000268875	0.71	11.88	2.80	3.11	2.64	4.21	4.09	4.51	5.51	3.92	2.28	1.99	2.15	4.72	2.85	2.37	3.12
BL00515	ASTL	0.00	0.00	0.01	0.00	0.00	39.62	0.02	0.00	0.00	0.00	5.11	39.34	17.57	0.01	0.00	0.04	0.29
BL00516	ERGIC2	1.57	25.49	17.06	21.30	23.50	10.57	26.55	24.95	33.57	45.59	24.92	20.47	12.20	24.96	17.16	11.21	11.93
BL00520	ECH1	0.13	0.89	0.09	0.06	0.08	0.32	0.51	0.92	0.33	0.34	0.13	1.49	0.26	0.27	0.41	0.17	0.29
BL00521	Hypp4161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BL00525	KLHL9	1.05	3.29	2.08	3.15	2.69	57.30	70.34	3.65	1.62	3.49	2.45	0.96	1.03	4.40	194.19	22.97	35.73
BL00527	KIAA0664	22.13	123.09	20.48	48.21	83.99	22.95	26.60	26.56	60.38	41.03	35.16	10.15	6.02	75.23	61.31	23.96	46.49
BL00530	RPA1	3.92	17.83	5.26	19.62	21.08	9.97	30.85	35.84	153.49	34.22	11.26	9.13	23.44	86.39	24.78	30.49	24.14
BL00531	ARPC3	13.73	19.35	12.70	26.61	36.22	59.71	70.97	90.22	47.32	37.02	72.72	48.75	41.90	37.33	32.84	45.26	33.50
BL00532	REST	0.60	0.11	0.37	0.19	0.12	0.63	0.89	1.46	0.38	2.61	3.42	0.48	0.74	1.72	0.66	1.14	1.06
BL00535	NEU3	2.12	5.60	2.89	1.25	4.51	4.84	21.84	36.42	5.95	14.88	2.17	5.93	8.75	6.73	4.63	8.78	6.62
BL00537	CMTM8	0.08	0.00	0.25	19.55	5.91	2.97	36.28	40.48	0.14	0.17	0.18	0.14	0.19	0.51	1.21	0.60	2.32
BL00538	CDC37	2.21	32.75	20.14	42.74	37.72	42.68	36.55	38.77	17.95	34.79	37.27	28.03	16.82	37.54	29.95	36.54	25.29
BL00541	Hypp4999	0.00	0.02	1.29	5.40	1.15	0.29	0.01	0.00	0.04	0.01	0.05	0.02	0.65	0.08	0.02	0.21	0.49
BL00542	Hypp4998	0.00	0.00	0.21	0.89	0.35	0.27	0.05	0.00	0.07	0.02	0.08	0.09	0.38	0.35	0.06	0.10	0.21
BL00546	SHISA4	24.30	20.94	16.00	10.46	16.98	42.31	45.99	31.64	19.29	61.96	27.17	4.51	6.35	32.89	17.55	68.42	48.15
BL00548	ACAD10	3.34	0.82	3.21	4.16	5.95	4.95	23.39	29.72	6.42	7.80	1.99	4.30	7.58	8.34	7.93	11.33	16.89
BL00549	Hypp4207	0.00	0.00	0.09	0.10	0.23	5.70	0.81	0.38	0.09	0.06	0.00	0.00	0.06	0.30	0.00	10.48	1.81
BL00551	KCTD21	0.02	0.33	2.89	0.97	1.12	0.02	0.68	0.39	0.12	0.44	0.33	0.54	0.85	0.00	0.24	0.00	0.00
BL00552	COL6A6	0.12	0.39	1.72	0.11	0.12	17.97	190.26	1.15	4.93	60.75	2.80	4.54	8.01	7.30	23.22	10.24	1.84
BL00553	HDAC6	1.81	9.05	3.54	0.77	5.29	2.34	5.30	2.90	5.97	3.28	1.83	2.26	3.39	3.86	1.37	3.13	2.61
BL00554	ANKRD13D	0.04	3.80	1.69	1.78	6.87	8.73	6.97	8.42	4.62	8.96	4.79	4.70	5.39	13.96	11.36	12.15	14.76
BL00557	Hypp10677	0.15	1.51	0.75	0.04	0.31	0.00	0.68	0.01	0.40	0.11	1.24	11.82	24.56	2.22	0.33	0.14	0.52
BL00558	TRIM2	0.00	0.00	0.04	0.00	0.03	0.00	0.17	3.71	0.09	0.08	0.07	0.06	0.05	0.69	0.62	0.01	0.00
BL00559	ENSG00000256062	0.57	0.78	0.36	1.45	1.40	3.41	3.62	1.91	2.41	12.65	1.54	0.89	2.78	7.33	4.96	14.87	13.75
BL00560	CEP110	3.46	18.43	15.14	5.40	7.31	1.79	1.16	0.59	9.07	4.22	3.31	2.21	1.64	9.11	1.46	1.09	1.87
BL00561	SHOC2	160.33	50.86	9.82	23.59	15.50	9.34	18.96	19.11	10.81	22.65	5.56	7.14	14.64	21.08	8.24	27.28	31.82
