FID	NbGenes	NbSpecies	NbDesc	Strata	Losses	Panther Name
PTHR33659:SF7	1	1	1	Eptbur		Not found
PTHR12887:SF13	9	9	16	Vertebrata	Letrei,Calmil,Amical,Tetrapoda	Nanos homolog 1
PTHR13962:SF20	32	21	23	Deuterostomia	Strpur,Amical	Forkhead box protein n3
PTHR45874:SF4	30	13	23	Deuterostomia	Petmar,Chipun,Actinopterygii,Tetrapoda	Homeobox protein abdominal-b
PTHR12815:SF18	24	22	23	Deuterostomia	Amical	Protein toc75-3, chloroplastic-related
PTHR45749:SF14	249	14	23	Deuterostomia	Acapla,Brabel,Chondrichthyes,Holostei,Amniotes	Not found
PTHR23143:SF27	89	14	23	Deuterostomia	Acapla,Calmil,Holostei,Danrer,Latcha,Amniotes	Not found
PTHR45925	14	5	19	Chordata	Brabel,Braflo,Letrei,Gnathostomata	Family not named
PTHR13937	7	3	16	Vertebrata	Letrei,Petmar,Parata,Chondrichthyes,Actinopterygii,Latcha,Xentro,Mammalia	Eukaryotic translation initation factor 3, subunit 8  eif3s8 -related
PTHR10217:SF630	31	15	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Amical,Latcha	Not found
PTHR14445:SF38	26	21	23	Deuterostomia	Strpur,Amical	Grb10-interacting gyf protein 2
PTHR22444:SF1	18	16	23	Deuterostomia	Strpur,Ptyfla,Cephalochordata,Petmar,Amical	Glutamate-rich protein 1
PTHR22444	18	16	23	Deuterostomia	Strpur,Ptyfla,Cephalochordata,Petmar,Amical	Uncharacterized
PTHR10169:SF61	28	21	23	Deuterostomia	Letrei,Amical	Not found
PTHR45616:SF4	40	9	16	Vertebrata	Chondrichthyes,Amical,Orylat,Amniotes	Si:dkey-183i3.5
PTHR22951:SF16	18	17	23	Deuterostomia	Echinodermata,Braflo,Letrei,Amical,Orylat	Phosphatidylinositol-binding clathrin assembly protein
PTHR10334:SF64	21	17	19	Chordata	Braflo,Amical	Cysteine-rich secretory protein lccl domain-containing 2
PTHR13167:SF24	50	18	23	Deuterostomia	Echinodermata,Sackow,Letrei,Amical	Piezo-type mechanosensitive ion channel component 2
PTHR23158	24	11	23	Deuterostomia	Strpur,Gnathostomata	Melanoma inhibitory activity-related
PTHR11024:SF2	29	20	23	Deuterostomia	Braflo,Letrei,Amical	Protein sec13 homolog
PTHR10814:SF24	14	12	19	Chordata	Brabel,Braflo,Letrei,Petmar,Parata,Amical,Xentro	Transducin-like enhancer protein 3
PTHR23263:SF136	29	8	23	Deuterostomia	Echinodermata,Ptyfla,Ceph2,Letrei,Petmar,Calmil,Holostei,Danrer,Latcha,Amniotes	Not found
PTHR45679:SF6	29	21	23	Deuterostomia	Ptyfla,Amical	Er degradation-enhancing alpha-mannosidase-like protein 2
PTHR15416:SF3	7	7	23	Deuterostomia	Echinodermata,Letrei,Petmar,Parata,Gnathostomata	Subfamily not named
PTHR12460:SF35	14	14	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Braflo,Petmar,Calmil,Amical,Homsap	Not found
PTHR24416:SF45	19	16	23	Deuterostomia	Acapla,Sackow,Hyperoartia,Parata,Amical	Vascular endothelial growth factor receptor 2
PTHR45796:SF8	11	9	16	Vertebrata	Letrei,Parata,Chondrichthyes,Holostei,Danrer	Not found
PTHR11699	202	22	23	Deuterostomia	Amical	Aldehyde dehydrogenase-related
PTHR35971:SF2	16	9	16	Vertebrata	Petmar,Chipun,Amical,Danrer,Latcha,Xentro,Homsap	Not found
PTHR10520:SF12	22	20	23	Deuterostomia	Braflo,Letrei,Amical	Phosphoribosylformylglycinamidine cyclo-ligase
PTHR45845	31	17	23	Deuterostomia	Amical,Euteleostei,Amniotes	Family not named
PTHR13715:SF52	66	22	23	Deuterostomia	Amical	Inositol 1,4,5-trisphosphate receptor type 1
PTHR46099:SF4	20	11	16	Vertebrata	Letrei,Amical,Danrer,Mammalia	Subfamily not named
PTHR12027	480	22	23	Deuterostomia	Amical	Wnt related
PTHR45828:SF28	104	15	23	Deuterostomia	Actinopterygii,Latcha,Amniotes	Not found
PTHR18966:SF157	28	18	23	Deuterostomia	Sackow,Letrei,Petmar,Parata,Amical	Glutamate receptor 1
PTHR22625:SF33	27	15	23	Deuterostomia	Strpur,Sackow,Brabel,Bralan,Chondrichthyes,Amical,Galgal	Plexin-b3
PTHR11590:SF6	13	10	16	Vertebrata	Hyperoartia,Parata,Calmil,Amical	Protein-glutamine gamma-glutamyltransferase 2
PTHR11799:SF14	19	14	16	Vertebrata	Letrei,Amical	Serum paraoxonase/lactonase 3
PTHR46942:SF1	78	15	16	Vertebrata	Amical	Sialic acid-binding ig-like lectin 15
PTHR46942	78	15	16	Vertebrata	Amical	Family not named
PTHR43201:SF9	148	22	23	Deuterostomia	Amical	Acyl-coa synthetase family member 2, mitochondrial
PTHR15427:SF26	6	6	16	Vertebrata	Hyperoartia,Parata,Chondrichthyes,Amical,Euteleostei,Xentro	Complement c1q subcomponent subunit a
PTHR11685:SF104	22	20	23	Deuterostomia	Ptyfla,Letrei,Amical	E3 ubiquitin-protein ligase rnf144b
PTHR12517:SF0	38	22	23	Deuterostomia	Amical	Vacuolar protein sorting-associated protein 13b
PTHR12517	36	21	23	Deuterostomia	Amical,Orylat	Family not named
PTHR10617:SF107	24	20	23	Deuterostomia	Letrei,Amical,Latcha	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial
PTHR10617	24	20	23	Deuterostomia	Letrei,Amical,Latcha	Electron transfer flavoprotein-ubiquinone oxidoreductase
PTHR12371	8	4	5	Cyclostomata	Letrei	Translocation associated membrane protein
PTHR45628:SF17	19	12	23	Deuterostomia	Braflo,Letrei,Petmar,Calmil,Amical,Euteleostei,Tetrapoda	Not found
PTHR23023	205	22	23	Deuterostomia	Amical	Dimethylaniline monooxygenase
PTHR43795:SF81	6	1	1	Eptbur		Not found
PTHR12582	315	22	23	Deuterostomia	Amical	Netrin receptor unc5
PTHR16056:SF16	21	20	23	Deuterostomia	Leth,Amical	Regulator of microtubule dynamics protein 1
PTHR45749:SF13	142	5	23	Deuterostomia	Acapla,Hemichordata,Cephalochordata,Hyperoartia,Chondrichthyes,Actinopterygii,Amniotes	Not found
PTHR12446:SF57	83	4	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Braflo,Hyperoartia,Gnathostomata	Not found
PTHR10554	4	4	5	Cyclostomata	Parata	Syntrophin
PTHR21258	144	22	23	Deuterostomia	Amical	Docking protein related
PTHR33724:SF1	18	18	23	Deuterostomia	Ptyfla,Letrei,Chipun,Amical,Danrer	Intraflagellar transport protein 43 homolog
PTHR33724	18	18	23	Deuterostomia	Ptyfla,Letrei,Chipun,Amical,Danrer	Family not named
PTHR13035	19	19	23	Deuterostomia	Ptyfla,Letrei,Holostei	Uncharacterized
PTHR13035:SF0	19	19	23	Deuterostomia	Ptyfla,Letrei,Holostei	Protein n-terminal glutamine amidohydrolase
PTHR46194:SF1	18	18	23	Deuterostomia	Letrei,Parata,Chondrichthyes,Amical	Peptidyl-trna hydrolase ptrhd1-related
PTHR46194	18	18	23	Deuterostomia	Letrei,Parata,Chondrichthyes,Amical	Family not named
PTHR23304:SF175	44	12	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Petmar,Chondrichthyes,Amical,Latcha,Mammalia	Not found
PTHR13555:SF25	19	17	23	Deuterostomia	Acapla,Ptyfla,Ceph2,Letrei,Amical	Zinc finger c2hc domain-containing protein 1a
PTHR11866:SF10	15	13	16	Vertebrata	Letrei,Petmar,Amical	Prostaglandin e2 receptor ep3 subtype
PTHR33064:SF29	29	4	16	Vertebrata	Hyperoartia,Calmil,Actinopterygii,Tetrapoda	Not found
PTHR15681	27	20	23	Deuterostomia	Ptyfla,Brabel,Amical	Family not named
PTHR15681:SF1	27	20	23	Deuterostomia	Ptyfla,Brabel,Amical	Mad2l1-binding protein
PTHR45627:SF8	32	22	23	Deuterostomia	Amical	Adenylate cyclase type 9
PTHR47239	68	11	23	Deuterostomia	Acapla,Brabel,Braflo,Letrei,Petmar,Holostei,Danrer,Latcha,Amniotes	Family not named
PTHR47239:SF1	68	11	23	Deuterostomia	Acapla,Brabel,Braflo,Letrei,Petmar,Holostei,Danrer,Latcha,Amniotes	Subfamily not named
PTHR31711:SF1	21	18	23	Deuterostomia	Sackow,Letrei,Calmil,Amical,Orylat	Arginine and glutamate-rich protein 1
PTHR48033:SF10	6	5	23	Deuterostomia	Acapla,Sackow,Cephalochordata,Hyperoartia,Chondrichthyes,Holostei,Orylat,Sarcopterygia	Not found
PTHR11339:SF228	23	13	16	Vertebrata	Letrei,Amical,Xentro	Otogelin
PTHR11311:SF8	28	15	16	Vertebrata	Amical	Thrombospondin type-1 domain-containing protein 7a
PTHR23055:SF164	13	11	16	Vertebrata	Leth,Amical,Mammalia	Guanylate cyclase activator 1a
PTHR31543:SF0	27	22	23	Deuterostomia	Amical	Growth arrest-specific protein 8
PTHR12776	10	6	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Calmil,Osteichthyes	Kazrin-related
PTHR23401:SF2	19	14	16	Vertebrata	Calmil,Amical	Cyclin-dependent kinase 5 activator 1
PTHR33332	37	6	23	Deuterostomia	Acapla,Hemichordata,Hyperoartia,Gnathostomata	Family not named
PTHR46055:SF3	9	8	23	Deuterostomia	Hyperoartia,Parata,Gnathostomata	Circadian locomoter output cycles protein kaput
PTHR24023	70	17	23	Deuterostomia	Strpur,Calmil,Holostei,Danrer,Musmus	Family not named
PTHR10174	2	2	23	Deuterostomia	Echinodermata,Ptyfla,Cephalochordata,Hyperoartia,Parata,Gnathostomata	Retinaldehyde binding protein-related
PTHR11616:SF118	6	6	16	Vertebrata	Hyperoartia,Parata,Chondrichthyes,Actinopterygii	Sodium- and chloride-dependent betaine transporter
PTHR13723:SF27	37	21	23	Deuterostomia	Letrei,Amical	A disintegrin and metalloproteinase with thrombospondin motifs 6
PTHR23348	65	17	23	Deuterostomia	Ptyfla,Braflo,Amical,Danrer,Mammalia	Periaxin/ahnak
PTHR24093:SF284	52	16	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Braflo,Calmil,Amical	Plasma membrane calcium-transporting atpase 3
PTHR14167:SF64	23	17	23	Deuterostomia	Strpur,Ptyfla,Cephalochordata,Amical	Sorbin and sh3 domain-containing protein 1
PTHR44324	8	3	23	Deuterostomia	Echinodermata,Cephalochordata,Hyperoartia,Parata,Gnathostomata	Family not named
PTHR18952:SF91	22	15	16	Vertebrata	Amical	Carbonic anhydrase-related protein 10
PTHR39308:SF3	139	16	23	Deuterostomia	Ptyfla,Amical,Danrer,Latcha,Amniotes	Not found
PTHR24343:SF350	31	15	16	Vertebrata	Amical	Nuak family snf1-like kinase 1
PTHR45629:SF7	70	22	23	Deuterostomia	Amical	Not found
PTHR31873	21	19	23	Deuterostomia	Holostei,Xentro,Galgal	Family not named
PTHR31873:SF6	21	19	23	Deuterostomia	Holostei,Xentro,Galgal	L-aspartate dehydrogenase-related
PTHR24416:SF294	27	18	23	Deuterostomia	Acapla,Hemichordata,Braflo,Amical	Leukocyte tyrosine kinase receptor
PTHR10492:SF74	57	3	5	Cyclostomata	Letrei,Petmar	Not found
PTHR23227:SF80	132	12	23	Deuterostomia	Ptyfla,Letjap,Petmar,Chondrichthyes,Amical,Danrer,Tetrapoda	Not found
PTHR45620:SF29	29	15	16	Vertebrata	Amical	Glucagon receptor
PTHR22589:SF51	32	17	23	Deuterostomia	Strpur,Sackow,Cephalochordata,Amical	Carnitine o-palmitoyltransferase 2, mitochondrial
PTHR24356:SF214	18	15	19	Chordata	Brabel,Bralan,Letrei,Amical	Protein kinase c iota type
PTHR13603:SF1	18	18	23	Deuterostomia	Acapla,Ptyfla,Chipun,Amical,Galgal	Transmembrane protein 186
PTHR13603	18	18	23	Deuterostomia	Acapla,Ptyfla,Chipun,Amical,Galgal	Uncharacterized
PTHR12774:SF2	19	16	23	Deuterostomia	Bralan,Hyperoartia,Parata,Calmil,Amical	Peroxisomal biogenesis factor 19
PTHR11849:SF174	21	13	16	Vertebrata	Chipun,Amical,Galgal	Transcription factor spi-b
PTHR13285:SF20	15	14	16	Vertebrata	Letrei,Amical	Protein-cysteine n-palmitoyltransferase hhat
PTHR45975:SF2	32	22	23	Deuterostomia	Amical	Nucleosome-remodeling factor subunit bptf
PTHR45975	32	22	23	Deuterostomia	Amical	Family not named
PTHR37557:SF5	128	10	23	Deuterostomia	Echinodermata,Sackow,Letjap,Petmar,Calmil,Amical,Euteleostei,Tetrapoda	Not found
PTHR23355:SF30	24	21	23	Deuterostomia	Letrei,Amical	Dis3-like exonuclease 1
PTHR47883	90	12	23	Deuterostomia	Acapla,Ptyfla,Brabel,Calmil,Holostei,Danrer,Latcha,Amniotes	Family not named
PTHR10676:SF257	50	15	19	Chordata	Brabel,Braflo,Letrei,Amical	Dynein heavy chain 9, axonemal
PTHR37162:SF6	103	5	23	Deuterostomia	Hemichordata,Cephalochordata,Hyperoartia,Chondrichthyes,Actinopterygii,Tetrapoda	Not found
PTHR24388:SF34	20	16	23	Deuterostomia	Acapla,Brabel,Bralan,Letrei,Petmar,Amical,Danrer	Zinc finger protein 280d
PTHR15932	25	22	23	Deuterostomia	Amical	Ubiquitin interaction motif-containing protein 1
PTHR13948:SF21	27	21	23	Deuterostomia	Strpur,Amical	Rna-binding protein 5
PTHR24412:SF172	38	22	23	Deuterostomia	Amical	Kelch-like protein 10
PTHR12765:SF7	27	22	23	Deuterostomia	Amical	Not found
PTHR31690:SF4	16	14	23	Deuterostomia	Strpur,Hyperoartia,Chipun,Amical,Latcha,Xentro,Galgal	Fucose mutarotase
PTHR31690	16	14	23	Deuterostomia	Strpur,Hyperoartia,Chipun,Amical,Latcha,Xentro,Galgal	Family not named
PTHR10166:SF7	30	15	16	Vertebrata	Amical	Voltage-dependent calcium channel subunit alpha-2/delta-2
PTHR45935:SF1	259	7	16	Vertebrata	Hyperoartia,Calmil,Amical,Danrer,Amniotes	Subfamily not named
PTHR12791:SF46	1	1	1	Eptbur		Bet1-like snare 1-1
PTHR40389:SF2	40	6	16	Vertebrata	Petmar,Calmil,Actinopterygii,Latcha,Xentro,Mammalia	Not found
PTHR10476:SF17	21	21	23	Deuterostomia	Letjap,Amical	Charged multivesicular body protein 1a
PTHR10972:SF52	12	10	16	Vertebrata	Hyperoartia,Parata,Calmil,Amical	Oxysterol-binding protein 1
PTHR16770	2	2	16	Vertebrata	Hyperoartia,Parata,Chipun,Osteichthyes	Family not named
PTHR44281	36	21	23	Deuterostomia	Letjap,Amical	Family not named
PTHR44281:SF2	36	21	23	Deuterostomia	Letjap,Amical	Spindle assembly abnormal protein 6 homolog
PTHR11831:SF23	19	18	23	Deuterostomia	Letrei,Calmil,Amical,Xentro,Galgal	Subfamily not named
PTHR43907:SF1	62	10	23	Deuterostomia	Echinodermata,Ptyfla,Brabel,Petmar,Calmil,Actinopterygii,Latcha,Mammalia	Subfamily not named
PTHR10621:SF28	11	11	23	Deuterostomia	Echinodermata,Sackow,Brabel,Bralan,Petmar,Amical,Orylat,Tetrapoda	Rad23 homolog a, nucleotide excision repair protein b
PTHR24092:SF48	23	14	16	Vertebrata	Letrei,Amical	Phospholipid-transporting atpase ic
PTHR19303:SF26	130	8	19	Chordata	Brabel,Braflo,Calmil,Actinopterygii,Latcha,Xentro,Galgal,Musmus	Tigger transposable element-derived protein 1
PTHR11145:SF14	22	17	19	Chordata	Letrei,Amical	Btb/poz domain-containing adapter for cul3-mediated rhoa degradation protein 3
PTHR22426:SF1	18	18	23	Deuterostomia	Echinodermata,Amical,Mammalia	Lysine-rich nucleolar protein 1
PTHR11905:SF122	3	3	16	Vertebrata	Hyperoartia,Parata,Chondrichthyes,Actinopterygii,Latcha,Mammalia	Zgc:174164
PTHR11566:SF190	1	1	1	Eptbur		Not found
PTHR12290:SF2	22	19	23	Deuterostomia	Hyperoartia,Amical	Phosphopantothenate--cysteine ligase
PTHR14083:SF1	27	21	23	Deuterostomia	Amical,Orylat	Protein yif1b
PTHR12489:SF21	18	16	23	Deuterostomia	Echinodermata,Brabel,Amical,Amniotes	Lipoma hmgic fusion partner-like 5b
PTHR45615	38	13	23	Deuterostomia	Petmar,Parata,Chipun,Holostei,Danrer,Latcha,Amniotes	Family not named
PTHR44464	32	21	23	Deuterostomia	Petmar,Amical	Family not named
PTHR44464:SF1	32	21	23	Deuterostomia	Petmar,Amical	Wd repeat-containing protein 17
PTHR46334:SF1	9	9	16	Vertebrata	Hyperoartia,Parata,Chipun,Amical,Latcha	Costars family protein abracl
PTHR23101:SF62	14	11	23	Deuterostomia	Echinodermata,Sackow,Cephalochordata,Letrei,Chondrichthyes,Amical,Latcha,Galgal	Ras and rab interactor 1
PTHR20886	31	22	23	Deuterostomia	Amical	Family not named
PTHR23071	24	20	23	Deuterostomia	Ptyfla,Letrei,Amical	Phosphatidylinositol glycan
PTHR23071:SF1	24	20	23	Deuterostomia	Ptyfla,Letrei,Amical	Gpi ethanolamine phosphate transferase 3
PTHR11309:SF22	20	15	16	Vertebrata	Amical	Frizzled-3
PTHR11097	64	22	23	Deuterostomia	Amical	Exosome complex exonuclease  ribosomal rna processing protein
PTHR46435:SF1	49	19	23	Deuterostomia	Hyperoartia,Amical	E3 ubiquitin-protein ligase hectd4-related
PTHR46435	49	19	23	Deuterostomia	Hyperoartia,Amical	Family not named
PTHR11590:SF74	25	7	23	Deuterostomia	Strpur,Hyperoartia,Parata,Gnathostomata	Not found
PTHR14463:SF10	25	21	23	Deuterostomia	Amical,Orylat	Lipase maturation factor 1
PTHR47068:SF2	1	1	1	Eptbur		Subfamily not named
PTHR47007:SF1	11	11	16	Vertebrata	Hyperoartia,Amical,Orylat	Sushi domain-containing protein 4
PTHR47007	11	11	16	Vertebrata	Hyperoartia,Amical,Orylat	Family not named
PTHR24559:SF401	364	12	23	Deuterostomia	Hyperoartia,Chondrichthyes,Holostei,Danrer,Amniotes	Not found
PTHR11638:SF93	27	21	23	Deuterostomia	Calmil,Amical	Caseinolytic peptidase b protein homolog
PTHR45896:SF1	22	21	23	Deuterostomia	Letrei,Amical	N-alpha-acetyltransferase 30
PTHR45896	22	21	23	Deuterostomia	Letrei,Amical	Family not named
PTHR24356:SF193	50	22	23	Deuterostomia	Amical	Protein kinase c alpha type
PTHR13950:SF13	26	18	23	Deuterostomia	Echinodermata,Letrei,Petmar,Amical	Not found
PTHR13318:SF152	102	21	23	Deuterostomia	Letrei,Amical	Not found
PTHR14781:SF0	26	21	23	Deuterostomia	Petmar,Amical	Intraflagellar transport protein 56
PTHR14781	26	21	23	Deuterostomia	Petmar,Amical	Uncharacterized
PTHR10027:SF9	14	10	16	Vertebrata	Letrei,Petmar,Parata,Amical,Euteleostei	Potassium channel subfamily t member 2
PTHR43602:SF1	20	19	23	Deuterostomia	Ptyfla,Letrei,Holostei	Enoyl-coa hydratase domain-containing protein 3, mitochondrial
PTHR43602	20	19	23	Deuterostomia	Ptyfla,Letrei,Holostei	Family not named
PTHR33395:SF17	125	6	23	Deuterostomia	Acapla,Hemichordata,Hyperoartia,Gnathostomata	Not found
PTHR28358:SF1	29	19	23	Deuterostomia	Letrei,Petmar,Parata,Amical	Transmembrane protein 127
PTHR28358	29	19	23	Deuterostomia	Letrei,Petmar,Parata,Amical	Family not named
PTHR24207:SF2	4	3	19	Chordata	Bralan,Hyperoartia,Parata,Gnathostomata	Zyx102 protein
PTHR31802:SF3	17	7	23	Deuterostomia	Acapla,Ptyfla,Brabel,Bralan,Parata,Gnathostomata	32 kda heat shock protein
PTHR10529:SF344	10	8	23	Deuterostomia	Hyperoartia,Parata,Gnathostomata	Stonin 2
PTHR46925	40	9	23	Deuterostomia	Cephalochordata,Letjap,Petmar,Parata,Holostei,Danrer,Sarcopterygia	Family not named
PTHR37162:SF8	183	7	23	Deuterostomia	Acapla,Sackow,Cephalochordata,Leth,Chondrichthyes,Actinopterygii,Amniotes	Not found
PTHR45734:SF3	35	18	23	Deuterostomia	Echinodermata,Ptyfla,Braflo,Amical	Tensin-1
PTHR46601:SF1	126	8	23	Deuterostomia	Sackow,Hyperoartia,Gnathostomata	Subfamily not named
PTHR46601	126	8	23	Deuterostomia	Sackow,Hyperoartia,Gnathostomata	Family not named
PTHR23255:SF62	30	21	23	Deuterostomia	Strpur,Amical	Bone morphogenetic protein receptor type-1b
PTHR13173	20	19	23	Deuterostomia	Ptyfla,Leth,Amical	Ww domain binding protein 4
PTHR13817:SF16	39	14	16	Vertebrata	Letrei,Amical	Myomesin-1
PTHR13817:SF102	20	8	23	Deuterostomia	Echinodermata,Sackow,Parata,Gnathostomata	Not found
PTHR46238:SF5	248	11	23	Deuterostomia	Acapla,Ptyfla,Letjap,Petmar,Chondrichthyes,Amical,Danrer,Tetrapoda	Not found
PTHR46238	250	11	23	Deuterostomia	Acapla,Ptyfla,Letjap,Petmar,Chondrichthyes,Amical,Danrer,Tetrapoda	Family not named
PTHR10336:SF106	39	22	23	Deuterostomia	Amical	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4
PTHR10026:SF43	24	21	23	Deuterostomia	Letrei,Amical	Cyclin-t2
PTHR15073:SF4	21	14	16	Vertebrata	Letrei,Amical	Ensconsin
PTHR11412:SF162	40	13	16	Vertebrata	Letrei,Calmil,Amical	Not found
PTHR15362:SF7	32	22	23	Deuterostomia	Amical	Phosphatidylserine synthase 2
PTHR14592:SF10	17	14	16	Vertebrata	Letrei,Amical	Protein fam3c
PTHR44549:SF1	27	18	23	Deuterostomia	Acapla,Sackow,Ceph2,Amical	Endothelial cell-selective adhesion molecule
PTHR44549	27	18	23	Deuterostomia	Acapla,Sackow,Ceph2,Amical	Family not named
PTHR10460:SF7	18	14	23	Deuterostomia	Ptyfla,Cephalochordata,Hyperoartia,Parata,Amical	Abi gene family member 3
PTHR13799:SF13	19	18	23	Deuterostomia	Ptyfla,Chondrichthyes,Holostei	Nif3-like protein 1
PTHR11475:SF75	29	17	23	Deuterostomia	Echinodermata,Sackow,Ceph2,Amical	Peroxidasin homolog
PTHR14553:SF1	22	22	23	Deuterostomia	Amical	Subfamily not named
PTHR14553	22	22	23	Deuterostomia	Amical	Uncharacterized
PTHR14058:SF11	20	15	16	Vertebrata	Amical	Amyloid beta a4 precursor protein-binding family b member 2
PTHR10257:SF19	12	11	16	Vertebrata	Letrei,Petmar,Amical,Euteleostei	Serine/threonine-protein phosphatase 2a 56 kda regulatory subunit gamma isoform
PTHR11552:SF147	36	21	23	Deuterostomia	Amical,Xentro	Choline dehydrogenase, mitochondrial
PTHR17616:SF10	21	19	23	Deuterostomia	Ptyfla,Letjap,Parata,Amical	Not found
PTHR11680:SF53	22	20	23	Deuterostomia	Chipun,Amical,Galgal	Not found
PTHR16487:SF2	1	1	1	Eptbur		Not found
PTHR47027:SF16	30	7	23	Deuterostomia	Echinodermata,Ptyfla,Hyperoartia,Chondrichthyes,Amical,Euteleostei,Sarcopterygia	Not found
PTHR35076:SF1	20	18	23	Deuterostomia	Ceph2,Petmar,Amical,Orylat	Si:dkey-84k17.2
PTHR35076	20	18	23	Deuterostomia	Ceph2,Petmar,Amical,Orylat	Family not named
PTHR13140:SF356	32	19	23	Deuterostomia	Bralan,Leth,Amical	Unconventional myosin-vb
PTHR33998:SF2	55	12	23	Deuterostomia	Echinodermata,Ptyfla,Petmar,Calmil,Holostei,Danrer,Latcha,Mammalia	Subfamily not named
PTHR15721	37	22	23	Deuterostomia	Amical	Kiaa0586 protein
PTHR15721:SF2	36	22	23	Deuterostomia	Amical	Protein talpid3
PTHR45819	17	12	23	Deuterostomia	Gnathostomata	Family not named
PTHR16127	11	10	23	Deuterostomia	Ptyfla,Letrei,Gnathostomata	Taxilin
PTHR47968:SF36	23	20	23	Deuterostomia	Ptyfla,Letrei,Amical	Not found
PTHR36129	7	7	16	Vertebrata	Letrei,Petmar,Parata,Amical,Orylat,Latcha,Xentro,Mammalia	Family not named
PTHR15398:SF12	30	21	23	Deuterostomia	Strpur,Amical	Not found
PTHR12487:SF5	22	15	16	Vertebrata	Amical	Teashirt homolog 3
PTHR10913:SF9	16	14	16	Vertebrata	Parata,Amical	Follistatin-related protein 4
PTHR13900:SF1	30	21	23	Deuterostomia	Letrei,Amical	Transcription initiation factor tfiid subunit 1
PTHR13589	12	8	23	Deuterostomia	Strpur,Ptyfla,Cephalochordata,Calmil,Osteichthyes	Transducer of regulated creb protein
PTHR46880:SF8	87	12	23	Deuterostomia	Echinodermata,Ptyfla,Ceph2,Letrei,Chondrichthyes,Amical,Danrer,Musmus	Not found
PTHR24240:SF178	11	9	16	Vertebrata	Letrei,Chipun,Amical,Latcha,Amniotes	Not found
PTHR12606:SF11	24	19	23	Deuterostomia	Strpur,Sackow,Amical,Xentro	Sentrin-specific protease 2
PTHR22770	60	22	23	Deuterostomia	Amical	Ubiquitin conjugating enzyme 7 interacting protein-related
PTHR23239	96	10	16	Vertebrata	Amical,Euteleostei,Amniotes	Intermediate filament
PTHR45994:SF3	20	17	23	Deuterostomia	Echinodermata,Cephalochordata,Amical	Protein unc-45 homolog a
PTHR11562	71	22	23	Deuterostomia	Amical	Cation efflux protein/ zinc transporter
PTHR10504	72	22	23	Deuterostomia	Amical	Bactericidal permeability-increasing  bpi  protein-related
PTHR24034:SF140	33	15	16	Vertebrata	Amical	Not found
PTHR12920	10	7	19	Chordata	Letrei,Gnathostomata	Rybp and yaf2-related
PTHR47641:SF8	66	12	23	Deuterostomia	Acapla,Brabel,Calmil,Actinopterygii,Latcha,Amniotes	Not found
PTHR24388:SF68	17	12	16	Vertebrata	Leth,Holostei	Subfamily not named
PTHR24351:SF171	35	20	23	Deuterostomia	Ptyfla,Letrei,Amical	Ribosomal protein s6 kinase beta-2
PTHR47641	61	14	23	Deuterostomia	Acapla,Ptyfla,Calmil,Amical,Danrer,Latcha,Amniotes	Family not named
PTHR10170	41	22	23	Deuterostomia	Amical	Huntington disease protein
PTHR10170:SF10	41	22	23	Deuterostomia	Amical	Huntingtin
