fid	clg	Bflo	Spu	Blan	Skow	Pfla	Apla	Chipun	Lepocu	Xentro	Galgal	Lepocu	Petmar	Parata
OG_7023	CLGA1		LOC100890668	BL00720	Sakowv30031192m	pfl_40v0_9_20150316_1g16760	LOC110979244	Chipun_Chipu0014392|alpha1;Chipun_Chipu0012431|alpha2	Lepocu_ENSLOCG00000010128|alpha1;Lepocu_ENSLOCG00000016351|alpha2	Xentro_prkch|alpha1;Xentro_prkce-like.1|alpha2	Galgal_ENSGALG00000011889|alpha1;Galgal_ENSGALG00000034313|alpha2	Lepocu_ENSLOCG00000010128|alpha1;Lepocu_ENSLOCG00000016351|alpha2	Petmar_LOC116948332|chrm33;Petmar_LOC116947747|chrm31;Petmar_LOC116953858|chrm53	Parata_EA36204|chr1;Parata_EA37265|chr1;Parata_EA52764|chr14;Parata_EA53263|chr14
OG_6291	CLGA1		LOC115917961	BL15654	Sakowv30038962m	pfl_40v0_9_20150316_1g7199	LOC110986257	Chipun_Chipu0011784|alpha1;Chipun_Chipu0005158|alpha2	Lepocu_ENSLOCG00000008835|alpha1;Lepocu_ENSLOCG00000016276|alpha2	Xentro_Xetrov90021165m|alpha1;Xentro_Xetrov90013190m|alpha2	Galgal_ENSGALG00000027255|alpha1;Galgal_ENSGALG00000009107|alpha2	Lepocu_ENSLOCG00000008835|alpha1;Lepocu_ENSLOCG00000016276|alpha2	Petmar_LOC116954021|chrm53;Petmar_LOC116943217|chrm17;Petmar_LOC116947744|chrm31	Parata_EA53798|chr14;Parata_EA49286|chr9;Parata_EA11615|chr10;Parata_EA12760|chr10;Parata_EA10158|chr10;Parata_EA13068|chr10;Parata_EA10727|chr10;Parata_EA50571|chr9;Parata_EA55521|chr14;Parata_EA53971|chr14;Parata_EA47779|chr9;Parata_EA54979|chr14;Parata_EA55433|chr14
OG_908	CLGA1		LOC105445218	BL17394	Sakowv30045140m	pfl_40v0_9_20150316_1g2695	LOC110984674	Chipun_Chipu0011336|alpha1	Lepocu_ENSLOCG00000001773|beta1;Lepocu_ENSLOCG00000014358|alpha2	Xentro_slc51a-like.2|alpha2	Galgal_ENSGALG00000016326|beta1	Lepocu_ENSLOCG00000001773|beta1;Lepocu_ENSLOCG00000014358|alpha2		
OG_909	CLGA1		LOC105444682	BL04569	Sakowv30026347m	pfl_40v0_9_20150316_1g1641	LOC110974327	Chipun_Chipu0014022|alpha1;Chipun_Chipu0001888|alpha2	Lepocu_ENSLOCG00000012939|alpha1;Lepocu_ENSLOCG00000016479|alpha2	Xentro_LOC100489375|alpha1;Xentro_prph2|alpha2	Galgal_ENSGALG00000009185|alpha1;Galgal_ENSGALG00000009909|alpha2	Lepocu_ENSLOCG00000012939|alpha1;Lepocu_ENSLOCG00000016479|alpha2	Petmar_LOC116948490|chrm33;Petmar_PRPH2|chrm31	Parata_EA48256|chr9;Parata_EA52357|chr14;Parata_EA55588|chr14
OG_17404	CLGA1		LOC115929455	BL03016	Sakowv30037612m	pfl_40v0_9_20150316_1g9352	LOC110981931	Chipun_Chipu0010123|alpha2	Lepocu_ENSLOCG00000016356|alpha2	Xentro_nek2-like.1|alpha1	Galgal_ENSGALG00000009854|alpha2	Lepocu_ENSLOCG00000016356|alpha2	Petmar_NEK2|chrm31	Parata_EA53736|chr14
OG_10960	CLGA1		TBP	BL23708	Sakowv30026288m	pfl_40v0_9_20150316_1g1947	LOC110975155	Chipun_Chipu0011331|alpha1;Chipun_Chipu0010201|alpha2	Lepocu_ENSLOCG00000015481|alpha2	Xentro_tbp|alpha2	Galgal_ENSGALG00000011171|alpha2	Lepocu_ENSLOCG00000015481|alpha2	Petmar_LOC103091806|chrm6	Parata_EA50387|chr9
OG_9336	CLGA1		LOC757237	BL09726	Sakowv30033649m	pfl_40v0_9_20150316_1g10638	LOC110980595	Chipun_Chipu0018646|alpha2	Lepocu_ENSLOCG00000016418|alpha2	Xentro_Xetrov90021289m|alpha1;Xentro_mia3-like.2|alpha2	Galgal_ENSGALG00000041034|alpha2	Lepocu_ENSLOCG00000016418|alpha2	Petmar_LOC116943289|chrm17;Petmar_LOC116948268|chrm33	Parata_EA62274|chr4;Parata_EA37626|chr1
OG_6553.1	CLGA1		LOC592325	BL20236	Sakowv30029817m	pfl_40v0_9_20150316_1g9487	LOC110978304	Chipun_Chipu0003786|alpha1;Chipun_Chipu0001872|alpha2	Lepocu_ENSLOCG00000009889|alpha1;Lepocu_ENSLOCG00000015568|alpha2	Xentro_mark4|alpha1;Xentro_mark1-like|alpha2	Galgal_ENSGALG00000011505|alpha1;Galgal_ENSGALG00000009483|alpha2	Lepocu_ENSLOCG00000009889|alpha1;Lepocu_ENSLOCG00000015568|alpha2	Petmar_LOC116947254|chrm29;Petmar_LOC116947720|chrm31;Petmar_LOC116939440|chrm6	Parata_EA20873|chr13;Parata_EA62481|chr4;Parata_EA51285|chr9;Parata_EA62276|chr4;Parata_EA37899|chr1;Parata_EA57752|chr4;Parata_EA58416|chr4
OG_6702	CLGA1		LOC592633	BL10119	Sakowv30027902m	pfl_40v0_9_20150316_1g5478	LOC110982881	Chipun_Chipu0005805|alpha1;Chipun_Chipu0009981|alpha2	Lepocu_ENSLOCG00000011982|alpha1;Lepocu_ENSLOCG00000016209|alpha2	Xentro_Xetrov90021367m|alpha1	Galgal_ENSGALG00000012374|alpha1;Galgal_ENSGALG00000011296|alpha2	Lepocu_ENSLOCG00000011982|alpha1;Lepocu_ENSLOCG00000016209|alpha2	Petmar_FRMD6|chrm33;Petmar_LOC116947108|chrm29;Petmar_LOC116939668|chrm6	Parata_EA38331|chr1;Parata_EA49712|chr9
OG_1071	CLGA1		LOC585665	BL12272	Sakowv30020797m	pfl_40v0_9_20150316_1g1493	LOC110978194	Chipun_Chipu0018887|alpha1;Chipun_Chipu0020737|alpha2	Lepocu_ENSLOCG00000009774|alpha1;Lepocu_ENSLOCG00000016786|alpha2	Xentro_ehd2|alpha1;Xentro_Xetrov90012957m|alpha2	Galgal_ENSGALG00000008950|alpha1;Galgal_ENSGALG00000009086|alpha2	Lepocu_ENSLOCG00000009774|alpha1;Lepocu_ENSLOCG00000016786|alpha2	Petmar_LOC116947253|chrm29;Petmar_LOC116948415|chrm33	Parata_EA62107|chr4;Parata_EA38277|chr1
OG_6553.4	CLGA1		LOC592325	BL20236	Sakowv30029817m		LOC110975225	Chipun_Chipu0003786|alpha1;Chipun_Chipu0001872|alpha2	Lepocu_ENSLOCG00000009889|alpha1;Lepocu_ENSLOCG00000015568|alpha2	Xentro_mark4|alpha1;Xentro_mark1-like|alpha2	Galgal_ENSGALG00000011505|alpha1;Galgal_ENSGALG00000009483|alpha2	Lepocu_ENSLOCG00000009889|alpha1;Lepocu_ENSLOCG00000015568|alpha2	Petmar_LOC116947254|chrm29;Petmar_LOC116947720|chrm31;Petmar_LOC116939440|chrm6	Parata_EA20873|chr13;Parata_EA51285|chr9
OG_6680	CLGA1		LOC115919080	BL21835	Sakowv30044104m	pfl_40v0_9_20150316_1g5778	LOC110986867	Chipun_Chipu0004266|alpha1;Chipun_Chipu0001095|alpha2	Lepocu_ENSLOCG00000012545|alpha1;Lepocu_ENSLOCG00000016594|alpha2	Xentro_Xetrov90021037m|alpha1	Galgal_ENSGALG00000009705|alpha1;Galgal_ENSGALG00000010812|alpha2	Lepocu_ENSLOCG00000012545|alpha1;Lepocu_ENSLOCG00000016594|alpha2	Petmar_LOC116939631|chrm6;Petmar_LOC116953891|chrm53	Parata_EA11184|chr10;Parata_EA11637|chr10;Parata_EA51280|chr9;Parata_EA48459|chr9;Parata_EA50051|chr9;Parata_EA50067|chr9;Parata_EA50840|chr9
OG_17521	CLGA1		LOC577660	BL03467	Sakowv30044884m	pfl_40v0_9_20150316_1g5472	LOC110989732	Chipun_Chipu0013078|alpha1;Chipun_Chipu0006849|alpha2	Lepocu_ENSLOCG00000013202|alpha1;Lepocu_ENSLOCG00000015378|alpha2	Xentro_LOC100485426-like|alpha1;Xentro_smek2|alpha2	Galgal_ENSGALG00000010734|alpha1;Galgal_ENSGALG00000030810|alpha2	Lepocu_ENSLOCG00000013202|alpha1;Lepocu_ENSLOCG00000015378|alpha2	Petmar_LOC116947841|chrm31;Petmar_LOC116948396|chrm33	Parata_EA53609|chr14;Parata_EA36949|chr1
OG_1759	CLGA1		LOC579033	BL29847	Sakowv30026148m	pfl_40v0_9_20150316_1g20026	LOC110986243	Chipun_Chipu0012805|alpha1;Chipun_Chipu0007339|alpha2	Lepocu_ENSLOCG00000008789|alpha1;Lepocu_ENSLOCG00000015971|alpha2	Xentro_sptlc2|alpha1;Xentro_sptlc3-like|alpha2	Galgal_ENSGALG00000031928|alpha1;Galgal_ENSGALG00000009037|alpha2	Lepocu_ENSLOCG00000008789|alpha1;Lepocu_ENSLOCG00000015971|alpha2	Petmar_SPTLC2|chrm31	Parata_EA54032|chr14;Parata_EA54060|chr14
OG_17530	CLGA1		LOC583322	BL02235	Sakowv30033044m	pfl_40v0_9_20150316_1g11502	LOC110982891	Chipun_Chipu0012654|alpha1	Lepocu_ENSLOCG00000009284|alpha1;Lepocu_ENSLOCG00000017173|alpha2	Xentro_daam1-like|alpha1	Galgal_ENSGALG00000012017|alpha1;Galgal_ENSGALG00000010055|alpha2	Lepocu_ENSLOCG00000009284|alpha1;Lepocu_ENSLOCG00000017173|alpha2	Petmar_LOC116953868|chrm53;Petmar_LOC116947661|chrm31;Petmar_LOC116939491|chrm6	Parata_EA47986|chr9;Parata_EA12462|chr10
OG_3186	CLGA1		LOC577801	BL10657	Sakowv30033061m	pfl_40v0_9_20150316_1g6065	LOC110983203	Chipun_Chipu0014393|alpha1;Chipun_Chipu0009325|alpha2	Lepocu_ENSLOCG00000010146|alpha1;Lepocu_ENSLOCG00000016337|alpha2	Xentro_hif1a|alpha1;Xentro_epas1|alpha2	Galgal_ENSGALG00000011870|alpha1;Galgal_ENSGALG00000010005|alpha2	Lepocu_ENSLOCG00000010146|alpha1;Lepocu_ENSLOCG00000016337|alpha2	Petmar_LOC116948331|chrm33;Petmar_EPAS1|chrm6;Petmar_LOC116947333|chrm29	Parata_EA20018|chr13;Parata_EA36521|chr1;Parata_EA49744|chr9
OG_4403	CLGA1		LOC752039	BL02055	Sakowv30044740m	pfl_40v0_9_20150316_1g11596		Chipun_Chipu0014078|alpha1;Chipun_Chipu0021561|alpha2	Lepocu_ENSLOCG00000012443|alpha1;Lepocu_ENSLOCG00000016408|alpha2	Xentro_Xetrov90021710m|alpha1;Xentro_tlr5-like.1|alpha2	Galgal_ENSGALG00000009428|alpha1;Galgal_ENSGALG00000009388|alpha2	Lepocu_ENSLOCG00000012443|alpha1;Lepocu_ENSLOCG00000016408|alpha2	Petmar_LOC116943271|chrm17	Parata_EA10342|chr10
OG_19131	CLGA1		LOC115919082	BL08103	Sakowv30045692m	pfl_40v0_9_20150316_1g9126	LOC110988059	Chipun_Chipu0011952|alpha1;Chipun_Chipu0004243|alpha2	Lepocu_ENSLOCG00000014107|alpha1;Lepocu_ENSLOCG00000016155|alpha2	Xentro_slc24a4|alpha1;Xentro_slc24a3|alpha2	Galgal_ENSGALG00000010793|alpha1;Galgal_ENSGALG00000008445|alpha2	Lepocu_ENSLOCG00000014107|alpha1;Lepocu_ENSLOCG00000016155|alpha2	Petmar_LOC116943244|chrm17;Petmar_SLC24A3|chrm6	Parata_EA11326|chr10;Parata_EA09204|chr10
OG_3253	CLGA1		LOC575643	BL20220	Sakowv30021838m	pfl_40v0_9_20150316_1g37	LOC110979258	Chipun_Chipu0012800|alpha1	Lepocu_ENSLOCG00000013139|alpha1	Xentro_ahsa1|alpha1	Galgal_ENSGALG00000010463|alpha1;Galgal_ENSGALG00000004483|alpha2	Lepocu_ENSLOCG00000013139|alpha1	Petmar_LOC116939563|chrm6;Petmar_LOC116947796|chrm31	Parata_EA55024|chr14
OG_7513	CLGA1		LOC757216	BL03570	Sakowv30015471m	pfl_40v0_9_20150316_1g11429	LOC110985950	Chipun_Chipu0006569|alpha1;Chipun_Chipu0019649|alpha2	Lepocu_ENSLOCG00000012229|alpha1;Lepocu_ENSLOCG00000016026|alpha2	Xentro_meis3|alpha1;Xentro_meis1|alpha2	Galgal_ENSGALG00000039118|alpha1;Galgal_ENSGALG00000041626|alpha2	Lepocu_ENSLOCG00000012229|alpha1;Lepocu_ENSLOCG00000016026|alpha2	Petmar_LOC116947347|chrm29;Petmar_LOC116948498|chrm33;Petmar_LOC116947947|chrm31;Petmar_LOC116947946|chrm31	Parata_EA21009|chr13;Parata_EA20448|chr13;Parata_EA36751|chr1;Parata_EA52302|chr14;Parata_EA36442|chr1;Parata_EA52989|chr14
OG_1636	CLGA1		LOC582192	BL06266	Sakowv30045101m	pfl_40v0_9_20150316_1g10514	LOC110975151	Chipun_Chipu0008830|alpha1;Chipun_Chipu0015106|alpha2	Lepocu_ENSLOCG00000012762|alpha1;Lepocu_ENSLOCG00000015396|alpha2	Xentro_akt1|alpha1	Galgal_ENSGALG00000011620|alpha1;Galgal_ENSGALG00000034081|alpha2	Lepocu_ENSLOCG00000012762|alpha1;Lepocu_ENSLOCG00000015396|alpha2	Petmar_LOC116953865|chrm53;Petmar_LOC116939763|chrm6	Parata_EA12673|chr10;Parata_EA48885|chr9
OG_22	CLGA1		LOC577619	BL21833	Sakowv30018282m	pfl_40v0_9_20150316_1g17999	LOC110988084	Chipun_Chipu0014396|alpha1;Chipun_Chipu0001882|alpha2	Lepocu_ENSLOCG00000010174|alpha1;Lepocu_ENSLOCG00000017181|alpha2	Xentro_syt16-like|alpha1	Galgal_ENSGALG00000011861|alpha1;Galgal_ENSGALG00000009884|alpha2	Lepocu_ENSLOCG00000010174|alpha1;Lepocu_ENSLOCG00000017181|alpha2	Petmar_LOC116947905|chrm31	Parata_EA52987|chr14;Parata_EA54052|chr14
OG_1637	CLGA1		LOC576914	BL06265	Sakowv30045105m	pfl_40v0_9_20150316_1g10512	LOC110979604	Chipun_Chipu0006212|alpha1;Chipun_Chipu0001086|alpha2	Lepocu_ENSLOCG00000012364|alpha1;Lepocu_ENSLOCG00000016589|alpha2	Xentro_rgs6-like|alpha1	Galgal_ENSGALG00000009368|alpha1;Galgal_ENSGALG00000039772|alpha2	Lepocu_ENSLOCG00000012364|alpha1;Lepocu_ENSLOCG00000016589|alpha2	Petmar_LOC116948262|chrm33;Petmar_LOC116954025|chrm53;Petmar_LOC116939431|chrm6;Petmar_LOC116947773|chrm31	Parata_EA36554|chr1;Parata_EA48891|chr9;Parata_EA54015|chr14;Parata_EA12352|chr10
OG_3940	CLGA1		LOC580515	BL95986	Sakowv30030040m		LOC110978356	Chipun_Chipu0015158|alpha1;Chipun_Chipu0018347|alpha2	Lepocu_ENSLOCG00000012250|alpha1;Lepocu_ENSLOCG00000016028|alpha2	Xentro_spred3|alpha1;Xentro_spred2|alpha2	Galgal_ENSGALG00000028203|alpha1;Galgal_ENSGALG00000008778|alpha2	Lepocu_ENSLOCG00000012250|alpha1;Lepocu_ENSLOCG00000016028|alpha2	Petmar_LOC116947708|chrm31;Petmar_LOC116947342|chrm29;Petmar_LOC116948499|chrm33	Parata_EA20706|chr13;Parata_EA37813|chr1
OG_1645	CLGA1		LOC105446921	BL96076	Sakowv30032012m	pfl_40v0_9_20150316_1g11621	LOC110988507	Chipun_Chipu0003792|alpha1	Lepocu_ENSLOCG00000009937|alpha1;Lepocu_ENSLOCG00000015877|alpha2	Xentro_klc1|alpha1	Galgal_ENSGALG00000011528|alpha1;Galgal_ENSGALG00000030384|alpha2	Lepocu_ENSLOCG00000009937|alpha1;Lepocu_ENSLOCG00000015877|alpha2	Petmar_LOC116939785|chrm6	Parata_EA51513|chr9
OG_5817	CLGA1		LOC577575	BL08408	Sakowv30044121m	pfl_40v0_9_20150316_1g5786	LOC110979222	Chipun_Chipu0019895|alpha1;Chipun_Chipu0009316|alpha2	Lepocu_ENSLOCG00000013964|alpha1;Lepocu_ENSLOCG00000016422|alpha2	Xentro_plekhh2|alpha2	Galgal_ENSGALG00000009507|alpha1;Galgal_ENSGALG00000009947|alpha2	Lepocu_ENSLOCG00000013964|alpha1;Lepocu_ENSLOCG00000016422|alpha2	Petmar_LOC116939450|chrm6	
OG_5842	CLGA1		LOC115929551	BL04698	Sakowv30015907m		LOC110986863	Chipun_Chipu0004264|alpha1;Chipun_Chipu0001089|alpha2	Lepocu_ENSLOCG00000012587|alpha1;Lepocu_ENSLOCG00000016592|alpha2	Xentro_fmn1|alpha1;Xentro_fmn2|alpha2	Galgal_ENSGALG00000009723|alpha1;Galgal_ENSGALG00000031427|alpha2	Lepocu_ENSLOCG00000012587|alpha1;Lepocu_ENSLOCG00000016592|alpha2	Petmar_LOC116947103|chrm29;Petmar_LOC116943341|chrm17	Parata_EA20151|chr13;Parata_EA36483|chr1
OG_8532	CLGA1		LOC591103	BL18433	Sakowv30028647m	pfl_40v0_9_20150316_1g25609	LOC110983983	Chipun_Chipu0001858|alpha2	Lepocu_ENSLOCG00000010621|alpha1;Lepocu_ENSLOCG00000016058|alpha2	Xentro_gpatch2-like|alpha2	Galgal_ENSGALG00000010350|alpha1;Galgal_ENSGALG00000009627|alpha2	Lepocu_ENSLOCG00000010621|alpha1;Lepocu_ENSLOCG00000016058|alpha2	Petmar_GPATCH2L|chrm33	Parata_EA37080|chr1
OG_5866	CLGA1		LOC575375	BL04062	Sakowv30033655m	pfl_40v0_9_20150316_1g26972	LOC110981902	Chipun_Chipu0002527|alpha1;Chipun_Chipu0001104|alpha2	Lepocu_ENSLOCG00000009700|alpha1;Lepocu_ENSLOCG00000016864|alpha2	Xentro_prkd1|alpha1	Galgal_ENSGALG00000009900|alpha1;Galgal_ENSGALG00000010612|alpha2	Lepocu_ENSLOCG00000009700|alpha1;Lepocu_ENSLOCG00000016864|alpha2	Petmar_LOC116943200|chrm17;Petmar_LOC116947357|chrm29;Petmar_LOC116939454|chrm6;Petmar_LOC116947852|chrm31	Parata_EA60300|chr4;Parata_EA19486|chr13;Parata_EA52342|chr14;Parata_EA50208|chr9
OG_2317	CLGA1		LOC578276	BL02921	Sakowv30046279m	pfl_40v0_9_20150316_1g31308	LOC110980612	Chipun_Chipu0009319|alpha2	Lepocu_ENSLOCG00000017708|alpha1;Lepocu_ENSLOCG00000017363|alpha2	Xentro_socs4|alpha1;Xentro_socs5|alpha2	Galgal_ENSGALG00000012179|alpha1;Galgal_ENSGALG00000010016|alpha2	Lepocu_ENSLOCG00000017708|alpha1;Lepocu_ENSLOCG00000017363|alpha2	Petmar_LOC116939451|chrm6;Petmar_LOC116947729|chrm31	Parata_EA54656|chr14
OG_1259	CLGA1		LOC580689	BL28041	Sakowv30005154m	pfl_40v0_9_20150316_1g9090	LOC110984953	Chipun_Chipu0017103|alpha2	Lepocu_ENSLOCG00000016410|alpha2	Xentro_disp2|alpha1;Xentro_disp1|alpha2	Galgal_ENSGALG00000031266|alpha1	Lepocu_ENSLOCG00000016410|alpha2	Petmar_LOC116939719|chrm6	Parata_EA48400|chr9
OG_8366	CLGA1		LOC100894143	BL10625	Sakowv30035985m	pfl_40v0_9_20150316_1g33783	LOC110981397	Chipun_Chipu0002577|alpha1;Chipun_Chipu0009169|alpha2	Lepocu_ENSLOCG00000013113|alpha1	Xentro_LOC100492667|alpha1;Xentro_Xetrov90012928m|alpha2	Galgal_ENSGALG00000010032|alpha2	Lepocu_ENSLOCG00000013113|alpha1	Petmar_LOC116953854|chrm53;Petmar_LOC116939731|chrm6	
OG_12986	CLGA1		LOC100887935	BL21151	Sakowv30000290m		LOC110989174		Lepocu_ENSLOCG00000017979|alpha2	Xentro_tmem187|alpha1		Lepocu_ENSLOCG00000017979|alpha2		
OG_745	CLGA1		LOC585672	BL19938	Sakowv30031211m		LOC110982527	Chipun_Chipu0003208|alpha1;Chipun_Chipu0011480|alpha2	Lepocu_ENSLOCG00000010070|alpha1;Lepocu_ENSLOCG00000016386|alpha2	Xentro_ppm1a|alpha1;Xentro_ppm1b|alpha2	Galgal_ENSGALG00000011917|alpha1;Galgal_ENSGALG00000030691|alpha2	Lepocu_ENSLOCG00000010070|alpha1;Lepocu_ENSLOCG00000016386|alpha2	Petmar_LOC116953833|chrm53;Petmar_LOC116947696|chrm31;Petmar_LOC116939535|chrm6	Parata_EA49078|chr9;Parata_EA11299|chr10;Parata_EA49579|chr9;Parata_EA46932|chr9
OG_4279	CLGA1		LOC575177	BL08099	Sakowv30027896m		LOC110975202	Chipun_Chipu0010818|alpha1;Chipun_Chipu0001126|alpha2	Lepocu_ENSLOCG00000012655|alpha1	Xentro_LOC100488895|alpha2	Galgal_ENSGALG00000032640|alpha2	Lepocu_ENSLOCG00000012655|alpha1	Petmar_CRIM1|chrm6;Petmar_LOC116947366|chrm29;Petmar_LOC116943187|chrm17;Petmar_LOC116948447|chrm33	Parata_EA18785|chr13;Parata_EA21117|chr13;Parata_EA38358|chr1;Parata_EA37120|chr1
OG_18932	CLGA1		LOC100890399	BL32132	Sakowv30002622m	pfl_40v0_9_20150316_1g8414	LOC110978140	Chipun_Chipu0006208|alpha1	Lepocu_ENSLOCG00000016203|alpha2	Xentro_ppp1r14a|alpha1;Xentro_ppp1r14c|alpha2	Galgal_ENSGALG00000024469|alpha1;Galgal_ENSGALG00000041575|alpha2	Lepocu_ENSLOCG00000016203|alpha2	Petmar_LOC116953842|chrm53;Petmar_LOC116943156|chrm17	Parata_EA10327|chr10;Parata_EA09795|chr10
OG_13162.1	CLGA1		LOC587578	BL95486		pfl_40v0_9_20150316_1g9085		Chipun_Chipu0017734|alpha2	Lepocu_ENSLOCG00000016899|alpha2	Xentro_LOC100491395|alpha1;Xentro_cox7a2|alpha2	Galgal_ENSGALG00000015906|alpha2	Lepocu_ENSLOCG00000016899|alpha2	Petmar_LOC116943192|chrm17;Petmar_LOC116947924|chrm31	Parata_EA52445|chr14;Parata_EA19390|chr13
OG_7446	CLGA1		LOC763081	BL07935	Sakowv30021937m	pfl_40v0_9_20150316_1g20815	LOC110975234	Chipun_Chipu0013305|alpha1;Chipun_Chipu0004234|alpha2	Lepocu_ENSLOCG00000018009|alpha2	Xentro_insm2|alpha1;Xentro_insm1|alpha2		Lepocu_ENSLOCG00000018009|alpha2	Petmar_LOC116943242|chrm17;Petmar_INSM1|chrm6;Petmar_LOC116948363|chrm33	Parata_EA09793|chr10;Parata_EA50458|chr9;Parata_EA12346|chr10
OG_1302	CLGA1		LOC576449	BL13249	Sakowv30015448m	pfl_40v0_9_20150316_1g11428	LOC110975204		Lepocu_ENSLOCG00000015468|alpha2	Xentro_nup133|beta1	Galgal_ENSGALG00000011091|alpha2	Lepocu_ENSLOCG00000015468|alpha2	Petmar_NUP133|chrm31	Parata_EA53093|chr14
OG_18806	CLGA1		LOC576281	BL08388	Sakowv30026350m	pfl_40v0_9_20150316_1g1646	LOC110974277	Chipun_Chipu0003210|alpha1;Chipun_Chipu0012426|alpha2	Lepocu_ENSLOCG00000010080|alpha1;Lepocu_ENSLOCG00000016373|alpha2	Xentro_six6|alpha1;Xentro_six3|alpha2	Galgal_ENSGALG00000020359|alpha1;Galgal_ENSGALG00000032259|alpha2	Lepocu_ENSLOCG00000010080|alpha1;Lepocu_ENSLOCG00000016373|alpha2	Petmar_LOC116939533|chrm6;Petmar_LOC116947692|chrm31;Petmar_LOC116948335|chrm33	Parata_EA46944|chr9;Parata_EA38546|chr1
OG_161	CLGA1		LOC590360	BL53892	Sakowv30033043m	pfl_40v0_9_20150316_1g12624	LOC110983179	Chipun_Chipu0007785|alpha1;Chipun_Chipu0012842|alpha2	Lepocu_ENSLOCG00000008954|alpha1;Lepocu_ENSLOCG00000016284|alpha2	Xentro_Xetrov90021170m|alpha1;Xentro_ston1|alpha2	Galgal_ENSGALG00000010579|alpha1;Galgal_ENSGALG00000009092|alpha2	Lepocu_ENSLOCG00000008954|alpha1;Lepocu_ENSLOCG00000016284|alpha2	Petmar_LOC116947958|chrm31;Petmar_LOC116939526|chrm6	Parata_EA55295|chr14;Parata_EA51449|chr9
OG_12897	CLGA1		LOC576801	BL24490	Sakowv30026280m	pfl_40v0_9_20150316_1g1952	LOC110981511	Chipun_Chipu0012794|alpha1;Chipun_Chipu0009659|alpha2	Lepocu_ENSLOCG00000010967|alpha1;Lepocu_ENSLOCG00000016784|alpha2	Xentro_entpd5|alpha1;Xentro_entpd6-like|alpha2	Galgal_ENSGALG00000010202|alpha1;Galgal_ENSGALG00000008563|alpha2	Lepocu_ENSLOCG00000010967|alpha1;Lepocu_ENSLOCG00000016784|alpha2	Petmar_ENTPD5|chrm6	Parata_EA47228|chr9;Parata_EA10558|chr10
OG_4197	CLGA1		LOC578928	BL12886	Sakowv30018209m		LOC110983985	Chipun_Chipu0009306|alpha2	Lepocu_ENSLOCG00000016039|alpha2	Xentro_LOC100486587-like|alpha1;Xentro_kctd3|alpha2	Galgal_ENSGALG00000009678|alpha2	Lepocu_ENSLOCG00000016039|alpha2	Petmar_LOC116943331|chrm17	Parata_EA12630|chr10
OG_16132	CLGA1		LOC576491	BL03558	Sakowv30044267m	pfl_40v0_9_20150316_1g13646	LOC110978355	Chipun_Chipu0003777|alpha1;Chipun_Chipu0018040|alpha2	Lepocu_ENSLOCG00000009847|alpha1;Lepocu_ENSLOCG00000016021|alpha2	Xentro_cdc42bpb|alpha1;Xentro_cdc42bpa|alpha2	Galgal_ENSGALG00000011432|alpha1;Galgal_ENSGALG00000009158|alpha2	Lepocu_ENSLOCG00000009847|alpha1;Lepocu_ENSLOCG00000016021|alpha2	Petmar_LOC116939445|chrm6	Parata_EA47074|chr9;Parata_EA47332|chr9
OG_568	CLGA1		LOC100889942	BL13889	Sakowv30023183m	pfl_40v0_9_20150316_1g14035	LOC110978412	Chipun_Chipu0014017|alpha1;Chipun_Chipu0001885|alpha2	Lepocu_ENSLOCG00000013555|alpha1;Lepocu_ENSLOCG00000017240|alpha2	Xentro_elmsan1|alpha1;Xentro_trerf1|alpha2	Galgal_ENSGALG00000009282|alpha1;Galgal_ENSGALG00000009896|alpha2	Lepocu_ENSLOCG00000013555|alpha1;Lepocu_ENSLOCG00000017240|alpha2	Petmar_LOC116939585|chrm6;Petmar_LOC116948491|chrm33	Parata_EA46905|chr9;Parata_EA36284|chr1;Parata_EA37409|chr1
OG_734	CLGA1		LOC582026	BL10941	Sakowv30019215m	pfl_40v0_9_20150316_1g33921	LOC110983967	Chipun_Chipu0020410|alpha1;Chipun_Chipu0015102|alpha2	Lepocu_ENSLOCG00000012740|alpha1;Lepocu_ENSLOCG00000015399|alpha2	Xentro_adssl1|alpha1;Xentro_adss|alpha2	Galgal_ENSGALG00000011618|alpha1;Galgal_ENSGALG00000010702|alpha2	Lepocu_ENSLOCG00000012740|alpha1;Lepocu_ENSLOCG00000015399|alpha2	Petmar_ADSS2|chrm6	Parata_EA47192|chr9;Parata_EA48158|chr9
OG_572	CLGA1		LOC762697	BL13881	Sakowv30001384m	pfl_40v0_9_20150316_1g21537	LOC110981939	Chipun_Chipu0001115|alpha2	Lepocu_ENSLOCG00000016639|alpha2	Xentro_LOC100487930|alpha1	Galgal_ENSGALG00000010748|alpha2	Lepocu_ENSLOCG00000016639|alpha2	Petmar_EXO1|chrm6	Parata_EA50148|chr9
